K	ADVFM_AVG	ADVFM_in	ADVFM_on	ADVFM_near	ADVFM_behind	FM	PT	ID
 0	66.6	45.31	67.19	76.56	77.34	76.25	83.12	0805
 0	66.7975	30.47	66.41	82.03	88.28	79.06	78.44	0190
 0	66.8	75.00	66.41	59.38	66.41	83.12	81.56	0706
 0	66.9925	32.03	62.50	85.94	87.50	84.69	78.44	0150
 0	66.9925	39.06	49.22	86.72	92.97	83.75	83.75	0229
 0	66.9925	73.44	61.72	63.28	69.53	75.62	84.69	0873
 0	67.185	44.53	52.34	88.28	83.59	82.81	76.88	0432
 0	67.1875	75.00	21.88	89.06	82.81	79.06	78.75	0106
 0	67.19	73.44	67.19	67.19	60.94	74.38	81.25	0296
 0	67.19	75.00	59.38	60.94	73.44	74.06	79.38	0005
 0	67.3825	43.75	60.16	82.03	83.59	79.38	77.81	0227
 0	67.3825	50.78	45.31	85.16	88.28	87.19	80.31	0972
 0	67.3825	71.09	80.47	50.00	67.97	72.81	82.5	0583
 0	67.5775	26.56	75.00	86.72	82.03	78.75	75.31	0687
 0	67.7725	75.00	63.28	64.06	68.75	75	84.69	0939
 0	67.77	39.84	50.00	90.62	90.62	84.69	80.31	0083
 0	67.9675	72.66	63.28	65.62	70.31	76.88	78.75	0166
 0	67.97	55.47	46.09	85.94	84.38	84.69	80.94	0403
 0	68.1625	39.06	51.56	93.75	88.28	86.25	80.62	0840
 0	68.1625	55.47	77.34	65.62	74.22	75.62	82.19	0440
 0	68.1625	64.84	51.56	77.34	78.91	81.88	78.12	0265
 0	68.16	71.09	71.09	53.12	77.34	76.25	80.94	0637
 0	68.3575	57.03	50.78	76.56	89.06	82.19	75.94	0200
 0	68.3575	68.75	75.00	58.59	71.09	77.19	81.56	0409
 0	68.3575	81.25	77.34	53.12	61.72	72.5	78.12	0564
 0	68.555	69.53	60.94	70.31	73.44	71.56	76.88	0146
 0	68.7475	77.34	71.09	62.50	64.06	75	79.06	0095
 0	68.7525	74.22	72.66	59.38	68.75	79.06	80.62	0963
 0	68.75	34.38	58.59	89.06	92.97	87.5	82.5	0422
 0	68.75	40.62	63.28	85.94	85.16	85	81.56	0856
 0	68.9425	33.59	62.50	89.06	90.62	85.94	78.12	0690
 0	68.945	37.50	52.34	93.75	92.19	84.69	80.31	0082
 0	68.945	79.69	76.56	53.12	66.41	70.94	80	0201
 0	69.1425	72.66	65.62	66.41	71.88	73.44	83.12	0709
 0	69.14	68.75	61.72	65.62	80.47	76.88	81.56	0363
 0	69.335	78.12	79.69	48.44	71.09	72.19	84.38	0118
 0	69.3375	50.00	53.91	86.72	86.72	80	85.62	0764
 0	69.3375	61.72	79.69	62.50	73.44	70.94	79.06	0046
 0	69.3375	62.50	74.22	61.72	78.91	70	81.25	0638
 0	69.3375	66.41	70.31	66.41	74.22	77.81	79.38	0529
 0	69.5325	78.91	57.81	67.19	74.22	81.25	75.94	0324
 0	69.53	40.62	49.22	92.97	95.31	85.62	75	0438
 0	69.7275	60.94	43.75	88.28	85.94	87.19	80	0760
 0	69.73	46.88	78.91	72.66	80.47	78.75	84.06	0345
 0	69.9225	46.09	50.00	92.19	91.41	88.75	79.06	0555
 0	70.1175	57.03	67.19	74.22	82.03	80.94	79.69	0740
 0	70.1175	58.59	67.97	71.88	82.03	80.31	83.44	0433
 0	70.1175	63.28	85.16	69.53	62.50	76.25	83.44	0513
 0	70.505	63.28	69.53	65.62	83.59	79.06	77.81	0862
 0	70.5075	46.88	58.59	87.50	89.06	81.25	84.38	0110
 0	70.705	47.66	70.31	80.47	84.38	81.25	79.38	0753
 0	70.705	71.88	67.19	71.09	72.66	76.56	79.38	0021
 0	70.9	48.44	62.50	78.91	93.75	82.5	81.56	0459
 0	71.0925	58.59	57.03	82.03	86.72	81.25	78.12	0314
 0	71.0925	64.84	80.47	67.97	71.09	75.62	80.31	0000
 0	71.095	56.25	67.19	75.78	85.16	83.75	80	0255
 0	71.0975	71.88	60.94	71.88	79.69	80	83.75	0651
 0	71.2875	58.59	64.84	74.22	87.50	82.19	81.88	0240
 0	71.2875	74.22	61.72	71.09	78.12	77.81	78.44	0269
 0	71.4825	73.44	71.09	70.31	71.09	76.25	79.69	0736
 0	71.4825	75.78	50.00	76.56	83.59	78.75	78.44	0615
 0	71.485	54.69	61.72	86.72	82.81	77.19	79.38	0623
 0	71.68	63.28	67.19	70.31	85.94	79.06	82.5	0159
 0	71.875	55.47	62.50	83.59	85.94	81.56	83.12	0691
 0	72.07	51.56	82.03	74.22	80.47	71.56	80.62	0003
 0	72.4575	64.84	64.84	76.56	83.59	80.94	83.44	0531
 0	72.46	66.41	63.28	77.34	82.81	82.5	83.75	0093
 0	72.655	50.00	66.41	83.59	90.62	80	80.94	0273
 0	72.655	64.06	62.50	73.44	90.62	80	77.81	0626
 0	73.0475	67.19	63.28	80.47	81.25	84.38	81.25	0508
 0	73.2425	71.88	76.56	69.53	75.00	75.31	82.19	0688
 0	73.4375	52.34	67.19	88.28	85.94	80.94	81.88	0603
 0	73.4375	67.97	72.66	75.00	78.12	81.88	82.5	0518
 0	73.4375	68.75	67.97	77.34	79.69	75.94	81.56	0791
 0	73.6325	56.25	75.78	78.12	84.38	78.44	81.56	0048
 0	73.6325	78.91	71.09	68.75	75.78	81.88	82.81	0827
 0	73.83	80.47	59.38	72.66	82.81	78.44	83.44	0502
 0	74.2175	76.56	59.38	77.34	83.59	79.38	81.25	0711
 0	74.22	87.50	71.88	67.19	70.31	71.56	77.5	0586
 0	74.6075	75.00	67.97	77.34	78.12	80.31	83.44	0318
 0	74.61	75.78	76.56	67.19	78.91	76.88	83.12	0448
 0	74.805	67.19	70.31	79.69	82.03	80.31	76.25	0877
 0	75.3925	67.19	82.81	72.66	78.91	75.94	80.94	0905
 0	75.5875	62.50	80.47	75.00	84.38	81.25	79.38	0253
 0	75.7825	75.78	66.41	78.91	82.03	82.5	80	0644
 0	76.3675	73.44	75.78	75.78	80.47	81.88	78.44	0271
 64	26.755	64.84	7.81	3.12	31.25	40.94	54.69	0796
 64	33.79	32.03	0.78	35.94	66.41	59.69	56.56	0566
 64	33.985	37.50	2.34	24.22	71.88	58.13	55.94	0556
 64	39.8425	11.72	5.47	53.12	89.06	64.69	57.81	0225
 64	41.9925	88.28	79.69	0.00	0.00	10.62	79.69	0576
 64	42.1875	83.59	85.16	0.00	0.00	8.12	75.94	0226
 64	42.3825	89.06	80.47	0.00	0.00	24.38	79.38	0361
 64	42.775	86.72	84.38	0.00	0.00	5.62	80	0123
 64	43.36	10.94	0.78	69.53	92.19	75	56.88	0441
 64	43.36	89.06	84.38	0.00	0.00	8.12	81.56	0480
 64	43.75	83.59	91.41	0.00	0.00	5	82.81	0984
 64	43.75	86.72	88.28	0.00	0.00	8.44	80	0171
 64	43.75	89.84	85.16	0.00	0.00	21.88	80.62	0499
 64	43.945	85.94	89.84	0.00	0.00	6.88	77.5	0931
 64	43.945	88.28	87.50	0.00	0.00	8.75	76.88	0585
 64	43.945	94.53	81.25	0.00	0.00	22.5	82.19	0923
 64	44.14	86.72	89.84	0.00	0.00	5	83.75	0997
 64	44.335	88.28	89.06	0.00	0.00	12.19	75.62	0282
 64	44.335	89.84	87.50	0.00	0.00	13.44	80.31	0818
 64	44.3375	91.41	85.94	0.00	0.00	15	82.5	0886
 64	44.3375	91.41	85.94	0.00	0.00	4.38	83.44	0315
 64	44.3375	92.97	84.38	0.00	0.00	7.5	80.62	0482
 64	44.53	0.78	1.56	75.78	100.00	75.94	53.44	0776
 64	44.5325	85.94	92.19	0.00	0.00	13.12	80.31	0374
 64	44.53	90.62	87.50	0.00	0.00	15.62	81.88	0085
 64	44.725	90.62	88.28	0.00	0.00	7.19	79.69	0087
 64	44.725	90.62	88.28	0.00	0.00	8.12	77.81	0901
 64	44.7275	84.38	94.53	0.00	0.00	4.69	83.12	0915
 64	44.92	89.84	89.84	0.00	0.00	5.94	79.38	0689
 64	44.92	90.62	89.06	0.00	0.00	3.75	75.31	0788
 64	45.115	89.84	90.62	0.00	0.00	3.44	78.75	0420
 64	45.115	90.62	89.06	0.00	0.78	30.94	81.88	0816
 64	45.1175	89.06	91.41	0.00	0.00	4.06	81.25	0019
 64	45.1175	92.19	88.28	0.00	0.00	6.88	77.81	0804
 64	45.1175	94.53	85.94	0.00	0.00	14.37	77.81	0841
 64	45.3125	85.94	95.31	0.00	0.00	7.5	80.31	0489
 64	45.3125	88.28	92.97	0.00	0.00	8.44	81.25	0256
 64	45.31	90.62	90.62	0.00	0.00	13.12	78.44	0307
 64	45.31	90.62	90.62	0.00	0.00	5.94	83.75	0249
 64	45.5075	89.06	92.97	0.00	0.00	6.88	82.5	0772
 64	45.5075	92.19	89.84	0.00	0.00	4.69	84.38	0534
 64	45.5075	92.19	89.84	0.00	0.00	6.25	76.88	0155
 64	45.7025	89.84	92.97	0.00	0.00	13.75	80.31	0007
 64	45.705	91.41	91.41	0.00	0.00	7.81	80.31	0388
 64	45.895	90.62	83.59	0.78	8.59	41.25	78.44	0277
 64	46.095	92.97	85.94	0.00	5.47	32.81	75.94	0532
 64	46.29	91.41	93.75	0.00	0.00	5.94	81.88	0813
 64	46.485	93.75	85.16	0.00	7.03	41.25	79.06	0659
 64	46.68	0.78	2.34	84.38	99.22	78.44	60.31	0298
 64	47.4625	4.69	0.00	85.16	100.00	78.12	60	0765
 64	47.8525	0.00	0.00	91.41	100.00	85.31	61.25	0072
 64	48.2425	1.56	0.00	92.19	99.22	83.12	61.56	0126
 64	48.4375	0.00	0.00	93.75	100.00	88.75	59.38	0487
 64	49.0275	91.41	78.91	3.91	21.88	51.56	78.12	0259
 64	49.2175	91.41	82.03	2.34	21.09	47.19	78.75	0305
 64	49.22	0.00	0.00	96.88	100.00	84.38	61.25	0653
 64	49.22	0.00	0.00	96.88	100.00	89.06	54.37	0906
 64	49.415	0.00	0.00	97.66	100.00	86.88	59.69	0387
 64	49.6075	90.62	85.94	3.12	18.75	47.81	82.19	0639
 64	49.61	0.00	0.00	98.44	100.00	86.56	55.94	0933
 64	49.61	0.00	0.00	98.44	100.00	87.19	56.56	0398
 64	49.61	0.00	0.00	98.44	100.00	88.12	55.94	0464
 64	49.805	0.00	0.00	99.22	100.00	84.06	59.06	0086
 64	49.805	0.00	0.00	99.22	100.00	85.31	57.81	0321
 64	49.805	0.00	0.00	99.22	100.00	87.81	57.5	0968
 64	49.805	0.00	0.00	99.22	100.00	88.44	55.31	0297
 64	49.805	0.00	0.00	99.22	100.00	89.06	50.31	0868
 64	49.805	0.00	0.00	99.22	100.00	89.38	57.81	0851
 64	49.805	0.00	0.00	99.22	100.00	90.94	57.19	0436
 64	50	0.00	0.00	100.00	100.00	86.56	54.37	0406
 64	50	0.00	0.00	100.00	100.00	86.88	53.12	0752
 64	50	0.00	0.00	100.00	100.00	86.88	57.81	0096
 64	50	0.00	0.00	100.00	100.00	86.88	58.44	0010
 64	50	0.00	0.00	100.00	100.00	87.19	56.25	0927
 64	50	0.00	0.00	100.00	100.00	87.19	58.13	0358
 64	50	0.00	0.00	100.00	100.00	87.81	58.44	0832
 64	50	0.00	0.00	100.00	100.00	88.44	55.94	0035
 64	50	0.00	0.00	100.00	100.00	88.75	62.81	0558
 64	50	0.00	0.00	100.00	100.00	89.06	58.75	0030
 64	50	0.00	0.00	100.00	100.00	89.38	58.44	0540
 64	50	0.00	0.00	100.00	100.00	89.38	59.38	0935
 64	50	0.00	0.00	100.00	100.00	89.69	53.75	0600
 64	50	0.00	0.00	100.00	100.00	89.69	59.06	0417
 64	50	0.00	0.00	100.00	100.00	90.31	54.69	0973
 64	50	0.00	0.00	100.00	100.00	90.31	58.75	0121
 64	50	0.00	0.00	100.00	100.00	90.31	60.62	0170
 64	50	0.00	0.00	100.00	100.00	90	51.56	0522
 64	50	0.00	0.00	100.00	100.00	90	59.06	0574
 64	50	0.00	0.00	100.00	100.00	90.62	53.75	0577
 64	50	0.00	0.00	100.00	100.00	90.62	58.44	0578
 64	50	0.00	0.00	100.00	100.00	90.62	58.75	0039
 64	50	0.00	0.00	100.00	100.00	91.25	59.06	0569
 64	50	0.00	0.00	100.00	100.00	91.25	59.38	0553
 64	50	0.00	0.00	100.00	100.00	91.25	63.12	0831
 64	50	0.00	0.00	100.00	100.00	91.56	55.31	0447
 64	50	0.00	0.00	100.00	100.00	91.88	57.5	0539
 64	50	0.00	0.00	100.00	100.00	91.88	62.19	0317
 64	50	0.00	0.00	100.00	100.00	92.19	55.94	0618
 64	50	0.00	0.00	100.00	100.00	92.81	60	0533
 64	50.5875	0.78	4.69	97.66	99.22	90.62	78.12	0545
 64	50.78	14.84	12.50	81.25	94.53	85.62	78.12	0423
 64	51.1725	7.03	5.47	92.19	100.00	87.19	80.62	0024
 64	51.365	2.34	7.81	95.31	100.00	89.69	82.5	0834
 64	51.365	6.25	3.12	96.09	100.00	90.94	75.94	0051
 64	51.3675	5.47	3.91	96.09	100.00	90.31	80.31	0934
 64	51.5625	7.81	3.91	95.31	99.22	88.44	76.56	0348
 64	51.7575	85.94	71.09	7.81	42.19	58.13	76.88	0075
 64	51.76	5.47	5.47	96.88	99.22	90.94	73.75	0375
 64	51.76	6.25	4.69	96.88	99.22	91.25	80.31	0232
 64	51.9525	3.12	11.72	93.75	99.22	87.5	79.06	0347
 64	51.955	10.94	7.03	91.41	98.44	89.38	76.25	0871
 64	51.955	5.47	4.69	97.66	100.00	91.56	83.44	0316
 64	52.15	9.38	1.56	97.66	100.00	90.62	78.75	0893
 64	52.3475	9.38	9.38	91.41	99.22	87.19	78.12	0154
 64	52.54	11.72	4.69	94.53	99.22	86.88	77.5	0561
 64	52.54	5.47	7.81	96.88	100.00	89.38	78.12	0129
 64	52.54	7.81	9.38	93.75	99.22	88.44	80.31	0789
 64	52.735	6.25	6.25	99.22	99.22	90.62	81.25	0846
 64	52.735	7.03	9.38	95.31	99.22	89.38	83.12	0800
 64	52.93	17.97	4.69	93.75	95.31	89.38	74.06	0966
 64	52.93	2.34	13.28	96.88	99.22	89.69	79.69	0330
 64	52.9325	3.91	9.38	99.22	99.22	89.69	79.69	0725
 64	52.93	7.81	8.59	97.66	97.66	90.94	79.06	0477
 64	52.93	84.38	76.56	6.25	44.53	54.06	80	0222
 64	53.1225	14.84	8.59	92.97	96.09	89.06	80.31	0339
 64	53.125	13.28	6.25	95.31	97.66	90.31	81.88	0724
 64	53.125	14.06	2.34	96.88	99.22	89.69	80.62	0778
 64	53.32	13.28	6.25	94.53	99.22	90.31	78.44	0510
 64	53.515	82.03	68.75	18.75	44.53	60	78.75	0223
 64	53.71	21.09	5.47	90.62	97.66	86.56	79.38	0902
 64	53.71	22.66	0.78	96.09	95.31	90	80.94	0023
 64	53.7125	18.75	10.94	86.72	98.44	89.38	80	0042
 64	53.71	3.12	17.97	95.31	98.44	92.81	77.5	0584
 64	53.71	39.84	13.28	68.75	92.97	80	77.81	0731
 64	53.9075	1.56	17.97	97.66	98.44	91.88	77.5	0091
 64	53.9075	9.38	12.50	96.09	97.66	87.19	80.94	0685
 64	54.1	15.62	7.03	95.31	98.44	88.75	81.88	0045
 64	54.1	7.81	14.06	95.31	99.22	90.31	81.56	0114
 64	54.295	7.81	14.06	96.09	99.22	90.62	77.19	0061
 64	54.2975	15.62	4.69	97.66	99.22	90	83.75	0169
 64	54.49	2.34	28.12	90.62	96.88	91.56	79.69	0458
 64	54.4925	10.94	11.72	96.09	99.22	89.69	79.69	0808
 64	54.4925	14.84	5.47	98.44	99.22	92.5	78.44	0579
 64	54.6875	8.59	14.06	97.66	98.44	90	83.12	0128
 64	54.69	4.69	17.19	98.44	98.44	91.56	83.44	0275
 64	54.8825	15.62	12.50	93.75	97.66	87.5	80	0854
 64	54.885	17.19	9.38	95.31	97.66	90.31	80.31	0733
 64	55.0775	12.50	22.66	89.84	95.31	85.94	77.5	0238
 64	55.0775	15.62	10.16	94.53	100.00	88.75	75.94	0217
 64	55.0775	19.53	16.41	89.84	94.53	90.94	75	0329
 64	55.275	21.88	11.72	89.84	97.66	86.88	78.75	0589
 64	55.4675	3.12	28.12	92.19	98.44	87.5	80.62	0912
 64	55.47	9.38	18.75	96.09	97.66	91.88	83.44	0443
 64	55.6625	25.00	5.47	96.09	96.09	91.88	80	0015
 64	55.6625	32.03	14.06	83.59	92.97	87.5	77.5	0289
 64	55.665	11.72	19.53	94.53	96.88	89.06	83.44	0936
 64	55.665	12.50	13.28	97.66	99.22	92.5	80	0326
 64	55.665	1.56	23.44	97.66	100.00	90	80.62	0627
 64	55.665	25.00	5.47	92.97	99.22	90	80	0727
 64	55.665	6.25	17.97	99.22	99.22	89.38	78.44	0341
 64	55.8575	19.53	20.31	87.50	96.09	92.19	82.81	0844
 64	55.8575	24.22	13.28	89.84	96.09	85.94	80.62	0910
 64	55.8575	28.12	7.81	89.84	97.66	89.38	78.44	0139
 64	55.86	12.50	15.62	97.66	97.66	90.62	81.88	0211
 64	55.86	21.88	14.06	90.62	96.88	87.19	79.69	0444
 64	56.055	20.31	18.75	92.97	92.19	87.81	79.06	0955
 64	56.055	21.88	19.53	87.50	95.31	90	80	0614
 64	56.055	58.59	35.94	54.69	75.00	80	79.06	0790
 64	56.25	14.84	17.19	94.53	98.44	87.19	85.31	0263
 64	56.2525	10.94	23.44	92.97	97.66	89.69	78.75	0645
 64	56.25	26.56	16.41	85.94	96.09	81.88	77.19	0194
 64	56.4425	78.12	69.53	20.31	57.81	58.13	75.94	0426
 64	56.445	1.56	33.59	93.75	96.88	89.06	81.56	0389
 64	56.445	19.53	13.28	94.53	98.44	87.5	81.56	0648
 64	56.445	28.91	18.75	82.81	95.31	86.88	77.5	0692
 64	56.64	42.19	26.56	63.28	94.53	80.62	77.81	0405
 64	56.64	82.03	64.06	21.88	58.59	70	85.31	0803
 64	56.835	25.78	14.84	92.19	94.53	88.12	83.12	0949
 64	56.8375	17.97	21.88	92.19	95.31	88.44	85.62	0728
 64	56.8375	21.88	10.16	99.22	96.09	87.19	79.06	0014
 64	56.8375	37.50	11.72	81.25	96.88	87.5	77.81	0628
 64	57.0325	11.72	25.78	92.97	97.66	88.12	76.25	0978
 64	57.0325	12.50	25.00	93.75	96.88	87.5	78.12	0133
 64	57.0325	14.06	21.88	97.66	94.53	92.81	81.56	0131
 64	57.0325	25.78	16.41	89.06	96.88	87.5	82.5	0099
 64	57.035	21.88	17.97	91.41	96.88	89.06	81.88	0995
 64	57.4225	6.25	25.78	98.44	99.22	91.25	73.44	0860
 64	57.42	32.81	18.75	83.59	94.53	89.38	82.81	0567
 64	57.6175	14.06	19.53	96.88	100.00	90.94	81.88	0861
 64	57.6175	33.59	24.22	79.69	92.97	87.19	80	0396
 64	57.8125	19.53	19.53	94.53	97.66	89.38	81.88	0941
 64	58.01	24.22	17.19	92.97	97.66	90.94	82.81	0212
 64	58.2025	46.88	20.31	75.78	89.84	81.88	71.88	0507
 64	58.3975	14.06	21.09	98.44	100.00	89.69	76.88	0786
 64	58.3975	32.03	15.62	92.97	92.97	89.06	79.06	0215
 64	58.4	28.91	12.50	92.97	99.22	88.44	78.12	0879
 64	58.4	49.22	30.47	66.41	87.50	80.62	79.06	0192
 64	58.5925	11.72	31.25	95.31	96.09	88.75	80.94	0247
 64	58.5925	33.59	11.72	94.53	94.53	87.81	78.75	0951
 64	58.5925	54.69	53.12	49.22	77.34	76.56	79.69	0380
 64	58.595	10.94	29.69	96.09	97.66	87.5	78.12	0439
 64	58.595	22.66	17.97	97.66	96.09	89.69	80	0812
 64	58.7875	0.00	40.62	95.31	99.22	88.12	82.5	0079
 64	58.7875	22.66	28.12	89.06	95.31	88.75	80.94	0078
 64	58.79	16.41	27.34	92.97	98.44	89.38	82.19	0928
 64	58.9825	80.47	64.84	26.56	64.06	67.19	79.06	0898
 64	58.9875	6.25	35.94	96.88	96.88	85.31	76.88	0274
 64	59.18	12.50	33.59	92.19	98.44	89.38	81.88	0104
 64	59.18	16.41	28.12	92.97	99.22	87.81	79.69	0465
 64	59.18	17.97	26.56	94.53	97.66	86.25	79.38	0109
 64	59.1825	84.38	71.09	34.38	46.88	66.25	78.75	0930
 64	59.18	28.91	20.31	92.19	95.31	86.88	80.94	0158
 64	59.18	35.16	20.31	89.06	92.19	86.56	77.19	0750
 64	59.375	6.25	37.50	94.53	99.22	89.06	80	0151
 64	59.5725	85.16	53.91	32.03	67.19	64.38	78.12	0660
 64	59.57	29.69	21.09	89.84	97.66	90	78.75	0411
 64	59.57	53.91	33.59	64.06	86.72	79.69	81.25	0184
 64	59.765	21.88	28.12	94.53	94.53	88.44	79.38	0714
 64	59.765	71.09	48.44	42.97	76.56	75	78.75	0604
 64	59.7675	25.00	28.91	87.50	97.66	85.31	83.12	0193
 64	59.9625	19.53	21.88	98.44	100.00	89.06	83.44	0929
 64	59.9625	23.44	19.53	98.44	98.44	84.38	74.06	0900
 64	59.9625	26.56	34.38	87.50	91.41	87.81	79.69	0914
 64	60.35	20.31	32.03	93.75	95.31	86.25	80	0463
 64	60.3525	20.31	26.56	97.66	96.88	89.69	75	0470
 64	60.545	52.34	49.22	69.53	71.09	81.56	79.38	0352
 64	60.5475	11.72	36.72	97.66	96.09	85.94	80.94	0336
 64	60.7425	23.44	26.56	96.09	96.88	90.31	83.75	0461
 64	60.7425	32.81	14.06	97.66	98.44	88.75	80.94	0811
 64	60.7425	75.78	42.97	46.88	77.34	72.19	78.44	0542
 64	60.745	36.72	9.38	98.44	98.44	93.12	80.94	0143
 64	60.9375	18.75	36.72	92.19	96.09	86.88	82.5	0744
 64	60.9375	25.78	30.47	90.62	96.88	86.25	76.88	0395
 64	60.9375	34.38	32.81	83.59	92.97	83.75	81.88	0258
 64	60.9375	50.78	42.19	63.28	87.50	81.56	80.94	0763
 64	61.3325	71.88	46.88	53.91	72.66	70.62	80.31	0570
 64	61.33	46.88	5.47	94.53	98.44	85.94	76.88	0940
 64	61.525	36.72	44.53	80.47	84.38	81.88	77.5	0633
 64	61.7175	27.34	32.03	91.41	96.09	87.19	81.25	0538
 64	61.7175	40.62	31.25	79.69	95.31	84.69	80.31	0213
 64	61.7175	81.25	65.62	35.94	64.06	67.19	81.56	0153
 64	61.72	24.22	32.03	93.75	96.88	90	76.56	0573
 64	61.72	80.47	64.06	35.16	67.19	60.31	75.94	0280
 64	61.915	28.12	30.47	91.41	97.66	91.25	83.75	0373
 64	61.915	28.91	30.47	92.97	95.31	86.88	81.88	0366
 64	61.915	30.47	35.94	88.28	92.97	89.38	81.25	0177
 64	61.915	48.44	35.16	78.12	85.94	83.12	81.88	0377
 64	61.915	54.69	82.03	46.88	64.06	76.25	82.19	0670
 64	61.915	7.03	47.66	97.66	95.31	91.88	82.81	0350
 64	62.1075	39.06	18.75	96.09	94.53	88.44	78.75	0424
 64	62.305	52.34	42.19	69.53	85.16	79.69	78.44	0883
 64	62.305	58.59	35.16	66.41	89.06	78.12	77.19	0718
 64	62.4975	15.62	40.62	95.31	98.44	85.31	80	0656
 64	62.4975	36.72	21.09	96.09	96.09	87.81	81.25	0340
 64	62.5	60.94	38.28	65.62	85.16	82.5	81.25	0260
 64	62.695	27.34	39.06	92.97	91.41	89.06	80.62	0875
 64	62.6975	52.34	47.66	66.41	84.38	79.06	77.81	0528
 64	62.8875	15.62	46.09	94.53	95.31	88.44	79.38	0185
 64	62.89	22.66	43.75	89.84	95.31	88.75	81.88	0457
 64	62.89	2.34	63.28	89.06	96.88	85.94	78.75	0149
 64	62.89	30.47	28.12	98.44	94.53	90	80.62	0646
 64	62.89	47.66	53.12	71.09	79.69	82.5	79.06	0739
 64	62.89	54.69	13.28	94.53	89.06	89.69	78.75	0407
 64	63.085	13.28	46.09	96.09	96.88	88.44	80.94	0650
 64	63.085	40.62	23.44	94.53	93.75	88.44	80.62	0322
 64	63.085	63.28	52.34	59.38	77.34	79.69	76.56	0554
 64	63.0875	24.22	41.41	91.41	95.31	87.5	78.75	0381
 64	63.28	21.09	42.97	94.53	94.53	86.25	79.38	0884
 64	63.2825	29.69	47.66	88.28	87.50	83.75	77.81	0130
 64	63.28	63.28	50.78	58.59	80.47	78.75	77.81	0741
 64	63.4725	15.62	52.34	89.84	96.09	86.25	78.75	0054
 64	63.475	39.84	34.38	89.84	89.84	87.19	80	0517
 64	63.4775	24.22	44.53	93.75	91.41	87.19	79.69	0145
 64	63.4775	51.56	60.16	66.41	75.78	79.38	80.31	0344
 64	63.4775	82.81	78.91	36.72	55.47	68.44	78.12	0669
 64	63.6725	29.69	36.72	92.97	95.31	89.38	82.5	0953
 64	63.6725	29.69	43.75	89.84	91.41	86.88	81.25	0040
 64	63.6725	43.75	30.47	92.19	88.28	85.62	82.5	0847
 64	63.6725	54.69	82.81	59.38	57.81	72.19	75.94	0943
 64	63.6725	80.47	78.91	40.62	54.69	65	80.62	0031
 64	63.67	43.75	44.53	77.34	89.06	80.94	84.06	0961
 64	63.67	51.56	36.72	75.78	90.62	82.19	78.75	0391
 64	63.865	18.75	53.12	92.97	90.62	88.12	81.25	0897
 64	63.865	26.56	36.72	96.09	96.09	86.56	82.19	0481
 64	63.865	50.78	52.34	68.75	83.59	76.88	81.25	0730
 64	63.865	62.50	46.09	64.84	82.03	78.75	76.88	0001
 64	63.865	68.75	52.34	50.78	83.59	76.88	75.62	0456
 64	63.8675	49.22	25.78	85.94	94.53	87.81	80	0474
 64	64.0625	14.84	51.56	92.97	96.88	88.44	82.81	0428
 64	64.0625	42.19	35.16	89.06	89.84	87.81	79.38	0017
 64	64.06	33.59	53.12	80.47	89.06	83.12	80.31	0401
 64	64.06	75.00	76.56	40.62	64.06	64.69	82.5	0609
 64	64.2575	30.47	40.62	91.41	94.53	86.25	76.88	0903
 64	64.2575	37.50	35.94	89.84	93.75	86.88	80.94	0230
 64	64.2575	38.28	35.16	95.31	88.28	90.31	80.62	0199
 64	64.4525	83.59	87.50	32.03	54.69	71.25	78.44	0473
 64	64.4525	85.16	83.59	30.47	58.59	67.5	80.62	0989
 64	64.8425	20.31	45.31	97.66	96.09	85.62	81.25	0303
 64	64.845	37.50	47.66	88.28	85.94	86.25	78.75	0304
 64	64.845	48.44	42.19	81.25	87.50	84.06	80	0207
 64	65.0375	74.22	71.09	53.12	61.72	78.44	80.62	0825
 64	65.2325	27.34	57.03	88.28	88.28	84.69	76.25	0140
 64	65.235	21.88	61.72	89.84	87.50	85.31	77.5	0649
 64	65.235	22.66	47.66	95.31	95.31	89.38	80.31	0250
 64	65.235	42.19	45.31	82.03	91.41	85.94	78.44	0006
 64	65.235	76.56	71.88	49.22	63.28	72.5	80.31	0503
 64	65.4275	40.62	42.19	88.28	90.62	85	81.25	0993
 64	65.625	28.91	43.75	94.53	95.31	87.81	78.12	0038
 64	65.625	36.72	35.94	93.75	96.09	90.31	78.75	0496
 64	65.625	58.59	38.28	79.69	85.94	86.88	79.38	0210
 64	65.625	82.81	78.12	42.19	59.38	68.44	80.62	0855
 64	65.8175	32.81	39.84	95.31	95.31	88.75	79.69	0261
 64	65.8225	72.66	48.44	62.50	79.69	78.12	82.19	0565
 64	65.82	42.97	38.28	87.50	94.53	84.06	77.81	0899
 64	65.82	48.44	35.94	89.84	89.06	84.69	83.44	0964
 64	66.0175	30.47	61.72	80.47	91.41	82.19	77.81	0370
 64	66.0175	36.72	35.94	92.97	98.44	86.88	82.19	0165
 64	66.2125	40.62	42.19	84.38	97.66	85	83.12	0607
 64	66.2125	50.00	51.56	78.91	84.38	86.88	83.12	0865
 64	66.21	35.94	45.31	89.06	94.53	88.12	79.38	0745
 64	66.21	68.75	60.16	64.84	71.09	76.88	78.75	0294
 64	66.405	52.34	36.72	87.50	89.06	89.69	77.19	0895
 64	66.405	69.53	46.09	65.62	84.38	81.88	79.06	0205
 64	66.6025	32.03	44.53	92.97	96.88	88.75	85	0962
