K	ADVFM	FM	PT	ID
 64	84.626	80.624	71.438	0481
 64	84.626	80.814	69.75	0599
 64	84.684	80.436	70	0874
 64	84.686	76.624	69.5	0615
 64	84.686	80.438	70.002	0377
 64	84.748	76.5	70.312	0795
 64	84.752	73.75	70	0857
 64	84.752	78.75	74.062	0773
 64	84.752	79.186	70.688	0781
 64	84	75.748	68.812	0432
 64	84.812	74.376	69.872	0509
 64	84.814	75.876	70.064	0049
 64	84	82.062	69.314	0676
 64	84.874	79.062	69.562	0831
 64	84.874	81.688	67.562	0783
 64	84.876	80.936	68.19	0619
 64	84.878	83.438	69.626	0131
 64	84.938	75.126	69.126	0130
 64	84.938	82.748	69.562	0752
 64	85.002	81.252	68.748	0305
 64	85.062	75.688	68.812	0680
 64	85.062	77.876	69.126	0182
 64	85.06	73.94	70.938	0048
 64	85.124	80.874	68.812	0495
 64	85.124	83.376	69.436	0846
 64	85.126	79.31	71.124	0541
 64	85.188	71.25	69.626	0062
 64	85.188	82.122	70.314	0309
 64	85.19	71.438	70.25	0289
 64	85.25	80.374	68.812	0034
 64	85.312	78.688	68.624	0516
 64	85.31	74.748	70.436	0195
 64	85.372	77.252	69.312	0510
 64	85.374	73.124	70.812	0256
 64	85.376	83.188	70	0417
 64	85.438	77.062	72.126	0714
 64	85.438	79.312	68	0003
 64	85.498	73.312	70.312	0764
 64	85.562	67.812	69.562	0709
 64	85.564	82.876	67.312	0292
 64	85.56	66.936	71.248	0738
 64	85.626	75.938	68	0782
 64	85.628	75.062	71	0376
 64	85.686	76.25	68.56	0638
 64	85.688	77.874	71.126	0204
 64	85	71.248	68.128	0702
 64	85	71.372	68.5	0366
 64	85	72.814	69.754	0267
 64	85.75	81.874	69.564	0494
 64	85.81	83.436	69.374	0425
 64	85	82.186	71.06	0784
 64	85	82	68.624	0596
 64	85.874	76.688	71.752	0027
 64	85.874	79.312	69.812	0864
 64	85.936	71.686	71.062	0645
 64	85.936	79.248	72.186	0132
 64	85.938	63.378	71.936	0805
 64	85.938	78.188	69.75	0073
 64	85.998	81.624	69.062	0565
 64	86.062	75.94	69.376	0085
 64	86.062	79.936	71.188	0444
 64	86.064	68.56	69.876	0593
 64	86.126	70.312	69.814	0368
 64	86.184	76.5	70.75	0786
 64	86.188	79	71.81	0137
 64	86.252	78.438	70.624	0767
 64	86.312	75.998	68.938	0052
 64	86.312	80.25	70.752	0583
 64	86.312	83.688	68.938	0598
 64	86.314	80.126	68.686	0284
 64	86.436	75.498	70.752	0103
 64	86.438	80.564	68.814	0360
 64	86.438	82	69.248	0287
 64	86.502	80.94	68.31	0283
 64	86.502	84.062	70.626	0848
 64	86.562	79.44	70.564	0343
 64	86.562	79.998	73.25	0297
 64	86.5	82	71.124	0587
 64	86.626	80.872	68.188	0633
 64	86	72.75	71.562	0306
 64	86	80.002	69.312	0614
 64	86.814	80.376	71.312	0192
 64	86.814	82.938	70.686	0070
 64	86.876	83.566	71.252	0651
 64	86.938	80.438	68.312	0630
 64	86.998	65.876	72.814	0013
 64	87.062	81.374	70.186	0340
 64	87.312	76.748	72.188	0474
 64	87.498	81.5	68.126	0473
 64	87.938	81.748	70.124	0578
 64	88.374	78.75	70.124	0650
