K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	FM	FMS	PT	SYNTH	ID
0	32.3825	39.72	61.29	10.1	43.19	14.95	83.33	91.94	81.83	84.38	1512
64	25.0	50.0	100.0	0.0	0.0	0.0	80.96	80.13	58.38	21.88	3048
64	28.2125	48.35	69.19	3.33	35.59	4.74	90.34	93.22	82.63	76.56	2007
0	24.955	49.91	99.77	0.0	0.05	0.0	90.06	89.77	58.02	45.31	3515
64	24.9825	49.97	91.12	0.0	8.81	0.0	89.91	89.59	58.76	40.62	0584
0	25.485	50.97	94.13	0.0	7.81	0.0	88.96	89.35	57.69	51.56	2034
0	25.0	50.0	100.0	0.0	0.0	0.0	88.62	88.25	56.89	34.38	3004
64	25.025	50.05	100.0	0.0	0.1	0.0	89.17	89.49	56.86	48.44	1055
64	24.975	49.95	99.9	0.0	0.0	0.0	90.06	89.57	58.3	45.31	1073
0	45.1	-58.34	21.15	77.14	10.71	71.4	60.49	86.01	84.4	75.0	1014
64	25.07	50.14	99.38	0.0	0.9	0.0	90.04	89.73	57.79	57.81	1587
0	33.555	29.01	39.26	13.43	56.86	24.67	82.06	90.75	81.11	76.56	2572
0	25.1475	50.29	98.34	0.0	2.25	0.0	89.19	89.77	58.15	57.81	3016
0	41.45	-19.75	14.3	58.16	48.85	44.49	70.94	91.51	83.86	76.56	0569
64	25.205	50.41	81.1	0.0	19.72	0.0	88.66	88.84	58.17	51.56	3510
0	36.68	5.95	29.01	31.3	50.3	36.11	77.06	91.9	83.45	73.44	3549
64	52.3325	-8.08	35.77	50.5	60.81	62.25	83.76	88.66	82.29	68.75	2514
64	8.6375	9.28	0.13	7.99	26.43	0.0	9.58	9.96	3.87	10.94	1586
0	39.715	-18.96	22.58	37.07	37.89	61.32	69.54	89.47	82.68	81.25	3046
64	48.55	-2.27	30.12	47.17	64.71	52.2	86.33	91.78	82.06	71.88	1013
64	24.9725	49.94	94.03	0.0	5.86	0.0	89.31	89.61	58.66	43.75	2063
0	26.725	53.45	83.58	0.0	23.32	0.0	89.67	89.55	59.1	62.5	1576
64	63.7825	-44.79	42.89	87.9	39.89	84.45	71.61	84.53	81.7	79.69	2548
64	24.96	49.92	99.74	0.0	0.1	0.0	89.91	89.71	58.53	57.81	0504
0	43.05	4.33	62.5	34.74	27.93	47.03	75.42	89.45	81.42	78.12	0081
64	25.6075	51.22	98.63	0.0	3.8	0.0	90.18	89.92	58.58	54.69	3550
0	30.1125	49.57	70.66	3.44	39.14	7.21	85.78	91.43	81.19	73.44	1043
64	25.0	50.0	100.0	0.0	0.0	0.0	89.1	89.37	57.04	53.12	2071
64	41.175	26.57	63.12	13.76	45.8	42.02	85.2	92.34	79.88	68.75	0541
64	39.0825	22.85	67.69	18.53	33.33	36.78	87.32	91.66	81.29	56.25	2544
0	24.9775	49.95	58.62	0.0	41.29	0.0	89.11	88.66	57.27	45.31	0567
64	0.1375	0.28	0.0	0.0	0.55	0.0	0.22	0.2	0.0	0.0	0032
64	39.9675	21.75	61.85	35.18	39.84	23.0	86.53	91.03	78.83	70.31	0514
64	25.0175	48.17	98.2	0.0	0.0	1.87	80.8	81.04	57.94	48.44	0001
64	55.9825	-19.93	50.95	63.37	41.09	68.52	80.36	93.03	82.78	78.12	1557
64	26.31	52.62	59.14	0.0	46.1	0.0	90.08	89.71	58.51	54.69	1047
0	25.68	51.36	94.71	0.0	8.01	0.0	89.37	89.81	58.89	70.31	0009
64	25.0	50.0	100.0	0.0	0.0	0.0	90.2	89.96	58.4	43.75	1008
64	26.23	52.46	85.8	0.0	19.12	0.0	89.77	89.92	56.68	60.94	3527
64	64.9575	-48.23	35.84	88.35	45.85	89.79	74.46	84.45	84.76	67.19	3064
64	59.9925	-35.14	30.29	73.25	54.55	81.88	78.57	88.9	84.68	78.12	0075
64	25.005	50.01	99.97	0.0	0.05	0.0	89.73	89.51	56.84	40.62	3070
64	25.0875	50.18	95.5	0.0	4.85	0.0	89.69	89.57	56.56	43.75	0036
0	37.4475	22.07	41.06	19.64	55.91	33.18	77.48	88.74	81.04	76.56	1030
64	25.68	51.36	85.9	0.0	16.82	0.0	88.64	89.43	56.89	46.88	0556
0	25.1925	50.39	98.27	0.0	2.5	0.0	89.31	89.21	57.33	46.88	3505
0	24.845	49.69	89.72	0.0	9.66	0.0	89.96	89.85	57.04	59.38	0503
64	24.2425	-44.63	0.0	93.12	3.85	0.0	15.35	15.37	33.9	29.69	2031
0	27.1925	54.38	81.79	0.0	26.98	0.0	89.69	89.75	58.58	43.75	2028
64	26.4625	52.92	90.63	0.0	15.22	0.0	89.39	89.23	56.97	46.88	2574
0	51.08	-29.87	41.71	70.48	30.58	61.55	73.21	87.65	82.63	71.88	0070
64	52.27	-14.47	38.22	51.72	51.85	67.29	83.15	87.4	81.81	79.69	2005
64	45.3575	12.01	56.63	31.3	46.1	47.4	88.25	92.75	84.96	79.69	2525
0	25.7175	51.44	72.19	0.0	30.68	0.0	89.59	89.31	58.2	54.69	1070
64	26.625	53.25	91.48	0.0	15.02	0.0	89.47	90.12	57.69	65.62	3514
0	25.9775	51.95	73.73	0.0	30.18	0.0	89.15	89.15	56.2	42.19	0553
0	25.2	50.4	97.55	0.0	3.25	0.0	89.69	89.45	57.63	42.19	0008
0	31.5975	16.24	79.44	32.96	0.0	13.99	48.7	48.24	55.38	42.19	2015
0	25.195	50.39	99.48	0.0	1.3	0.0	89.08	89.33	57.79	53.12	0547
0	50.8225	-49.5	9.2	67.04	42.94	84.11	60.98	78.92	83.94	68.75	2044
0	24.9325	49.87	99.28	0.0	0.45	0.0	88.82	89.17	58.3	39.06	2050
0	36.2775	7.62	25.42	26.42	54.75	38.52	73.59	92.12	83.35	75.0	1076
0	25.0	50.0	100.0	0.0	0.0	0.0	89.59	88.7	56.68	45.31	1575
0	26.9375	53.87	89.43	0.0	18.32	0.0	89.85	89.91	58.79	68.75	0562
64	54.6925	-20.03	61.33	71.7	28.03	57.71	78.61	82.14	82.24	70.31	2070
0	25.1375	49.72	100.0	0.55	0.0	0.0	87.51	87.63	58.25	35.94	1548
0	41.1675	-6.84	23.99	43.95	51.5	45.23	73.71	85.82	81.06	78.12	3564
0	39.5475	13.94	52.55	21.09	40.49	44.06	73.51	87.87	81.73	76.56	1038
0	44.7875	-59.42	15.14	66.81	15.02	82.18	50.63	77.99	81.27	70.31	3057
0	27.7825	49.02	84.56	1.11	20.02	5.44	90.89	92.3	80.04	82.81	1573
64	26.645	53.29	83.16	0.0	23.42	0.0	89.43	89.51	57.74	46.88	1057
0	25.3425	50.69	97.32	0.0	4.05	0.0	89.63	89.51	58.97	51.56	2582
64	47.3475	10.84	64.3	42.73	41.24	41.12	88.6	89.87	82.42	75.0	3077
64	54.66	-22.1	26.4	53.39	60.81	78.04	77.76	85.5	80.09	76.56	2519
0	25.1175	50.24	99.77	0.0	0.7	0.0	89.41	89.96	56.53	54.69	1002
64	58.22	-6.49	44.13	56.94	65.82	65.99	81.15	86.84	78.75	65.62	3523
0	47.2875	-60.3	15.21	82.57	19.07	72.3	56.66	80.11	81.68	70.31	0576
0	40.6075	-1.69	48.89	41.29	30.63	41.62	72.17	87.4	79.86	62.5	1553
0	29.8725	51.88	43.31	2.22	68.32	5.64	90.56	91.66	82.09	65.62	3020
0	25.7025	51.4	97.1	0.0	5.71	0.0	89.1	89.37	58.51	71.88	2012
0	26.2125	52.42	87.08	0.0	17.77	0.0	89.73	89.61	58.74	57.81	2549
64	57.1	-28.45	64.43	71.59	21.32	71.06	78.07	87.81	81.96	79.69	2023
0	32.4025	41.84	43.54	12.65	63.11	10.31	86.17	92.02	80.99	75.0	0017
0	25.955	51.91	77.64	0.0	26.18	0.0	89.57	89.41	59.46	46.88	0568
64	45.6925	-23.32	35.74	52.72	32.33	61.98	71.37	80.64	81.76	79.69	2068
64	56.4125	-17.38	50.95	64.82	44.49	65.39	84.29	91.19	84.04	76.56	0054
64	55.0125	-18.83	28.04	58.82	63.16	70.03	79.04	85.99	81.01	75.0	3023
64	55.2225	-42.83	33.98	71.37	33.63	81.91	69.6	82.24	80.96	71.88	1527
0	24.2175	42.35	19.32	5.55	71.47	0.53	73.15	73.37	57.84	35.94	1510
64	34.025	39.73	70.04	3.55	37.74	24.77	89.23	90.89	80.32	68.75	0525
64	46.2525	-4.23	39.23	43.73	49.05	53.0	81.17	88.64	82.29	84.38	0563
0	25.295	50.59	98.83	0.0	2.35	0.0	89.57	89.23	57.27	62.5	1509
64	25.7275	51.45	90.05	0.0	12.86	0.0	89.55	89.92	58.4	45.31	0012
64	53.95	-46.59	30.03	75.58	31.28	78.91	70.11	81.43	82.27	68.75	1500
0	25.0925	50.18	94.81	0.0	5.56	0.0	89.83	90.28	57.74	67.19	3522
0	38.1525	-6.23	10.02	31.96	60.06	50.57	73.96	91.27	84.48	84.38	1561
0	32.1475	34.32	36.0	6.88	62.61	23.1	84.31	90.26	83.81	76.56	0528
0	44.795	-12.01	19.97	53.27	57.61	48.33	80.82	84.75	84.42	71.88	1049
0	31.96	30.07	36.13	16.43	57.86	17.42	87.18	92.1	83.42	78.12	2047
0	24.9925	49.98	99.97	0.0	0.0	0.0	89.33	89.43	54.12	64.06	1578
0	44.0125	-65.15	8.16	84.35	14.71	68.83	48.74	78.27	80.73	81.25	1009
0	25.0	50.0	100.0	0.0	0.0	0.0	88.5	89.13	57.74	43.75	1522
64	51.1425	-22.51	45.89	56.94	33.88	67.86	76.77	82.62	81.55	81.25	1079
0	25.0	50.0	100.0	0.0	0.0	0.0	89.33	88.8	57.48	50.0	1559
0	25.0	50.0	100.0	0.0	0.0	0.0	89.31	90.08	57.63	75.0	0002
0	25.0	50.0	100.0	0.0	0.0	0.0	89.49	89.98	57.27	46.88	1515
0	47.145	-64.98	15.7	79.36	13.61	79.91	50.34	77.24	80.19	68.75	0586
0	30.83	35.48	56.3	14.1	40.84	12.08	81.81	91.7	81.4	84.38	3546
64	25.535	51.07	92.43	0.0	9.71	0.0	90.0	89.89	57.71	37.5	0546
64	30.3475	23.74	84.43	33.52	0.0	3.44	59.46	60.17	58.02	39.06	1551
0	38.3675	6.6	38.45	38.96	44.89	31.17	78.27	89.85	82.94	78.12	3568
64	25.3825	50.77	80.81	0.0	20.72	0.0	89.45	89.43	57.3	57.81	0526
0	26.135	52.27	86.52	0.0	18.02	0.0	89.81	89.47	56.94	48.44	0042
64	25.925	51.85	93.24	0.0	10.46	0.0	89.47	89.51	58.1	65.62	0015
0	24.9975	49.99	99.84	0.0	0.15	0.0	89.73	89.59	58.4	40.62	0014
64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3038
0	37.8975	16.83	66.55	24.75	26.08	34.21	80.5	91.07	81.45	75.0	2583
0	28.0	56.0	73.66	0.0	38.34	0.0	91.19	89.75	76.47	68.75	2004
0	27.87	55.71	60.7	0.0	50.75	0.03	90.28	90.08	78.24	68.75	0031
64	35.8025	29.65	28.13	7.88	73.12	34.08	84.87	89.71	80.09	81.25	0572
0	24.9375	49.87	98.5	0.0	1.25	0.0	89.37	89.79	57.1	46.88	1077
64	24.9825	49.97	99.38	0.0	0.55	0.0	89.17	89.98	57.84	45.31	2542
0	25.655	51.31	96.51	0.0	6.11	0.0	89.37	89.29	56.94	53.12	3566
64	45.4025	4.51	56.92	36.63	38.39	49.67	80.54	84.2	79.47	62.5	1569
0	24.9925	49.98	99.97	0.0	0.0	0.0	89.08	88.42	58.35	50.0	3586
64	25.1325	50.27	99.18	0.0	1.35	0.0	89.87	90.0	59.25	57.81	1582
64	24.9975	50.0	99.64	0.0	0.35	0.0	89.71	90.4	58.61	46.88	2011
64	34.6375	38.77	64.85	7.88	43.19	22.63	87.08	92.45	82.58	92.19	3017
0	23.7925	47.59	86.16	0.0	9.01	0.0	90.14	89.63	57.84	46.88	3548
0	24.91	49.82	99.09	0.0	0.55	0.0	89.33	89.1	58.33	56.25	0016
64	34.775	30.31	37.79	7.77	62.06	31.48	86.35	90.66	81.27	85.94	3554
64	42.6575	22.21	41.45	18.98	66.07	44.13	84.35	89.15	83.4	79.69	2061
0	26.16	52.32	69.45	0.0	35.19	0.0	89.37	89.71	58.46	60.94	3544
64	55.7875	-23.17	30.84	73.7	57.56	61.05	80.4	84.22	83.14	76.56	2016
0	45.8425	-49.2	11.85	73.03	30.63	67.86	59.48	85.97	81.73	60.94	1539
64	25.06	50.12	98.69	0.0	1.55	0.0	89.47	89.37	58.25	62.5	3525
0	24.1925	48.38	38.61	0.0	58.16	0.0	89.81	90.5	59.23	62.5	0058
64	48.64	5.71	53.39	32.52	49.6	59.05	83.96	90.34	84.27	84.38	1040
64	33.86	21.16	56.1	22.53	32.78	24.03	85.8	92.28	81.22	84.38	2083
64	27.015	54.03	89.49	0.0	18.57	0.0	89.77	90.08	58.04	54.69	0551
0	27.46	44.82	99.64	10.1	0.1	0.0	82.87	82.38	56.33	39.06	0003
0	25.1825	50.36	97.98	0.0	2.75	0.0	89.73	89.92	58.3	46.88	0045
0	35.295	18.43	22.0	26.53	67.02	25.63	79.99	91.82	84.01	81.25	0019
0	25.1675	49.37	0.85	0.67	98.85	0.3	26.97	27.1	27.23	23.44	3053
64	25.83	51.66	82.15	0.0	21.17	0.0	89.33	89.87	58.07	65.62	3575
0	25.0	50.0	100.0	0.0	0.0	0.0	89.69	89.75	57.07	34.38	3508
0	25.0	50.0	100.0	0.0	0.0	0.0	88.8	89.02	57.69	53.12	1565
0	44.6325	-38.44	10.18	57.05	40.64	70.66	66.81	89.63	85.14	71.88	1061
64	18.46	0.41	0.39	36.18	36.94	0.33	14.9	15.07	15.65	12.5	1026
64	25.7125	51.42	97.39	0.0	5.46	0.0	89.41	88.46	57.2	45.31	2073
64	25.1325	50.27	99.93	0.0	0.6	0.0	89.63	88.76	58.38	43.75	1572
64	39.225	39.84	27.9	13.54	90.39	25.07	86.74	89.39	80.68	78.12	1502
64	34.735	28.29	15.93	21.75	81.83	19.43	83.45	89.57	80.47	70.31	2527
0	38.555	-11.07	22.39	51.17	43.64	37.02	74.97	93.34	84.81	79.69	1041
0	25.7975	51.6	88.38	0.0	14.81	0.0	90.0	89.67	57.33	67.19	0565
64	25.0	50.0	100.0	0.0	0.0	0.0	89.13	89.1	57.17	45.31	0536
64	48.225	8.79	76.01	42.73	29.23	44.93	86.94	90.16	82.99	68.75	0505
0	45.775	-52.16	19.42	74.25	19.97	69.46	56.34	83.76	83.19	68.75	3072
0	39.145	7.06	30.74	36.96	54.6	34.28	85.56	90.62	83.32	75.0	3036
0	44.13	-38.17	13.45	60.71	36.64	65.72	61.36	86.84	82.17	60.94	0011
64	42.1175	16.37	52.61	26.3	48.0	41.56	84.35	87.63	81.88	78.12	1090
64	42.275	-1.42	23.92	30.3	59.21	55.67	83.19	93.13	82.88	84.38	3015
0	25.1425	50.29	99.77	0.0	0.8	0.0	89.61	89.08	57.76	31.25	2563
0	25.91	51.82	93.73	0.0	9.91	0.0	89.21	88.8	59.35	53.12	0520
64	25.235	50.47	99.74	0.0	1.2	0.0	90.5	89.89	58.38	62.5	0004
64	49.1075	-39.63	30.71	65.48	27.88	72.36	65.31	78.35	81.11	73.44	2521
64	25.0	50.0	100.0	0.0	0.0	0.0	89.06	89.0	56.79	54.69	1004
0	25.0925	49.62	85.15	0.33	14.66	0.23	88.52	88.32	56.97	48.44	2547
0	25.39	50.78	97.06	0.0	4.5	0.0	89.0	89.19	57.17	67.19	3565
0	46.07	-48.82	16.94	67.26	26.38	73.7	61.04	90.6	85.53	78.12	1088
0	27.7425	55.48	83.39	0.0	27.58	0.0	89.53	89.75	56.97	60.94	2529
64	33.395	48.87	51.5	1.0	64.16	16.92	88.62	91.82	80.7	81.25	1010
64	25.0	50.0	100.0	0.0	0.0	0.0	89.81	90.02	58.53	37.5	3507
0	25.03	50.06	99.67	0.0	0.45	0.0	89.23	89.45	58.2	35.94	1086
0	25.005	50.01	99.97	0.0	0.05	0.0	89.06	88.68	57.51	46.88	3538
0	27.8125	55.62	90.08	0.0	21.17	0.0	89.35	89.59	57.04	48.44	1092
64	56.1575	-23.27	28.88	69.37	60.16	66.22	81.19	86.94	81.81	82.81	3069
64	27.0825	54.17	84.46	0.0	23.87	0.0	89.73	89.51	57.51	65.62	0517
0	42.6375	-2.14	43.05	46.39	40.09	41.02	75.52	89.61	81.63	73.44	0057
64	25.1775	50.35	98.86	0.0	1.85	0.0	89.45	89.43	58.33	64.06	0020
0	25.005	50.01	99.87	0.0	0.15	0.0	89.0	88.74	56.27	39.06	0010
64	61.025	-32.16	49.71	75.8	40.19	78.4	75.23	87.28	83.99	84.38	0534
64	40.1825	8.68	21.67	16.65	67.37	55.04	82.06	90.7	83.09	81.25	3583
0	30.405	50.97	47.62	2.0	64.16	7.84	84.0	92.91	81.7	82.81	2008
64	25.2175	50.44	88.61	0.0	12.26	0.0	89.69	89.81	55.91	65.62	1060
0	25.075	50.15	99.8	0.0	0.5	0.0	89.67	90.06	57.84	53.12	0501
64	15.81	19.82	0.69	10.77	50.75	1.03	15.71	15.67	8.8	15.62	2009
64	32.1075	32.84	44.16	1.66	52.9	29.71	88.5	92.32	82.5	84.38	2555
64	26.7975	53.59	86.72	0.0	20.47	0.0	89.13	89.41	56.84	51.56	2072
64	26.03	52.06	82.7	0.0	21.42	0.0	89.77	89.53	57.17	50.0	3061
64	30.455	45.38	58.39	0.44	47.9	15.09	88.46	91.6	81.99	76.56	1082
64	46.805	2.2	48.11	40.07	47.7	51.34	84.79	88.92	82.94	73.44	3011
0	24.8175	49.63	97.72	0.0	1.55	0.0	90.22	90.08	59.2	40.62	2077
64	25.91	51.82	89.23	0.0	14.41	0.0	89.23	89.35	57.87	48.44	2055
64	51.78	-54.09	21.44	79.58	28.03	78.07	60.89	72.76	81.16	70.31	2540
0	0.12	-0.14	0.1	0.11	0.0	0.27	23.88	24.63	24.92	7.81	0071
64	26.0425	52.09	76.14	0.0	28.03	0.0	89.75	89.43	58.17	57.81	3030
0	39.1225	-16.83	26.83	52.72	34.58	42.36	72.94	88.01	84.22	75.0	1583
64	25.04	50.08	93.9	0.0	6.26	0.0	89.73	89.83	57.61	57.81	3513
0	47.9825	-28.92	62.14	72.59	4.9	52.3	63.99	70.03	78.37	56.25	3511
64	26.455	-27.62	25.29	79.8	0.0	0.73	39.0	39.45	56.3	45.31	2560
64	36.3675	33.97	62.86	12.1	43.84	26.67	86.43	90.77	80.55	75.0	2036
0	52.065	-30.88	27.9	56.27	45.35	78.74	75.48	83.86	84.24	75.0	1566
0	24.71	49.42	97.39	0.0	1.45	0.0	89.73	90.14	58.87	68.75	2003
64	24.9075	49.81	99.48	0.0	0.15	0.0	89.47	90.06	58.28	37.5	0573
0	25.74	48.71	1.89	2.77	98.3	0.0	27.4	27.78	23.09	28.12	2565
0	13.1225	25.8	1.6	0.44	50.45	0.0	17.84	17.92	6.0	12.5	1029
64	50.3275	-12.59	42.82	50.72	45.25	62.52	82.24	87.46	81.65	68.75	0510
64	56.2	-9.71	52.64	59.93	50.05	62.18	82.34	90.93	84.89	84.38	3570
0	32.3175	28.19	29.11	2.0	63.71	34.45	78.78	90.04	81.32	78.12	2013
64	39.395	42.6	52.02	12.32	69.37	23.87	88.19	91.35	81.63	75.0	2520
64	25.0475	50.09	99.74	0.0	0.45	0.0	89.49	89.63	57.33	56.25	2027
64	44.155	-26.57	24.8	52.83	36.94	62.05	70.64	82.06	81.5	75.0	3512
0	26.1225	52.25	75.26	0.0	29.23	0.0	89.89	89.25	55.61	43.75	3055
0	29.2225	50.16	82.93	3.11	25.68	5.17	87.08	91.45	79.75	82.81	3014
0	25.0	50.0	100.0	0.0	0.0	0.0	88.56	88.48	57.94	50.0	2082
0	33.04	35.87	54.9	8.55	47.05	21.66	82.06	91.13	80.73	82.81	3526
0	25.0	50.0	100.0	0.0	0.0	0.0	89.81	89.53	56.76	53.12	2570
0	29.675	51.7	70.01	4.88	41.04	2.77	86.86	91.9	79.6	81.25	0050
64	25.035	50.07	99.74	0.0	0.4	0.0	89.45	89.25	58.25	35.94	3076
0	33.6475	34.13	48.92	12.54	52.5	20.63	84.29	91.31	81.09	79.69	0078
64	25.055	50.11	99.87	0.0	0.35	0.0	90.2	89.73	56.97	50.0	3559
64	54.44	-34.53	37.86	66.04	36.49	77.37	71.73	82.5	81.22	64.06	1581
0	25.015	50.03	99.61	0.0	0.45	0.0	89.81	89.85	57.99	57.81	1563
64	56.78	-24.06	34.14	66.26	55.36	71.36	82.97	85.08	82.73	75.0	2030
64	25.905	51.81	92.66	0.0	10.96	0.0	88.98	89.06	57.35	42.19	2554
0	37.165	20.68	39.36	22.97	55.66	30.67	79.3	91.43	80.68	68.75	2078
64	59.7275	-34.38	49.38	79.47	35.69	74.37	79.73	86.43	81.6	75.0	2054
0	28.025	56.05	74.41	0.0	37.69	0.0	89.77	89.69	57.51	60.94	2543
0	24.5875	49.18	94.65	0.0	3.7	0.0	89.79	88.84	58.2	46.88	3029
0	26.27	52.54	94.32	0.0	10.76	0.0	89.04	89.23	58.38	56.25	3579
0	25.435	50.87	96.48	0.0	5.26	0.0	89.81	89.57	57.61	48.44	3520
64	50.0	-22.29	38.87	50.39	38.84	71.9	72.74	80.96	81.14	65.62	0509
0	36.795	-2.73	28.07	34.96	42.79	41.36	76.06	91.19	83.71	71.88	3563
0	25.3275	50.65	93.15	0.0	8.16	0.0	89.35	89.71	56.84	59.38	1074
64	54.8975	-45.04	39.43	77.03	25.33	77.8	72.48	80.09	82.29	73.44	1525
64	34.76	29.29	40.5	12.43	58.31	27.8	85.2	89.21	81.78	75.0	2580
0	38.6475	-12.06	13.38	31.08	51.85	58.28	64.5	89.13	82.81	71.88	0073
64	39.1275	22.98	59.6	15.98	41.64	39.29	83.21	87.38	80.06	76.56	2559
0	25.8325	51.66	85.51	0.0	17.82	0.0	89.67	89.67	58.51	50.0	0024
0	38.545	13.47	25.39	34.41	65.17	29.21	81.02	83.82	79.75	68.75	1036
64	24.9475	49.86	99.71	0.0	0.05	0.03	84.67	84.51	58.2	34.38	1544
0	38.46	22.83	73.17	26.75	26.58	27.34	80.42	87.44	80.65	71.88	3058
0	25.11	50.22	99.84	0.0	0.6	0.0	90.2	89.89	57.89	65.62	1064
64	45.48	3.36	24.9	34.3	69.42	53.3	83.48	91.15	83.76	75.0	2530
64	55.82	-45.99	26.01	77.69	39.64	79.94	74.85	85.32	83.76	71.88	3539
64	26.5325	53.07	91.22	0.0	14.91	0.0	89.79	89.83	56.81	48.44	1568
0	26.92	53.84	88.71	0.0	18.97	0.0	90.02	89.96	57.12	50.0	3041
0	29.3825	37.42	39.62	12.1	56.56	9.25	81.25	90.56	80.24	73.44	2545
64	25.0125	50.03	100.0	0.0	0.05	0.0	89.59	89.31	56.09	43.75	1027
0	44.815	-2.17	51.47	39.96	35.99	51.84	75.31	85.93	80.73	68.75	1028
0	25.035	50.07	99.84	0.0	0.3	0.0	89.49	89.27	57.76	39.06	3042
64	33.34	30.61	34.53	10.77	62.76	25.3	86.45	90.79	80.22	78.12	3056
64	62.855	-40.35	38.61	90.46	46.75	75.6	75.48	80.4	80.29	56.25	3010
0	37.38	20.38	45.69	14.43	49.45	39.95	77.24	89.75	81.68	81.25	3060
64	53.495	26.42	60.44	25.53	72.97	55.04	85.5	92.43	83.94	70.31	1567
0	26.0975	52.19	85.12	0.0	19.27	0.0	89.61	89.37	57.92	60.94	1535
64	56.4475	-39.1	44.16	77.03	29.63	74.97	75.05	83.33	83.58	76.56	0039
0	24.8325	49.67	97.68	0.0	1.65	0.0	89.08	89.37	58.2	43.75	3543
0	25.0	50.0	100.0	0.0	0.0	0.0	89.37	88.84	57.35	45.31	1511
0	44.415	-54.03	12.83	70.7	21.97	72.16	57.11	86.69	84.12	75.0	3050
0	27.885	55.77	78.46	0.0	33.08	0.0	89.91	90.18	57.38	45.31	1087
0	25.23	50.46	97.52	0.0	3.4	0.0	89.41	89.79	56.12	53.12	3587
0	25.3175	50.64	98.07	0.0	3.2	0.0	89.51	89.61	57.22	56.25	1063
64	25.16	50.32	95.63	0.0	5.01	0.0	89.79	89.77	57.87	48.44	1543
0	25.235	50.47	99.09	0.0	1.85	0.0	89.04	88.68	58.25	39.06	0083
64	26.745	53.49	84.66	0.0	22.32	0.0	90.08	89.61	57.87	53.12	0575
64	59.985	-46.24	32.64	85.57	41.09	80.64	76.1	86.82	84.24	71.88	3558
64	25.5225	51.05	97.39	0.0	4.7	0.0	89.21	89.45	56.99	54.69	2577
64	53.915	-18.33	52.06	61.27	37.44	64.89	77.76	83.96	81.65	64.06	1552
64	26.245	52.49	83.36	0.0	21.62	0.0	89.73	89.73	57.84	48.44	2512
0	25.6675	51.33	88.81	0.0	13.86	0.0	89.35	89.25	57.79	60.94	2552
0	45.805	-61.4	13.84	76.47	16.37	76.54	52.13	79.22	81.42	73.44	0515
64	45.395	14.93	41.61	30.3	64.11	45.56	82.64	88.54	81.86	76.56	2538
0	25.4525	50.9	94.75	0.0	7.06	0.0	89.51	89.63	57.89	43.75	1075
64	62.2225	-20.45	42.89	63.15	61.11	81.74	78.8	89.11	84.78	68.75	0056
0	25.4825	50.97	97.98	0.0	3.95	0.0	89.71	89.96	58.69	50.0	2510
0	26.0525	52.11	90.4	0.0	13.81	0.0	89.71	89.41	57.25	56.25	3518
64	65.06	-28.75	45.56	74.36	55.81	84.51	77.6	86.05	84.42	71.88	3552
0	43.15	-30.3	27.02	56.05	28.98	60.55	69.64	89.31	85.22	78.12	0548
64	25.6325	51.26	95.82	0.0	6.71	0.0	88.88	88.7	58.02	43.75	0554
0	50.665	-19.89	38.45	73.36	42.99	47.86	79.55	62.98	78.24	64.06	3567
0	26.745	53.49	40.31	0.0	66.67	0.0	88.88	89.25	58.4	40.62	2568
0	34.255	38.3	70.53	13.98	36.29	16.22	83.86	89.61	80.91	84.38	1005
64	16.655	-0.54	0.59	33.85	32.18	0.0	14.42	14.36	8.67	15.62	2046
64	30.94	38.73	52.06	0.55	48.55	22.6	87.73	91.51	82.09	84.38	0047
64	25.795	51.59	92.72	0.0	10.46	0.0	89.27	89.37	58.2	48.44	1516
64	24.42	-47.94	0.0	96.78	0.9	0.0	17.52	17.01	31.54	23.44	0522
0	49.6225	-56.44	24.09	83.02	18.72	72.66	57.78	82.36	82.22	76.56	0559
0	25.9325	51.86	85.41	0.0	18.32	0.0	89.04	90.12	57.92	46.88	2579
64	54.9475	-48.0	33.36	80.36	28.53	77.54	75.74	84.97	83.71	78.12	3003
64	28.2475	56.5	68.8	0.0	44.19	0.0	89.59	89.87	59.66	60.94	0530
0	29.245	49.32	30.78	4.66	77.03	4.51	89.63	92.24	84.3	73.44	2553
64	25.275	50.55	90.24	0.0	10.86	0.0	89.55	89.43	56.79	46.88	2537
64	52.27	-63.86	15.76	82.35	24.92	86.05	60.25	79.4	82.01	54.69	1523
0	25.39	49.33	99.41	0.78	0.7	0.67	81.69	81.53	59.46	37.5	3073
64	25.0	50.0	100.0	0.0	0.0	0.0	89.65	89.51	57.63	29.69	0543
0	25.0	50.0	100.0	0.0	0.0	0.0	89.61	89.63	58.22	45.31	2504
64	19.6075	-39.06	0.0	47.84	0.15	30.44	6.34	5.63	47.55	25.0	0023
64	29.335	54.97	68.44	1.33	45.2	2.37	88.98	91.47	81.4	76.56	3553
0	26.6425	53.29	78.39	0.0	28.18	0.0	89.94	89.55	57.02	65.62	1517
0	25.2125	50.42	94.84	0.0	6.01	0.0	89.59	89.51	58.04	59.38	3018
64	25.2425	50.49	86.16	0.0	14.81	0.0	90.36	90.0	58.48	54.69	0539
0	25.0	50.0	100.0	0.0	0.0	0.0	89.27	89.89	56.86	43.75	3027
