K	ADVFM	FM	PT	ID
 64	73.064	88.376	81.688	1485
 64	73.06	86.06	80.25	0180
 64	73.124	89.56	78.25	1674
 64	73.126	80.064	77.81	1116
 64	73.186	83.812	79.876	1284
 64	73.188	89.064	80.628	0202
 64	73.25	87.812	80	0711
 64	73.312	83.376	79.812	0671
 64	73.314	76.998	81.5	0695
 64	73.314	81.748	77.936	0912
 64	73.376	77.814	81.624	0571
 64	73.438	87.938	79.31	1538
 64	73.562	85.064	79.938	1124
 64	73.5	85.5	82.002	0687
 64	73.5	87.75	80.624	0773
 64	73.624	73.25	78.5	0184
 64	73.626	78.938	81	1147
 64	73.626	86.874	79.44	0343
 64	73.626	87.564	80.812	1390
 64	73.626	90.564	80.562	1258
 64	73.69	85.75	78.624	1446
 64	73.75	88.686	80.062	0390
 64	73	77.502	78.876	0539
 64	73.812	79	82.064	1085
 64	73	86.252	80.186	0191
 64	73.874	79.126	81.314	0350
 64	73	87.5	78.438	1264
 64	73.876	87.374	80	0745
 64	73.936	87.5	81.06	0137
 64	73.938	78.812	81.814	0822
 64	73.938	85.564	79.06	0923
 64	73.94	72.938	81.062	0573
 64	74.062	87.75	79.936	0228
 64	74.062	89.5	81.314	0352
 64	74.06	86.372	82.438	1196
 64	74.186	84.186	80.126	1736
 64	74.186	84.998	80.062	1442
 64	74.188	86.376	79.876	0334
 64	74.25	78.626	80.94	1527
 64	74.312	87.5	81.312	0227
 64	74.376	79.124	79.626	0383
 64	74.436	87.686	80.878	0229
 64	74.502	85.624	80.062	0743
 64	74.564	88.688	80.252	0913
 64	74.56	88.374	80.748	0854
 64	74.5	78.002	78.062	0209
 64	74.5	88.998	81.498	1605
 64	74.622	88.314	81	0416
 64	74.624	80.062	81.938	1180
 64	74.686	85.564	80.752	0786
 64	74.686	87.374	78.56	1375
 64	74.688	77.314	81.622	0861
 64	74.688	84.126	80.938	0660
 64	74.688	86.812	81.378	0725
 64	74.688	87.874	80.688	0766
 64	74.688	89.562	81.44	0182
 64	74.69	88.312	79.874	0366
 64	74.75	77.5	80.812	1433
 64	74.75	80.938	80.374	1340
 64	74.75	87.314	80.186	1719
 64	74	77.126	80.124	0724
 64	74.812	85.876	79.938	0750
 64	74.812	87.75	81.814	1022
 64	74	84.748	80.25	0162
 64	74.874	81.748	81.062	1748
 64	74.874	88.752	79.748	1479
 64	74	87.564	81	0529
 64	74.876	83.126	81	1279
 64	74.938	76.44	80.252	0759
 64	75.062	79.186	80.876	0658
 64	75.062	85.374	81.688	0621
 64	75.062	86.686	79.686	1155
 64	75.064	82.064	79.688	1228
 64	75.064	87.56	79.5	1663
 64	75.06	76.936	79.25	1564
 64	75.126	81.376	81.75	0446
 64	75.126	82.064	80.938	0151
 64	75.128	87.124	81.75	0644
 64	75.248	82.938	79.25	1581
 64	75.25	77.062	80.064	0744
 64	75.25	78.686	81.624	0826
 64	75.312	82.062	79.814	0603
 64	75.312	86.436	80.246	0921
 64	75.312	88.998	81.812	1586
 64	75.372	76.688	80.938	1238
 64	75.374	82.562	79.064	0975
 64	75.374	85.75	79.126	0985
 64	75.436	79.564	81.312	1161
 64	75.438	85.686	80.5	1552
 64	75.44	81.94	78.248	0608
 64	75.44	86.06	81.624	0363
 64	75.502	79.188	82.688	1272
 64	75.5	77.188	81.186	1656
 64	75.5	89.75	81.874	1198
 64	75.622	81.938	80.436	0843
 64	75.626	80.872	80.438	1677
 64	75.688	86.626	81	1157
 64	75.688	87.624	80.624	1646
 64	75.688	88.94	80.436	1241
 64	75.748	81.376	81.56	1038
 64	75.752	85.75	79.248	1262
 64	75	80.562	81.31	0443
 64	75.812	85.19	79	0123
 64	75.812	85.25	81.376	1559
 64	75.816	86.25	83	1466
 64	75.876	73.624	80.312	0934
 64	75.876	83.064	80.314	0646
 64	75.878	82.75	78.814	1727
 64	75	88.874	80.562	1457
 64	75.938	88.062	78.436	1072
 64	75.94	82	79.25	1535
 64	76.002	79.686	81.376	1627
 64	76.062	87.812	81.064	0587
 64	76.064	86.624	79.062	0981
 64	76.066	88.25	81.062	1008
 64	76.128	86.564	79.312	1248
 64	76.186	86.002	80.19	0129
 64	76.252	87.124	80.626	0296
 64	76.312	77.876	80.5	1067
 64	76.312	86.5	80.752	0512
 64	76.31	85.502	80.936	1176
 64	76.374	85.126	81.25	0445
 64	76.376	82.25	78.562	0811
 64	76.376	85.75	80.25	1511
 64	76.376	87.626	81.81	0670
 64	76.436	83.626	80.94	0354
 64	76.498	86.002	79.688	0693
 64	76.562	81.062	80.376	1393
 64	76.56	88.124	81.064	0317
 64	76.5	85.064	80.188	0888
 64	76.626	88.252	79.748	0732
 64	76.688	81.188	79.626	1154
 64	76.75	76.438	79.876	0793
 64	76.812	78.248	80.75	1426
 64	76.812	80.686	81.688	1281
 64	76.812	86.876	82.75	0419
 64	76.812	87.562	80.876	0415
 64	76.874	79.312	82.686	1031
 64	76.876	87.748	80.564	0158
 64	76.878	86.75	79.688	0733
 64	76	90.75	81.188	0901
 64	76.936	77.874	82.75	0946
 64	76.936	78.624	79.564	0193
 64	76.938	79.876	80.624	1699
 64	76.938	85.126	80.5	1443
 64	77.062	81.626	82.876	1680
 64	77.062	83.498	78.438	0464
 64	77.064	85.688	77.626	1682
 64	77.124	79.314	80.314	0090
 64	77.126	80.626	79.938	1562
 64	77.126	86.124	81.814	0035
 64	77.126	87.312	81.94	0407
 64	77.248	88.248	81.062	0477
 64	77.25	78.498	82.122	0488
 64	77.312	83.124	80.874	0865
 64	77.312	86.312	80.94	1575
 64	77.312	87.936	81.812	1203
 64	77.314	79.376	81.376	1744
 64	77.314	85.5	79.19	0338
 64	77.374	81.002	80.564	1153
 64	77.376	85.44	80.438	0325
 64	77.436	78.314	82.064	0957
 64	77.436	81.626	81.498	1551
 64	77.438	84.252	80.002	0751
 64	77.438	84.75	82.252	0728
 64	77.498	85.25	82.312	1377
 64	77.562	87.374	81.25	1057
 64	77.564	83.81	79.752	1614
 64	77.56	82.938	80.438	0967
 64	77.5	79.064	81.626	0309
 64	77.624	83.876	79	0992
 64	77.624	87.874	80.752	0771
 64	77.626	87.688	79.564	1382
 64	77.688	75.186	81.25	0797
 64	77.75	86.188	80.064	0315
 64	77	77.812	78.812	0781
 64	77	80.874	80.562	0592
 64	77.812	78.812	81.75	0666
 64	77.812	81.376	82	0111
 64	77.812	86.062	79.438	1267
 64	77.812	87	79.374	0543
 64	77.874	76.248	81.998	0763
 64	77.876	81.876	82.25	1245
 64	77.876	84.314	81.438	1738
 64	77.876	84.998	81.504	1364
 64	77.878	79.25	80.75	1633
 64	77.878	82.312	81.25	1286
 64	77.936	83.25	81.438	1571
 64	77.936	87.188	83.25	1205
 64	77.938	83.062	81.186	0327
 64	77.998	78.748	79.684	1275
 64	77.998	87.19	82.5	1456
 64	78.06	79.748	82.938	0466
 64	78.124	77.562	80.998	0250
 64	78.124	80.94	79.436	1636
 64	78.124	86.124	80.186	1002
 64	78.124	86.314	82.376	0434
 64	78.126	77.814	82.562	0547
 64	78.186	86.374	80.626	0899
 64	78.188	77.376	82.25	1421
 64	78.188	88.624	81.438	0783
 64	78.19	83.936	79.94	0890
 64	78.248	88.564	81.25	0144
 64	78.252	81.248	81.876	0203
 64	78.25	84.874	80.376	1024
 64	78.312	81.5	82.122	0568
 64	78.312	85.812	78.252	0936
 64	78.374	83.188	80.5	1483
 64	78.374	89.126	82.564	0830
 64	78.376	84.688	80	0012
 64	78.376	88	80.684	0862
 64	78.436	87.438	80.438	0978
 64	78.438	83.938	81.5	0037
 64	78.498	81.502	79.436	0851
 64	78.502	83.376	81.876	1462
 64	78.562	84.938	80.438	0713
 64	78.564	82.188	81.252	0052
 64	78.628	87.436	81.686	1213
 64	78.688	73.624	82.5	0796
 64	78.688	88.064	81.002	1170
 64	78.75	86.562	81.376	0815
 64	78.75	87.438	80.748	1152
 64	78.75	88	80.94	1472
 64	78	80.752	80.126	0018
 64	78.812	79.564	81.062	1546
 64	78.874	83.188	81.124	0944
 64	78.876	82.748	83.186	1308
 64	78.876	86.748	81.25	0916
 64	78.936	82.314	81.75	0070
 64	78.938	82.5	80.376	1526
 64	79.062	82.688	80.936	1745
 64	79.064	79.624	80.502	0485
 64	79.064	80.25	81.25	0256
 64	79.188	88.688	80.748	1587
 64	79.188	88.938	81.376	1268
 64	79.25	80.874	80.31	1087
 64	79.25	83.254	81.126	1330
 64	79.25	83.996	81.188	1242
 64	79.312	84.936	79.5	0948
 64	79.314	81.812	82	1123
 64	79.438	83.876	81.938	0424
 64	79.438	84.312	80.5	1619
 64	79.498	78.874	81	0295
 64	79.562	82.186	78.374	0820
 64	79.562	83.498	82.188	1321
 64	79.562	84.876	82.44	1200
 64	79.564	88.25	81.44	1386
 64	79.5	81.812	82.874	1504
 64	79.5	82.126	81.188	0998
 64	79.5	84.5	80.936	0963
 64	79.5	85.438	82.126	0519
 64	79.5	86.064	81.06	0498
 64	79.624	85.124	78.374	0801
 64	79.626	75.876	79.752	0455
 64	79.69	80.126	80.374	0718
 64	79.752	80.316	80.312	0867
 64	79.752	84.69	80.44	1480
 64	79	79.75	82.314	0217
 64	79.812	78.814	80.75	1547
 64	79.814	82.002	79.626	0507
 64	79.81	78.128	82.5	1718
 64	79.81	79.624	79.75	0275
 64	79	86.064	79.064	0166
 64	79.874	80.936	81.5	0968
 64	79.876	82.06	81.624	0616
 64	79.876	84.686	80.25	1723
 64	79.936	81.624	80.124	0342
 64	79.938	84.438	80.25	1555
 64	79.998	83.124	82.064	1465
 64	80.064	87.936	81.75	1313
 64	80.188	84.252	81.124	0083
 64	80.252	85.688	80.752	1219
 64	80.25	81.438	82.436	0302
 64	80.312	82.436	80.936	1459
 64	80.314	85.626	81.874	0517
 64	80.374	81.188	78.5	0996
 64	80.374	86.186	81.812	1235
 64	80.376	85.936	81.75	0441
 64	80.376	87.314	82.626	0069
 64	80.438	83.498	80.686	0032
 64	80.438	83.56	80.934	0837
 64	80.498	83.686	81.502	1051
 64	80.562	86.876	81.938	1316
 64	80.564	83.564	81.502	0748
 64	80.56	85.748	80.5	1016
 64	80.5	88.126	79.498	1544
 64	80.626	89	81.438	0079
 64	80.748	82.374	81.002	0360
 64	80.748	85.126	81.314	0413
 64	80.752	85.06	81.374	0779
 64	80.75	78.502	80.938	0958
 64	80.75	84.438	81.628	0403
 64	80	78.564	81.438	0882
 64	80.812	77.998	81.188	1052
 64	80.812	86.25	83.188	0538
 64	80.814	83.376	80.376	1565
 64	80.814	83.752	82.002	1035
 64	80	84.502	80.062	0524
 64	80	85.75	80.688	0353
 64	80	87.124	80.812	1299
 64	80.872	82.376	82.564	1366
 64	80.874	84.188	81.814	1498
 64	80.874	89.062	80.438	0896
 64	80.876	82	83.25	1556
 64	80.876	84.626	81.502	0609
 64	80.876	86.064	81.874	1309
 64	80.876	87.812	78.998	0514
 64	80.934	81.686	80.75	1537
 64	80.936	80.498	81.438	1033
 64	80.938	83.062	81.812	1220
 64	80.938	83.626	80.814	0101
 64	80.938	84.436	82.812	0875
 64	80.94	84.312	82.248	0402
 64	80.998	77.876	81.874	0654
 64	80.998	79.814	81.624	1713
 64	80.998	82.124	81.874	0823
 64	81.062	83.248	82.25	1181
 64	81.062	84.312	81.25	1675
 64	81.062	84.752	81.874	0062
 64	81.064	80.938	81.312	1658
 64	81.064	85.312	80.812	1707
 64	81.184	84.688	81.002	1476
 64	81.188	81.688	79.062	1329
 64	81.19	82.314	82	0874
 64	81.312	81.752	80.626	0730
 64	81.314	80.81	83.69	1338
 64	81.31	87.124	81.874	0041
 64	81.374	83.186	83.124	1714
 64	81.374	84.5	82.126	1585
 64	81.374	88.064	82.062	0331
 64	81.44	83.562	80.75	0927
 64	81.498	78.688	80.814	0113
 64	81.562	85.252	82	0444
 64	81.564	81.562	79.126	0495
 64	81.564	85.814	81.564	1060
 64	81.5	81.438	81.378	0031
 64	81.5	84.936	82.188	0720
 64	81.624	79.19	80.938	0245
 64	81.626	81.124	79.75	0710
 64	81.626	81.25	81.126	0761
 64	81.626	81.814	83.5	1266
 64	81.626	86	80.938	1458
 64	81.686	82.876	82.688	0986
 64	81.686	84.562	80.938	1036
 64	81.688	81.064	81.752	1600
 64	81.688	84.126	81.562	0474
 64	81.748	83.002	82.5	0188
 64	81.748	84.376	81.938	0497
 64	81.75	78.064	81.812	0377
 64	81.75	87.814	80.688	1596
 64	81	80.624	81.25	0557
 64	81.812	84.688	83.188	1398
 64	82.062	82.252	82.562	1486
 64	82.062	84.188	81.436	1130
 64	82.124	83.874	79.376	0672
 64	82.186	80.564	82.062	1068
 64	82.186	85.5	80.312	0727
 64	82.188	84.686	82.06	0894
 64	82.25	83.436	80.752	0029
 64	82.25	83.75	83.374	1271
 64	82.312	79.686	80.75	0192
 64	82.312	81.252	82.312	1293
 64	82.312	84.686	80.936	1185
 64	82.312	85.938	79.438	0310
 64	82.312	87.814	81.75	0120
 64	82.374	88.812	81.064	1089
 64	82.376	77.876	83.252	1728
 64	82.438	84.312	80.502	0618
 64	82.438	85.002	81.062	0764
 64	82.498	84.936	83.436	1305
 64	82.562	83.688	79.874	1560
 64	82.628	87.314	82.564	0755
 64	82.686	83.874	80.812	0392
 64	82.686	85.314	82.064	1126
 64	82.688	83.002	82.44	0215
 64	82.688	85.748	80.688	1103
 64	82.752	83.936	82	1207
 64	82.754	88.626	78.876	0386
 64	82.75	82.06	79.562	0925
 64	82.812	80.438	81.124	1222
 64	82.812	87.374	81.186	1644
 64	82.814	83.126	81.438	1135
 64	82	81.874	81	0564
 64	82.872	81.188	81.374	1004
 64	82.874	81.374	81.378	1558
 64	82.876	85.938	81.126	1460
 64	82.936	85.626	82.124	0340
 64	82.938	85	79.938	1696
 64	83.124	83.56	82.126	0414
 64	83.188	84.562	81.624	1592
 64	83.19	82.436	80.44	1401
 64	83.312	82.25	80.002	0021
 64	83.372	84.688	80.688	0545
 64	83.376	87.376	80.562	1257
 64	83.434	82.312	82.562	1731
 64	83.438	87.5	81.124	0278
 64	83.44	82.436	81.434	0375
 64	83.502	87	82.936	1294
 64	83.564	83.376	80.874	1363
 64	83.564	84.938	81.564	0128
 64	83.686	85.126	82.126	1514
 64	83.688	84.936	81.624	0491
 64	83.752	83.438	79.502	1098
 64	83.75	85.686	82.374	1631
 64	83.75	85.688	80.812	1543
 64	83.75	86.126	80.376	0973
 64	83	81.438	81.438	0647
 64	83	83.002	80.75	1133
 64	83.938	84.75	80.75	0562
 64	83.94	80.25	81.622	0950
 64	84.002	82.502	82.062	0453
 64	84.252	89.188	82.498	0084
 64	84.25	84.31	80.188	0457
 64	84.25	87.058	82.128	0747
 64	84.438	85.376	81.062	1206
 64	84.438	85.626	81.126	0087
 64	84.624	85.376	80.75	1561
 64	84.626	84.748	81.812	1520
 64	84.938	85	81.31	1194
 64	85.186	83.812	81.874	0461
 64	85.186	85.686	81	0213
