K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
0	23.964	39.94	78.25	0.0	5.13	0.0	36.44	88.51	88.49	59.49	53.12	0750
64	23.144	38.57	55.76	0.0	31.44	0.0	28.52	88.72	88.54	58.34	42.19	0009
0	22.394	36.59	77.4	0.0	11.4	0.88	22.29	89.05	89.61	73.42	54.69	0008
64	22.308	37.18	22.56	0.0	52.62	0.0	36.36	88.36	88.01	58.67	43.75	0751
0	20.93	34.89	49.17	0.0	1.89	0.0	53.59	88.87	88.8	58.62	64.06	0286
0	26.168	43.0	53.64	0.0	23.82	0.74	52.64	88.24	91.41	75.49	73.44	0548
64	32.536	18.85	20.59	21.52	15.4	20.93	84.24	86.16	90.36	74.99	62.5	0535
64	53.256	-27.26	31.57	68.65	8.75	70.58	86.73	80.43	86.48	80.05	68.75	0287
64	54.726	-38.9	63.08	80.7	13.51	75.43	40.91	80.18	87.62	79.71	71.88	0256
0	21.662	36.1	87.29	0.0	7.46	0.0	13.56	88.38	88.87	57.72	62.5	0504
0	41.776	-32.81	24.74	63.86	40.9	59.07	20.31	74.77	84.76	79.43	64.06	0558
64	26.196	29.24	19.04	13.22	31.66	4.08	62.98	87.12	87.58	68.35	62.5	0297
0	43.788	-64.76	19.54	80.58	15.72	84.7	18.4	60.19	67.47	77.14	56.25	0807
64	22.19	36.98	84.79	0.0	2.92	0.0	23.24	88.74	88.9	59.6	35.94	0258
0	28.874	27.46	68.15	7.25	14.26	17.54	37.17	87.57	86.59	68.07	62.5	0282
64	28.044	34.26	41.04	1.52	46.3	13.46	37.9	87.7	88.28	68.47	71.88	0545
0	24.788	41.22	40.44	0.0	22.1	0.11	61.29	88.69	89.1	68.55	68.75	0565
64	22.896	38.16	47.27	0.0	24.1	0.0	43.11	88.95	88.97	57.67	65.62	0035
0	42.374	-48.62	14.43	64.68	37.49	78.41	16.86	63.69	71.99	77.87	57.81	0293
0	36.02	0.78	8.52	48.3	26.8	22.8	73.68	84.16	75.36	69.56	60.94	0805
0	43.6	-25.32	35.13	46.78	31.93	70.8	33.36	75.1	73.98	66.98	53.12	0822
0	27.136	27.1	67.9	6.67	20.37	15.08	25.66	86.81	85.01	66.96	59.38	0826
0	22.414	36.87	20.91	0.0	7.29	0.59	83.28	88.51	88.99	67.29	60.94	0066
0	26.374	35.64	34.71	7.37	30.58	2.61	56.6	86.51	84.43	68.63	57.81	0255
64	22.32	37.2	57.27	0.0	20.31	0.0	34.02	88.59	88.54	58.28	50.0	0526
64	51.56	-28.9	56.28	60.82	27.5	76.98	36.22	81.8	88.9	83.18	70.31	0801
0	23.42	39.03	31.61	0.0	5.94	0.0	79.55	89.2	88.89	66.87	67.19	0328
64	30.564	20.27	38.51	20.58	53.32	16.22	24.19	87.3	88.13	70.68	64.06	0753
64	31.306	9.14	18.76	25.5	40.3	26.15	45.82	84.87	86.16	66.73	68.75	0562
64	47.94	-55.22	6.9	78.48	37.22	83.67	33.43	73.46	80.96	77.59	60.94	0266
64	41.892	-15.61	29.71	35.91	42.41	66.61	34.82	83.75	86.94	75.13	62.5	0262
0	20.436	34.06	47.94	0.0	11.35	0.0	42.89	88.97	88.59	57.08	50.0	0517
0	21.628	36.05	39.35	0.0	15.56	0.0	53.23	88.82	88.92	58.11	46.88	0507
64	26.272	43.79	23.37	0.0	42.3	0.0	65.69	88.71	88.69	58.28	35.94	0251
64	21.838	36.4	63.92	0.0	1.94	0.0	43.33	88.72	89.23	58.48	51.56	0278
64	22.762	37.94	76.06	0.0	2.05	0.0	35.7	43.76	43.87	4.62	40.62	0326
64	20.376	33.96	96.52	0.0	4.11	0.0	1.25	87.2	87.02	56.88	43.75	0795
0	20.736	34.56	82.47	0.0	1.78	0.0	19.43	88.44	88.54	58.28	57.81	0283
K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
64	53.158	0.42	48.82	42.11	51.92	63.7	59.24	84.23	89.63	80.05	78.12	2256
0	40.65	-13.39	16.23	47.6	34.09	49.76	55.57	79.46	84.03	74.85	59.38	2526
0	25.53	24.36	52.52	20.35	7.78	1.47	45.53	88.29	86.82	69.47	64.06	2270
64	21.852	36.42	15.52	0.0	0.92	0.0	92.82	88.23	88.66	58.31	51.56	2002
64	21.568	35.95	77.68	0.0	4.21	0.0	25.95	88.29	88.49	58.67	37.5	1559
64	36.282	9.85	25.06	29.01	93.25	31.74	2.35	85.72	88.75	70.4	65.62	2265
64	25.94	43.23	45.41	0.0	10.32	0.0	73.97	88.79	88.9	57.92	59.38	2325
64	25.122	37.97	46.43	4.68	15.34	0.0	59.16	88.33	88.41	67.26	71.88	1067
64	58.776	-35.01	56.39	80.82	45.38	78.74	32.55	75.76	84.02	77.42	71.88	2271
0	28.256	13.49	83.03	36.73	13.45	3.6	4.47	79.71	69.9	66.14	45.31	1508
0	22.458	37.43	51.28	0.0	19.07	0.0	41.94	88.8	88.44	57.58	54.69	2316
0	22.398	37.33	45.48	0.0	28.31	0.0	38.2	88.13	89.12	57.08	34.38	2072
64	25.41	39.91	36.47	2.92	44.84	0.0	42.82	88.61	89.38	68.38	73.44	2538
64	57.314	-29.32	41.82	66.55	37.6	83.27	57.33	78.98	90.21	81.39	73.44	1817
0	22.27	37.11	65.58	0.0	14.32	0.0	31.45	89.0	88.71	57.19	39.06	1767
0	40.91	-33.01	4.79	53.57	37.71	67.86	40.62	64.65	80.35	73.75	59.38	2555
0	21.688	36.15	75.47	0.0	18.75	0.0	14.22	88.67	88.72	58.73	59.38	1051
64	51.758	-46.0	11.26	71.7	26.42	87.02	62.39	76.25	88.49	69.45	53.12	1011
0	19.318	32.2	67.62	0.0	7.56	0.0	21.41	88.24	88.19	58.39	43.75	1784
64	19.894	33.15	40.87	0.0	53.54	0.0	5.06	88.28	88.51	57.81	51.56	1057
64	22.368	37.28	20.7	0.0	17.61	0.0	73.53	88.82	88.49	56.97	51.56	1272
0	23.378	37.76	51.81	1.4	35.93	0.04	27.71	88.69	88.56	67.12	70.31	2560
0	24.006	40.01	39.81	0.0	14.75	0.0	65.47	88.71	88.8	57.89	56.25	2021
64	19.422	32.37	8.73	0.0	88.38	0.0	0.0	86.92	87.22	57.75	35.94	2052
0	25.014	41.38	49.07	0.0	25.12	0.37	50.51	88.79	89.27	70.87	75.0	1819
0	22.384	37.31	46.6	0.0	45.38	0.0	19.94	88.41	88.8	58.48	48.44	1305
0	23.604	39.34	47.69	0.0	23.34	0.0	46.99	89.13	88.41	57.67	42.19	2529
64	21.842	36.41	79.69	0.0	6.21	0.0	23.31	88.47	88.34	57.78	57.81	2537
0	23.64	39.4	49.49	0.0	25.82	0.0	42.89	88.71	88.51	58.73	32.81	1795
0	29.074	26.53	24.22	12.05	8.91	14.27	85.92	86.41	89.68	78.2	71.88	2315
64	21.422	35.7	47.24	0.0	16.69	0.0	43.18	88.21	87.81	57.64	42.19	1260
64	29.966	22.92	34.0	4.44	59.21	27.99	24.19	87.12	86.53	69.47	67.19	2085
64	27.32	45.53	32.24	0.0	52.67	0.0	51.69	88.47	88.82	57.47	57.81	1539
64	21.028	35.05	89.72	0.0	6.92	0.0	8.5	88.79	88.61	57.41	46.88	2007
64	44.35	-6.79	30.94	52.87	23.5	43.99	70.45	84.07	87.6	80.11	70.31	2025
0	34.208	-15.45	18.94	30.64	60.24	56.31	4.91	84.64	83.64	82.48	68.75	1041
64	22.554	37.59	62.69	0.0	26.47	0.0	23.61	88.38	88.79	57.81	50.0	1021
64	21.71	36.18	67.19	0.0	2.65	0.0	38.71	88.39	88.79	57.22	64.06	2028
64	34.152	-7.35	20.13	5.96	1.73	71.17	71.77	80.22	88.79	70.96	60.94	1571
0	33.428	2.03	43.61	28.3	28.9	36.12	30.21	81.14	88.89	77.34	70.31	2533
64	22.87	38.12	51.04	0.0	22.47	0.0	40.84	88.52	88.38	57.78	67.19	1797
64	23.616	39.36	18.9	0.0	42.73	0.0	56.45	88.47	88.08	57.92	48.44	1793
0	23.318	38.86	67.27	0.0	1.08	0.0	48.24	88.54	88.67	57.97	46.88	1533
64	49.968	-55.56	18.44	87.84	31.28	78.78	33.5	78.75	89.7	81.51	76.56	1568
0	20.564	34.27	5.21	0.0	96.22	0.0	1.39	88.89	88.61	58.84	43.75	2030
64	19.964	33.27	96.41	0.0	0.7	0.0	2.71	88.79	88.77	58.51	48.44	1254
64	48.986	-35.16	36.04	71.46	30.09	68.7	38.64	81.75	80.18	68.02	57.81	2509
64	23.412	39.02	28.93	0.0	41.65	0.0	46.48	89.42	88.24	58.09	37.5	2556
0	21.532	35.89	78.7	0.0	2.86	0.0	26.1	88.82	89.2	58.09	57.81	1042
0	37.794	-38.58	25.7	61.05	17.34	60.83	24.05	68.49	84.82	81.17	70.31	2301
64	20.952	34.92	17.92	0.0	52.46	0.0	34.38	89.38	88.77	58.2	48.44	2053
0	21.044	35.07	48.68	0.0	26.04	0.0	30.5	88.71	88.46	57.69	48.44	1824
64	21.68	36.13	85.29	0.0	9.99	0.0	13.12	88.94	89.0	57.13	78.12	1266
64	22.524	37.54	62.58	0.0	34.2	0.0	15.84	88.59	88.72	57.92	51.56	2516
64	20.382	33.97	36.99	0.0	51.65	0.0	13.27	88.77	88.9	59.74	51.56	2006
64	20.308	33.85	99.51	0.0	0.05	0.0	1.98	85.01	84.74	58.59	31.25	1033
64	32.556	6.34	10.03	29.59	26.63	27.91	68.62	86.26	87.07	70.12	67.19	1558
0	20.08	33.47	98.7	0.0	0.97	0.0	0.73	88.59	88.21	57.55	40.62	1061
0	34.868	-11.16	47.34	29.36	41.38	53.77	2.49	77.87	86.96	75.91	65.62	2578
64	22.954	-38.2	23.02	91.46	0.0	0.29	0.0	42.44	41.81	58.53	37.5	1576
64	22.806	38.01	59.7	0.0	18.04	0.0	36.29	88.38	88.77	57.55	45.31	2082
0	22.108	36.85	59.56	0.0	16.96	0.0	34.02	88.42	88.62	58.45	42.19	2252
0	21.146	35.24	82.79	0.0	3.73	0.0	19.21	89.53	88.66	58.48	54.69	2043
0	24.668	41.11	11.05	0.0	44.84	0.0	67.45	88.41	88.67	58.17	64.06	1307
64	24.368	37.5	26.29	0.94	20.48	2.8	71.33	88.19	86.71	68.16	59.38	1054
0	35.602	-4.72	26.22	52.51	19.72	24.35	55.21	84.0	85.77	74.65	62.5	1789
0	34.954	3.4	23.51	36.84	46.14	28.98	39.3	82.41	91.02	84.44	78.12	1787
64	21.716	36.19	82.08	0.0	7.51	0.0	18.99	89.3	89.3	56.6	54.69	1261
64	23.298	38.83	70.71	0.0	14.69	0.0	31.09	88.87	89.13	57.92	46.88	1524
64	22.538	37.56	6.9	0.0	81.96	0.0	23.83	88.41	88.99	58.56	35.94	1284
64	22.626	37.71	41.57	0.0	41.06	0.0	30.5	88.77	88.59	57.27	62.5	2264
64	20.766	34.61	96.02	0.0	0.7	0.0	7.11	88.46	88.97	58.2	54.69	1336
0	23.424	39.04	60.58	0.0	26.26	0.0	30.28	89.35	89.09	58.37	56.25	1327
64	22.916	38.19	44.6	0.0	13.02	0.0	56.96	85.09	85.68	58.9	45.31	2062
64	43.002	-24.16	8.55	36.84	22.85	78.15	68.62	78.24	84.89	66.37	53.12	1563
64	23.502	39.17	53.43	0.0	9.02	0.0	55.06	88.59	88.44	58.39	71.88	1028
0	21.556	35.93	65.79	0.0	6.21	0.0	35.78	88.75	88.56	58.34	35.94	1270
64	23.63	39.38	44.7	0.0	3.73	0.0	69.72	88.39	88.18	57.58	43.75	1542
64	51.636	-25.34	36.25	61.64	11.99	72.05	76.25	78.05	83.12	76.86	60.94	1083
64	29.544	25.07	30.34	12.63	53.92	16.37	34.46	87.65	89.76	77.28	68.75	1821
64	26.638	37.23	41.5	8.42	52.3	0.18	30.79	87.9	88.89	67.6	56.25	2541
64	25.83	33.91	37.73	0.0	38.74	10.96	41.72	89.0	91.03	68.77	56.25	2003
0	39.208	-28.84	3.94	52.63	23.07	60.39	56.01	69.22	85.39	80.5	70.31	1526
0	33.178	7.38	18.23	34.04	33.71	23.46	56.45	82.25	88.16	79.83	81.25	2064
0	20.57	34.28	52.52	0.0	20.42	0.0	29.91	88.82	88.29	57.89	45.31	1762
0	23.17	38.62	58.47	0.0	6.43	0.0	50.95	88.82	88.79	67.57	62.5	1756
0	44.502	-33.05	35.9	70.99	40.57	57.67	17.38	70.15	65.46	67.04	43.75	1785
0	24.872	41.45	80.25	0.0	14.05	0.0	30.06	88.72	88.94	57.75	53.12	1037
64	22.468	37.45	66.14	0.0	14.53	0.0	31.67	88.66	88.13	58.95	57.81	2567
0	45.554	-36.81	18.97	68.42	17.29	66.86	56.23	67.82	80.09	71.15	65.62	1046
64	48.13	-42.27	11.19	65.85	20.75	81.13	61.73	77.28	86.87	79.18	82.81	1318
0	35.736	-89.34	0.0	88.65	0.0	90.03	0.0	6.77	6.26	67.46	43.75	1834
0	22.366	37.28	72.65	0.0	4.43	0.0	34.75	88.87	88.51	56.8	51.56	1830
64	25.104	41.84	55.93	0.0	31.17	0.0	38.42	88.67	88.24	57.58	54.69	2061
64	20.148	33.58	20.77	0.0	4.75	0.0	75.22	30.17	30.32	0.59	17.19	1077
64	35.736	-89.34	0.0	88.65	0.0	90.03	0.0	6.26	6.27	67.52	51.56	2330
0	24.934	34.52	28.51	3.51	14.48	4.93	73.24	88.67	91.1	82.09	78.12	2277
0	19.996	33.33	99.54	0.0	0.0	0.0	0.44	89.09	88.38	56.16	48.44	1800
64	22.356	37.26	79.41	0.0	11.99	0.0	20.38	88.54	89.28	59.96	64.06	1293
0	43.634	-39.1	15.35	66.78	11.45	67.41	57.18	62.68	77.08	75.74	62.5	2086
0	24.63	41.05	22.88	0.0	26.15	0.0	74.12	89.32	88.82	57.27	56.25	2016
0	46.726	-61.24	29.64	82.46	24.37	84.48	12.68	53.83	68.46	71.24	56.25	2291
0	22.038	36.73	62.44	0.0	10.21	0.0	37.54	88.52	88.62	57.72	62.5	2308
64	22.77	37.95	49.91	0.0	31.39	0.0	32.55	88.77	88.71	58.09	60.94	1257
64	22.676	37.79	42.31	0.0	25.18	0.0	45.89	88.33	88.57	58.31	62.5	2262
0	20.836	34.72	67.9	0.0	15.24	0.0	21.04	89.13	88.79	58.84	57.81	2268
64	21.886	36.48	66.17	0.0	4.92	0.0	38.34	88.75	88.47	58.34	65.62	1008
64	32.674	11.77	53.43	22.57	19.72	28.65	39.0	85.22	85.2	66.14	65.62	2569
64	20.174	33.62	69.87	0.0	6.0	0.0	25.0	88.67	89.46	56.27	57.81	2075
64	21.186	35.31	95.53	0.0	0.65	0.0	9.75	86.77	87.37	58.65	32.81	1760
0	25.134	35.76	20.13	5.15	39.38	2.21	58.8	87.63	88.39	72.75	67.19	1823
64	21.816	36.36	67.69	0.0	13.24	0.0	28.15	88.9	88.31	56.55	45.31	2510
64	29.224	29.47	33.97	3.04	31.01	20.04	58.06	88.19	88.74	72.94	65.62	1507
64	22.76	28.96	9.54	3.63	14.32	7.13	79.18	87.38	89.17	70.73	67.19	1556
0	24.242	40.4	45.62	0.0	3.89	0.0	71.7	88.46	88.62	58.42	65.62	1319
64	38.764	-15.25	25.34	26.9	6.16	68.92	66.5	81.09	89.1	78.15	73.44	2527
64	25.222	42.04	43.61	0.0	15.56	0.0	66.94	89.05	89.02	58.2	56.25	1802
64	44.454	-51.77	22.88	70.41	23.07	80.62	25.29	75.83	85.16	82.29	68.75	2032
0	24.47	40.78	52.24	0.0	36.9	0.0	33.21	88.18	88.74	58.28	46.88	1572
0	24.294	40.49	25.55	0.0	58.24	0.0	37.68	88.66	89.23	58.31	60.94	2050
0	22.59	36.87	66.56	0.94	14.15	0.0	31.3	88.46	88.14	66.26	70.31	1078
0	34.378	11.97	36.75	25.96	15.13	28.43	65.62	83.22	91.73	81.87	78.12	1271
0	24.644	41.07	39.39	0.0	11.18	0.0	72.65	89.15	89.33	58.65	67.19	2310
0	27.254	45.42	43.47	0.0	23.45	0.0	69.35	88.95	88.74	59.65	73.44	1567
0	23.608	39.35	54.91	0.0	10.05	0.0	53.08	88.62	88.41	58.7	54.69	1285
64	56.704	-38.71	58.85	84.21	34.68	75.65	30.13	78.39	82.35	82.32	76.56	1809
0	23.818	39.69	39.28	0.0	26.8	0.0	53.01	89.0	88.0	57.69	34.38	1580
0	20.004	33.34	84.62	0.0	6.16	0.0	9.24	88.69	88.59	56.86	62.5	1058
64	40.726	-13.29	49.03	33.22	35.28	64.18	21.92	79.64	79.92	66.2	64.06	1769
0	22.514	37.52	68.64	0.0	13.94	0.0	29.99	88.39	88.64	56.99	53.12	2254
64	20.12	33.53	99.19	0.0	0.16	0.0	1.25	88.41	88.74	57.97	42.19	1074
0	23.302	38.84	68.53	0.0	19.02	0.0	28.96	88.03	88.28	57.05	50.0	2583
64	51.488	-22.25	33.23	60.12	57.0	69.55	37.54	82.61	87.53	75.43	64.06	1069
64	48.758	-43.04	22.35	64.8	39.06	84.37	33.21	74.29	87.04	75.69	67.19	1326
64	21.032	35.05	61.25	0.0	19.5	0.0	24.41	88.75	88.62	57.53	50.0	1506
64	22.034	36.53	69.02	0.23	0.38	0.0	40.54	86.41	86.25	58.7	34.38	2564
64	49.166	-38.62	18.87	72.51	24.15	72.16	58.14	76.96	78.09	69.25	53.12	2534
0	43.036	-29.1	37.66	43.51	30.79	77.49	25.73	78.04	74.8	81.65	60.94	1816
64	23.084	38.47	51.11	0.0	35.06	0.0	29.25	88.41	88.26	56.32	53.12	1040
0	40.068	-32.85	8.91	53.8	14.69	65.76	57.18	71.86	88.64	83.46	78.12	1514
0	42.128	-47.75	8.17	64.33	13.99	77.23	46.92	70.81	78.68	83.38	65.62	2570
0	36.128	1.68	65.33	32.51	24.69	37.73	20.38	85.35	82.43	65.64	51.56	2036
64	20.812	34.69	43.93	0.0	5.29	0.0	54.84	28.76	29.52	0.08	21.88	1334
64	22.19	36.98	42.73	0.0	25.99	0.0	42.23	88.95	89.25	58.93	51.56	2283
0	20.778	-51.59	0.28	98.13	0.0	5.33	0.15	37.17	37.12	56.88	42.19	2552
64	23.166	38.61	63.25	0.0	17.02	0.0	35.56	88.42	88.59	58.09	50.0	1274
64	47.28	-12.69	42.03	38.25	55.7	71.53	28.89	82.68	88.92	80.58	60.94	2048
0	24.342	40.57	63.64	0.0	17.67	0.0	40.4	88.89	88.8	58.23	50.0	2321
64	43.174	-37.31	14.61	72.16	26.15	58.96	43.99	82.03	84.99	80.39	70.31	1027
0	22.398	37.33	59.98	0.0	14.91	0.0	37.1	89.15	88.87	58.28	50.0	1768
0	41.72	-62.19	4.26	80.47	19.07	77.6	27.2	53.45	74.49	77.59	64.06	1788
64	50.018	-41.84	18.66	70.88	53.32	79.37	27.86	78.62	84.84	74.12	64.06	2528
64	48.726	-49.62	13.23	85.61	36.3	71.39	37.1	75.02	81.13	75.43	71.88	1298
64	22.686	37.81	79.27	0.0	13.78	0.0	20.38	88.51	88.64	57.16	51.56	2058
64	49.32	-39.45	2.92	67.02	44.03	78.96	53.67	82.32	83.67	72.61	64.06	1781
64	20.476	34.13	95.0	0.0	5.62	0.0	1.76	87.95	88.62	58.28	60.94	1060
64	27.304	30.85	6.69	2.69	35.33	14.9	76.91	85.78	89.65	73.03	68.75	1561
64	22.818	38.03	64.41	0.0	17.72	0.0	31.96	88.84	88.26	57.64	56.25	1281
0	22.354	37.26	36.08	0.0	19.39	0.0	56.3	88.89	88.87	58.67	45.31	2304
64	44.81	-16.81	43.37	59.18	30.2	50.61	40.69	85.12	89.99	80.67	65.62	1001
0	21.052	35.09	60.75	0.0	24.2	0.0	20.31	88.66	88.64	59.07	56.25	1004
64	41.142	-1.38	25.17	37.78	59.43	46.16	37.17	81.79	89.89	79.74	65.62	2045
64	38.902	-2.08	35.52	30.06	14.1	50.24	64.59	84.36	91.35	81.98	81.25	1280
64	22.582	37.64	49.35	0.0	50.51	0.0	13.05	88.47	88.66	58.51	54.69	2069
64	21.724	36.21	85.67	0.0	7.19	0.0	15.76	88.49	88.49	58.84	54.69	1321
64	26.01	43.35	23.34	0.0	43.44	0.0	63.27	88.66	88.97	58.0	45.31	2059
0	19.55	32.58	85.29	0.0	2.49	0.0	9.97	88.95	89.28	57.25	51.56	1528
64	46.448	15.78	51.32	42.22	58.13	31.74	48.83	86.1	90.47	80.58	73.44	1505
0	24.368	40.61	42.66	0.0	48.24	0.0	30.94	88.82	87.48	67.29	65.62	2523
64	21.678	36.13	23.27	0.0	6.75	0.0	78.37	88.18	88.04	58.67	65.62	1548
64	45.47	-37.7	16.23	77.78	51.7	58.4	23.24	80.8	82.84	68.13	64.06	2031
0	21.344	35.57	43.22	0.0	31.39	0.0	32.11	88.24	88.67	58.59	51.56	2507
64	33.168	2.84	13.45	34.97	63.59	27.95	25.88	82.18	87.57	69.22	68.75	1275
64	23.13	38.55	74.3	0.0	8.43	0.0	32.92	88.64	89.07	57.22	54.69	1050
0	23.58	39.3	61.67	0.0	16.64	0.0	39.59	45.95	45.34	5.43	35.94	2543
0	22.198	36.99	51.85	0.0	17.13	0.0	42.01	88.34	88.38	58.98	51.56	1577
0	22.926	38.21	68.78	0.0	13.45	0.0	32.4	88.92	88.41	56.6	53.12	1019
0	20.454	34.09	76.59	0.0	5.67	0.0	20.01	88.13	88.71	57.39	46.88	1073
64	21.68	36.13	58.43	0.0	25.34	0.0	24.63	88.72	88.8	57.92	48.44	2324
0	24.554	36.25	20.2	5.61	51.43	0.0	45.53	88.54	89.22	70.23	70.31	1048
64	30.652	18.48	36.43	6.43	21.18	32.7	56.52	86.87	88.34	73.06	75.0	1063
0	22.04	36.73	26.96	0.0	14.91	0.0	68.33	88.52	88.66	57.39	43.75	1772
0	20.222	33.71	60.33	0.0	19.23	0.0	21.55	88.95	88.47	57.5	46.88	1320
64	19.526	32.54	86.1	0.0	2.0	0.0	9.53	88.47	88.44	56.86	46.88	2049
64	23.044	38.41	31.15	0.0	40.52	0.0	43.55	88.61	88.13	57.5	57.81	2565
0	22.166	36.94	26.75	0.0	51.16	0.0	32.92	88.67	88.42	57.41	51.56	2066
64	41.596	-16.47	7.81	52.16	55.43	50.79	41.79	83.06	83.62	67.8	73.44	2014
64	21.788	36.31	80.61	0.0	26.42	0.0	1.91	88.56	88.23	58.42	39.06	2267
0	38.504	-0.58	15.87	25.85	38.68	51.86	60.26	76.24	84.78	74.29	70.31	1029
0	33.78	3.63	25.17	29.59	44.89	33.62	35.63	78.4	88.62	78.96	67.19	2297
64	19.052	31.75	42.73	0.0	3.19	0.0	49.34	88.71	88.52	56.74	54.69	1829
0	34.876	5.85	54.8	21.87	30.09	40.86	26.76	82.41	75.94	68.61	56.25	1794
0	21.686	35.85	26.36	0.35	65.37	0.0	16.35	89.2	88.62	67.1	57.81	2018
0	34.602	-1.92	27.24	18.36	14.59	53.14	59.68	75.71	86.96	77.08	68.75	2056
0	25.752	39.26	47.1	4.21	38.41	0.18	38.86	90.04	90.08	75.15	84.38	1811
64	19.708	32.85	84.93	0.0	13.61	0.0	0.0	86.31	85.96	58.42	35.94	1773
0	20.656	34.43	85.85	0.0	9.29	0.0	8.14	88.94	88.31	59.32	57.81	1519
0	42.446	-40.71	5.63	62.11	14.64	71.64	58.21	63.01	81.04	78.2	62.5	1763
64	24.232	39.59	45.79	0.0	25.88	0.96	48.53	88.28	88.13	67.49	67.19	2051
0	42.62	-45.21	21.19	67.37	18.04	72.12	34.38	63.62	79.95	79.04	78.12	2513
64	50.816	-35.56	39.81	76.96	15.72	67.34	54.25	78.63	87.09	83.41	65.62	1755
64	25.352	42.25	69.59	0.0	6.0	0.0	51.17	88.23	88.92	56.46	57.81	2302
0	24.656	38.37	30.94	3.27	19.5	0.0	69.57	88.66	88.41	65.92	56.25	2550
64	53.296	-43.0	17.85	70.29	43.81	87.9	46.63	72.9	84.82	70.73	79.69	2084
64	34.488	10.06	51.57	18.25	25.55	38.65	38.42	82.88	82.91	66.34	51.56	1038
64	21.642	35.87	93.56	0.23	10.97	0.0	3.45	84.41	85.19	58.03	37.5	2542
0	21.194	35.33	52.27	0.0	17.34	0.0	36.36	89.25	88.62	58.34	64.06	1552
64	21.894	36.49	63.82	0.0	23.07	0.0	22.58	88.75	89.51	57.61	60.94	2311
64	24.148	40.25	38.82	0.0	20.85	0.0	61.07	88.82	88.56	58.65	70.31	1331
64	22.81	38.02	45.16	0.0	8.48	0.0	60.41	88.85	88.85	58.79	54.69	1329
0	37.728	-12.58	38.51	49.47	34.58	41.08	25.0	76.7	89.17	81.11	75.0	2584
0	22.858	38.1	44.0	0.0	32.9	0.0	37.39	89.0	88.41	58.95	57.81	1081
0	25.612	24.2	2.08	3.39	9.45	18.79	94.35	84.4	85.82	73.34	50.0	2549
64	23.18	38.63	31.61	0.0	29.82	0.0	54.47	88.9	88.67	59.71	53.12	1518
64	48.042	-30.3	37.38	61.75	32.41	70.69	37.98	81.87	85.3	67.91	70.31	1082
0	24.258	40.43	49.14	0.0	13.13	0.0	59.02	88.64	88.26	55.9	60.94	1521
0	19.364	32.28	66.03	0.0	19.5	0.0	11.29	88.72	89.2	58.65	50.0	1833
0	23.99	39.98	58.04	0.0	41.82	0.0	20.09	88.18	88.89	58.62	46.88	1822
0	22.736	37.89	29.64	0.0	45.11	0.0	38.93	88.64	88.71	57.75	48.44	1035
64	28.844	18.29	21.33	16.84	3.94	18.9	83.21	86.34	88.24	71.38	76.56	1023
64	20.998	35.0	39.46	0.0	34.74	0.0	30.79	89.45	88.57	58.84	62.5	2013
64	22.674	37.79	51.04	0.0	9.4	0.0	52.93	88.82	88.38	57.44	60.94	1322
0	33.868	4.21	24.89	26.32	10.21	36.37	71.55	77.94	90.52	79.46	71.88	1273
64	25.232	42.05	40.2	0.0	29.07	0.0	56.89	88.84	88.56	57.89	78.12	1550
0	20.75	34.58	87.96	0.0	7.73	0.0	8.06	88.71	88.85	58.06	45.31	1044
0	21.928	36.55	82.4	0.0	13.24	0.0	14.0	89.05	88.74	59.15	70.31	1535
64	41.28	38.12	58.92	20.12	73.42	16.7	37.24	87.3	89.84	72.52	78.12	2280
64	42.49	-13.46	41.29	55.67	34.25	45.46	35.78	82.89	87.98	76.92	62.5	1831
0	25.66	38.53	55.79	1.4	24.47	3.68	42.96	88.14	88.41	70.06	65.62	1534
0	20.702	34.5	90.25	0.0	0.65	0.0	12.61	88.52	88.75	58.2	60.94	1513
64	21.25	35.42	56.11	0.0	30.2	0.0	19.94	89.12	88.03	58.98	64.06	1287
0	24.176	40.07	49.84	0.12	27.88	0.15	42.89	88.61	89.17	70.37	73.44	1573
64	30.436	11.23	8.06	31.81	13.07	15.59	83.65	84.36	88.23	75.46	78.12	1070
0	42.706	-18.3	23.41	61.4	19.99	45.97	62.76	75.89	84.56	75.77	76.56	1053
64	21.016	35.03	90.78	0.0	3.67	0.0	10.63	88.69	88.54	57.83	65.62	2312
0	26.414	24.41	54.24	7.95	32.52	15.59	21.77	84.26	83.34	68.3	59.38	1039
64	36.416	5.24	55.33	23.04	30.58	43.51	29.62	85.67	87.04	67.29	67.19	1790
64	22.114	36.46	78.74	0.47	6.43	0.0	24.93	88.79	88.94	67.8	71.88	2573
64	20.292	33.82	87.05	0.0	7.67	0.0	6.74	89.25	89.1	58.59	35.94	2519
0	20.268	33.78	55.68	0.0	22.2	0.0	23.46	88.51	88.8	58.62	54.69	2298
64	23.492	39.15	39.56	0.0	34.2	0.0	43.7	88.34	88.64	56.77	59.38	1780
64	24.178	40.3	42.63	0.0	19.39	0.0	58.87	89.42	89.33	57.64	53.12	1317
