K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
64	22.862	38.1	78.46	0.0	9.02	0.0	26.83	88.62	89.37	58.31	43.75	2501
64	43.066	-23.61	15.24	56.02	16.64	58.44	68.99	81.26	82.76	70.2	53.12	1527
64	39.796	-21.54	10.98	44.68	53.97	60.76	28.59	84.1	86.71	70.34	67.19	1807
0	23.414	39.02	0.88	0.0	71.69	0.0	44.5	88.23	88.51	59.51	37.5	1766
64	20.284	33.81	89.48	0.0	11.94	0.0	0.0	88.41	87.09	57.61	39.06	1832
0	25.758	42.41	32.14	0.47	29.61	0.15	66.42	88.94	90.42	70.51	59.38	2041
0	24.164	40.27	27.0	0.0	35.17	0.0	58.65	88.47	88.26	57.64	56.25	1564
64	50.248	-43.04	20.24	72.63	5.62	79.51	73.24	74.7	82.02	68.58	65.62	2588
64	21.924	36.54	47.45	0.0	6.16	0.0	56.01	88.64	88.34	57.3	60.94	2010
64	22.714	37.85	24.5	0.0	16.05	0.0	73.02	88.85	89.13	58.42	57.81	2554
0	25.94	43.23	26.22	0.0	22.91	0.0	80.57	88.95	89.23	57.55	42.19	1566
0	20.232	33.72	98.59	0.0	0.0	0.0	2.57	85.07	85.32	58.23	32.81	2303
64	20.986	34.98	63.22	0.0	29.98	0.0	11.73	89.22	88.34	57.97	39.06	2070
64	22.92	38.2	43.68	0.0	21.29	0.0	49.63	88.62	88.95	58.84	62.5	1084
64	30.952	14.51	48.54	0.58	13.78	43.91	47.95	86.54	86.01	69.03	56.25	2020
64	20.296	33.83	70.64	0.0	28.42	0.0	2.42	88.79	89.05	56.83	50.0	2319
0	27.032	25.02	29.07	5.5	33.44	18.54	48.61	87.76	89.56	81.87	82.81	1049
0	23.64	-33.65	0.25	78.83	0.38	8.83	29.91	32.13	33.83	58.79	40.62	2038
0	26.038	42.04	30.34	0.23	31.5	1.4	66.72	88.51	89.4	69.45	65.62	1253
0	20.026	33.37	87.12	0.0	7.73	0.0	5.28	88.75	88.89	58.7	59.38	1820
64	26.082	43.47	61.32	0.0	22.1	0.0	46.99	88.8	88.61	58.0	53.12	1059
64	24.556	40.93	23.51	0.0	62.83	0.0	36.44	88.74	88.31	58.23	53.12	1018
64	49.332	-42.84	20.49	75.56	26.47	74.51	49.63	77.33	84.08	76.05	71.88	2309
0	22.73	37.88	61.21	0.0	16.15	0.0	36.29	88.24	88.79	57.47	50.0	1808
0	23.904	39.84	26.22	0.0	36.41	0.0	56.89	88.92	89.13	57.19	56.25	2044
64	28.48	27.16	35.62	7.49	51.11	16.88	31.3	87.73	91.05	81.48	81.25	1764
64	30.998	6.93	3.34	42.69	84.76	11.0	13.2	83.14	86.74	70.03	50.0	1014
0	21.9	35.91	73.18	0.7	4.97	0.0	30.65	88.61	88.71	66.59	73.44	2524
64	52.254	-35.77	22.88	64.68	28.2	82.75	62.76	76.52	89.73	81.34	67.19	2263
0	35.736	-89.34	0.0	88.65	0.0	90.03	0.0	6.29	6.01	67.49	35.94	2089
64	21.612	22.57	5.56	16.14	1.46	0.0	84.9	30.32	29.95	8.76	29.69	1304
0	20.718	34.53	65.22	0.0	27.23	0.0	11.14	88.67	88.8	59.21	43.75	1025
64	25.618	42.7	34.39	0.0	30.58	0.0	63.12	88.24	87.98	58.81	59.38	2076
64	22.538	37.56	71.38	0.0	13.45	0.0	27.86	87.9	88.28	57.55	60.94	2295
64	23.802	39.67	25.45	0.0	17.61	0.0	75.95	86.91	87.3	58.06	42.19	1582
64	21.048	35.08	96.41	0.0	0.11	0.0	8.72	88.44	87.93	56.69	42.19	2558
0	22.752	37.92	55.05	0.0	25.72	0.0	32.99	88.44	88.79	59.04	59.38	1570
64	24.54	40.9	49.28	0.0	27.23	0.0	46.19	88.46	88.9	57.89	51.56	2504
64	22.322	37.2	54.59	0.0	32.09	0.0	24.93	88.62	88.16	58.17	35.94	1289
0	25.234	42.06	46.18	0.0	23.61	0.0	56.38	88.74	89.07	58.39	62.5	2017
64	38.956	17.42	47.45	8.42	35.93	48.58	54.4	86.69	91.46	78.46	76.56	1295
64	19.94	33.24	34.21	0.0	64.61	0.0	0.88	88.08	88.94	57.97	35.94	1770
0	21.612	36.02	85.08	0.0	8.32	0.0	14.66	88.77	88.8	58.25	62.5	1013
64	23.174	38.62	34.28	0.0	43.17	0.0	38.42	88.92	89.1	56.18	57.81	1523
0	28.79	22.36	44.98	10.41	9.72	20.34	58.5	83.6	82.89	68.89	56.25	2078
64	49.154	-43.2	24.01	70.41	27.77	79.74	43.84	71.73	81.41	76.05	67.19	2536
0	20.208	33.68	94.9	0.0	0.05	0.0	6.09	88.06	87.78	58.73	39.06	2040
0	24.208	40.35	45.83	0.0	23.82	0.0	51.39	89.45	89.13	58.11	62.5	2313
64	46.256	-22.91	34.88	49.94	42.46	70.06	33.94	84.61	88.34	80.11	70.31	1776
64	58.92	-32.54	59.13	79.88	48.89	77.01	29.69	79.56	86.36	77.87	54.69	2253
0	23.564	39.27	46.32	0.0	33.82	0.0	37.68	87.96	88.13	57.02	54.69	2026
64	24.424	40.71	66.21	0.0	5.4	0.0	50.51	89.0	88.46	57.72	48.44	1546
0	45.348	-46.31	25.8	75.91	16.91	70.36	37.76	65.24	81.32	77.2	73.44	2317
64	23.17	38.62	2.64	0.0	83.52	0.0	29.69	89.3	89.46	58.14	40.62	1324
0	20.348	33.91	99.47	0.0	0.0	0.0	2.27	85.54	85.62	58.2	37.5	1547
64	19.718	32.86	95.99	0.0	0.11	0.0	2.49	88.8	88.71	57.41	51.56	1828
0	36.134	-4.73	11.09	32.05	30.63	45.9	61.0	80.14	87.88	78.06	76.56	1565
0	42.744	-47.37	27.0	74.04	34.41	68.3	9.97	61.21	71.4	72.78	57.81	1308
0	22.326	37.21	51.74	0.0	39.22	0.0	20.67	88.94	88.72	57.69	53.12	2074
0	22.426	37.37	61.74	0.0	13.51	0.0	36.88	89.15	89.17	66.9	68.75	2572
64	56.786	-26.0	73.85	61.87	40.68	82.9	24.63	79.76	85.01	79.35	68.75	2559
0	30.638	2.76	63.36	57.89	29.82	0.07	2.05	82.71	73.79	67.43	37.5	1026
0	22.208	37.01	58.18	0.0	14.37	0.0	38.49	88.57	88.41	57.41	42.19	2281
0	21.438	34.95	45.05	0.94	25.72	0.0	35.48	86.54	86.72	58.51	46.88	2258
64	21.736	36.23	70.5	0.0	5.19	0.0	32.99	89.6	89.23	58.84	56.25	2517
64	23.874	39.79	80.25	0.0	3.78	0.0	35.34	88.61	88.62	57.67	51.56	2260
0	23.61	39.35	66.17	0.0	20.58	0.0	31.3	89.94	90.27	72.89	70.31	1080
64	21.332	35.55	68.15	0.0	31.33	0.0	7.18	88.85	89.45	58.9	56.25	2503
0	23.302	38.84	58.22	0.0	19.07	0.0	39.22	89.15	88.62	58.03	43.75	2506
0	28.416	20.19	52.8	14.62	22.74	17.98	33.94	84.59	80.78	66.84	62.5	1777
0	24.244	40.41	30.87	0.0	31.33	0.0	59.02	88.95	88.49	58.84	62.5	2548
0	25.578	42.63	89.09	0.0	14.75	0.0	24.05	44.68	44.93	0.45	26.56	2279
0	40.946	-10.89	11.23	41.52	38.2	53.44	60.34	76.65	84.03	75.13	65.62	2294
0	25.5	42.5	31.29	0.0	28.25	0.0	67.96	88.61	88.16	56.74	65.62	2511
64	25.038	41.73	19.61	0.0	21.12	0.0	84.46	88.77	89.32	59.07	56.25	1032
64	21.974	36.62	40.87	0.0	21.93	0.0	47.07	88.64	88.8	57.11	57.81	1309
0	24.164	40.27	35.52	0.0	27.82	0.0	57.48	88.66	88.59	57.5	65.62	2023
64	23.366	36.32	24.74	3.16	0.59	0.0	88.34	78.7	79.47	57.22	26.56	2065
64	42.052	-21.31	27.95	39.53	37.01	70.14	35.63	82.15	86.0	70.03	64.06	1278
0	19.992	33.32	99.96	0.0	0.0	0.0	0.0	87.33	87.96	57.83	34.38	2015
64	47.924	-55.51	36.33	85.85	16.05	76.61	24.78	75.68	85.09	80.89	68.75	1774
64	22.14	36.9	3.45	0.0	12.75	0.0	94.5	87.58	87.73	58.9	48.44	1754
0	22.164	36.94	62.02	0.0	42.57	0.0	6.23	88.47	88.67	58.2	35.94	2286
0	22.59	37.65	8.98	0.0	38.57	0.0	65.4	88.13	88.04	58.25	40.62	2563
64	21.628	36.05	74.59	0.0	25.34	0.0	8.21	88.72	88.94	59.29	46.88	1264
64	23.274	38.79	56.6	0.0	13.07	0.0	46.7	88.61	88.54	57.39	71.88	2539
0	23.252	38.75	52.02	0.0	30.15	0.0	34.09	88.72	88.44	58.62	54.69	2530
0	23.072	37.32	45.9	0.0	23.45	1.36	44.65	88.74	87.98	68.13	70.31	2275
64	20.156	33.59	97.99	0.0	0.22	0.0	2.57	88.8	88.61	57.44	60.94	2589
64	20.25	33.75	45.12	0.0	11.78	0.0	44.35	88.23	88.89	57.95	57.81	2261
0	21.076	35.12	85.29	0.0	2.27	0.0	17.82	88.99	89.2	58.34	67.19	1792
64	24.688	36.23	37.94	2.11	43.6	3.79	36.0	88.26	88.67	68.02	70.31	2544
64	20.448	34.08	87.36	0.0	12.75	0.0	2.13	86.43	86.81	58.59	42.19	1562
0	28.468	47.45	65.47	0.0	24.74	0.0	52.13	44.47	46.17	0.36	39.06	1262
64	22.87	38.12	48.79	0.0	12.26	0.0	53.3	89.05	88.29	58.11	54.69	2005
0	25.712	42.82	46.43	0.0	23.07	0.04	59.02	88.19	88.49	68.97	71.88	1005
64	39.994	-24.12	57.41	54.5	14.64	54.43	18.99	81.84	90.13	81.51	65.62	1016
64	51.482	-28.34	28.23	67.02	43.6	69.95	48.61	82.88	89.02	80.3	75.0	1557
0	46.356	-56.86	8.69	81.4	13.61	79.55	48.53	56.84	71.61	75.97	60.94	2029
0	20.914	34.86	96.55	0.0	2.81	0.0	5.21	88.9	88.9	58.25	53.12	2326
64	53.19	-45.23	32.59	74.27	56.13	86.39	16.57	74.55	83.32	78.62	71.88	2300
0	45.612	-47.55	25.62	76.49	23.66	71.79	30.5	66.66	83.95	81.9	68.75	2575
0	48.24	-31.68	35.8	71.93	34.47	62.56	36.44	77.68	74.01	67.38	57.81	1504
0	21.018	35.03	31.93	0.0	47.87	0.0	25.29	88.66	88.82	57.58	42.19	1009
0	20.716	34.53	94.9	0.0	3.4	0.0	5.28	88.69	88.8	57.86	59.38	1263
0	30.12	26.23	54.45	28.77	22.37	0.0	45.01	87.29	85.2	67.15	37.5	1002
64	25.082	32.92	44.74	1.87	36.95	8.79	33.06	87.05	86.87	67.21	70.31	2571
64	29.876	11.47	4.47	17.19	75.9	28.8	23.02	81.18	84.61	67.8	53.12	1302
64	23.194	38.66	50.58	0.0	42.52	0.0	22.87	88.21	88.44	58.23	71.88	1333
64	25.76	26.46	14.22	19.77	68.56	0.0	26.25	87.32	88.51	66.4	59.38	1085
64	25.0	41.67	46.25	0.0	19.07	0.0	59.68	88.52	88.54	57.61	60.94	1030
64	25.374	42.29	46.6	0.0	3.51	0.0	76.76	43.79	41.55	1.43	31.25	1796
64	25.208	42.01	35.69	0.0	62.34	0.0	28.01	88.69	88.77	58.45	57.81	1297
0	25.956	42.87	72.23	0.47	21.45	0.0	35.63	88.14	86.62	69.45	60.94	1503
64	19.856	33.09	78.25	0.0	6.37	0.0	14.66	88.67	88.79	56.86	45.31	1286
0	22.574	37.62	64.24	0.0	7.35	0.0	41.28	89.02	88.59	58.42	65.62	1579
0	21.86	36.43	93.98	0.0	4.32	0.0	11.0	89.27	88.74	58.11	54.69	2269
64	22.492	37.49	71.59	0.0	11.4	0.0	29.47	88.39	88.21	59.32	50.0	2009
0	22.93	38.22	82.4	0.0	7.62	0.0	24.63	88.82	88.49	57.64	43.75	1301
64	47.654	-38.58	24.15	68.42	38.79	73.19	33.72	80.76	81.21	67.85	54.69	2039
0	24.98	40.33	51.81	1.05	22.85	0.51	48.68	87.93	87.48	68.19	56.25	2012
0	40.43	-52.76	2.92	68.89	32.25	75.29	22.8	53.62	79.08	74.12	50.0	1003
64	20.944	34.9	82.86	0.0	11.08	0.0	10.78	88.47	88.36	57.44	64.06	1075
0	22.98	38.01	56.25	0.35	18.64	0.0	39.66	88.38	88.29	66.45	65.62	1511
0	23.452	38.99	35.69	0.12	41.71	0.0	39.74	88.69	89.13	68.1	62.5	1805
0	26.432	26.66	23.65	13.33	59.05	7.54	28.59	87.22	83.97	69.5	64.06	2046
0	22.028	36.71	76.63	0.0	3.08	0.0	30.43	88.85	88.0	57.92	59.38	2027
0	22.128	36.88	66.74	0.0	10.91	0.0	32.99	88.89	88.57	58.17	60.94	1056
64	45.548	-28.94	12.39	63.16	6.97	62.67	82.55	80.27	86.0	73.75	73.44	2033
0	23.186	38.64	71.77	0.0	6.7	0.0	37.46	33.65	34.05	0.08	28.12	1810
64	37.92	-17.82	37.7	80.35	18.31	16.88	36.36	83.42	83.75	70.98	57.81	1256
64	20.458	34.09	81.52	0.0	15.78	0.0	4.99	88.03	88.89	57.58	57.81	1530
64	43.394	-37.99	17.25	70.88	13.83	61.49	53.52	76.85	86.67	81.17	62.5	2518
0	20.356	33.93	94.79	0.0	0.32	0.0	6.67	89.02	89.0	58.53	64.06	1087
64	26.332	16.05	2.57	11.23	3.89	22.18	91.79	83.39	89.68	79.55	82.81	2505
64	22.092	36.82	20.1	0.0	61.91	0.0	28.45	88.69	88.11	58.76	68.75	2525
64	25.518	42.53	37.17	0.0	31.33	0.0	59.09	88.62	88.71	56.18	59.38	1803
0	23.188	38.65	34.53	0.0	24.96	0.0	56.45	88.85	88.75	57.89	62.5	2081
0	24.774	32.36	61.32	4.09	21.93	6.62	29.91	86.48	86.08	67.4	59.38	1290
64	25.964	43.27	63.64	0.0	20.21	0.0	45.97	89.12	88.44	57.44	46.88	2314
0	29.228	31.45	36.11	2.81	39.6	17.91	49.71	85.77	85.85	69.36	57.81	1551
0	21.708	36.18	70.5	0.0	18.91	0.0	19.13	88.66	88.71	67.18	56.25	2540
64	20.0	33.33	100.0	0.0	0.0	0.0	0.0	88.42	88.13	57.33	53.12	1024
0	33.226	15.86	24.01	28.07	13.18	19.35	81.52	84.02	90.16	75.43	75.0	2515
0	24.098	40.17	70.01	0.0	12.8	0.0	37.68	89.56	89.17	57.47	51.56	2581
64	28.314	21.39	33.05	5.03	46.84	25.93	30.72	87.27	87.67	69.45	54.69	1259
0	24.56	40.93	41.46	0.0	12.64	0.0	68.7	88.61	88.57	57.19	56.25	1086
64	21.464	25.54	94.61	12.28	0.43	0.0	0.0	72.49	72.26	57.64	35.94	2067
64	26.232	43.53	22.46	0.12	61.26	0.11	47.21	87.37	90.82	73.56	62.5	1515
64	46.766	-50.14	14.04	74.04	22.69	79.66	43.4	71.68	77.49	75.57	71.88	2585
0	24.98	41.64	21.47	0.0	20.15	0.0	83.28	88.9	88.62	58.34	43.75	2532
64	43.1	-28.84	11.72	55.09	37.44	65.72	45.53	72.69	83.97	76.97	54.69	2514
64	20.098	33.5	72.62	0.0	20.69	0.0	7.18	88.47	88.72	59.71	40.62	2580
64	44.546	-27.24	38.82	39.18	12.64	82.6	49.49	74.72	85.42	71.49	67.19	1291
0	21.242	35.41	74.02	0.0	1.4	0.0	30.79	87.7	88.71	57.55	46.88	2022
64	26.96	33.84	33.23	0.0	42.73	13.31	45.53	87.19	90.57	69.19	60.94	2272
64	21.03	35.05	90.71	0.0	8.21	0.0	6.23	88.92	88.77	58.59	46.88	1818
64	38.854	-6.28	37.94	65.5	59.86	19.75	11.22	83.72	84.96	68.21	70.31	1045
64	22.592	37.66	63.67	0.0	16.96	0.0	32.33	88.75	88.31	58.67	57.81	1288
64	21.128	35.21	70.4	0.0	3.13	0.0	32.11	88.16	88.66	59.01	57.81	1258
0	45.672	-30.5	38.65	57.08	30.31	70.87	31.45	76.39	73.2	67.35	45.31	1066
64	22.052	36.75	81.94	0.0	10.43	0.0	17.89	88.74	88.36	57.53	54.69	1265
64	60.398	-37.39	38.72	75.44	34.85	90.22	62.76	76.98	88.61	80.44	75.0	2293
64	35.992	0.97	63.67	35.56	29.55	35.27	15.91	86.38	87.6	68.38	54.69	1761
64	25.256	36.55	34.11	2.46	51.43	4.19	34.09	87.37	88.23	66.93	76.56	2522
64	44.838	-20.22	17.49	50.06	36.09	63.88	56.67	78.07	87.55	73.78	68.75	1022
0	24.578	40.97	51.21	0.0	44.41	0.0	27.27	88.75	88.64	58.23	53.12	1549
64	21.782	36.3	73.39	0.0	8.54	0.0	26.98	88.49	88.69	56.97	53.12	2299
64	22.788	37.98	31.57	0.0	32.74	0.0	49.63	88.16	87.75	58.42	62.5	1555
0	20.58	34.3	98.2	0.0	0.59	0.0	4.11	89.68	88.64	58.56	50.0	2520
0	38.58	-18.79	14.19	49.24	38.47	50.46	40.54	67.92	79.05	73.84	54.69	1251
64	24.77	40.93	35.73	0.35	37.33	0.07	50.37	88.47	87.81	67.32	65.62	1771
0	20.882	34.8	84.41	0.0	8.64	0.0	11.36	88.44	88.85	58.45	39.06	2024
0	24.998	41.66	19.85	0.0	57.27	0.0	47.87	88.56	88.36	57.95	60.94	2305
0	21.388	35.65	38.79	0.0	47.7	0.0	20.45	88.52	88.66	56.02	51.56	1522
64	22.428	37.38	65.96	0.0	0.65	0.0	45.53	88.72	88.67	57.36	51.56	2508
64	40.882	-14.58	29.0	53.22	65.8	46.05	10.34	80.6	86.58	71.29	68.75	2531
0	29.992	16.98	21.08	24.68	13.61	14.93	75.66	85.7	92.17	82.51	65.62	1007
0	23.042	38.4	33.47	0.0	17.88	0.0	63.86	89.43	88.8	57.81	59.38	2287
0	22.41	37.35	85.46	0.0	7.46	0.0	19.13	88.94	88.59	57.55	60.94	1804
64	23.112	38.52	7.85	0.0	31.98	0.0	75.73	88.24	88.33	58.95	46.88	1799
0	22.362	37.27	60.89	0.0	16.1	0.0	34.82	89.0	88.94	58.51	53.12	2512
64	48.02	-32.09	63.11	60.58	23.61	73.96	18.84	81.09	84.86	67.6	56.25	1300
64	20.484	34.14	95.46	0.0	0.0	0.0	6.96	88.26	88.51	57.69	50.0	1502
64	48.018	-38.92	8.52	70.18	39.71	72.56	49.12	80.56	85.67	70.93	57.81	1775
64	25.31	42.18	23.06	0.0	26.36	0.0	77.13	88.51	88.59	57.83	45.31	1765
64	21.476	35.79	57.2	0.0	43.44	0.0	6.74	89.18	88.61	58.7	45.31	1079
0	23.08	38.46	36.54	0.0	45.87	0.0	32.99	88.0	88.01	58.34	39.06	2289
0	25.04	41.73	47.45	0.0	22.1	0.0	55.65	88.67	88.51	57.86	50.0	1323
64	26.05	39.67	31.89	2.22	22.53	2.28	71.33	88.04	89.56	72.41	70.31	2284
64	23.534	39.22	25.45	0.0	17.88	0.0	74.34	88.95	88.85	58.11	65.62	1071
64	21.156	35.26	19.68	0.0	76.72	0.0	9.38	88.74	88.64	58.09	51.56	2255
64	23.66	39.43	21.37	0.0	18.26	0.0	78.67	88.44	88.99	58.76	64.06	1778
0	21.428	35.71	86.06	0.0	8.54	0.0	12.54	87.85	87.65	58.23	46.88	1752
0	22.06	36.77	66.98	0.0	9.08	0.0	34.24	88.66	88.64	57.53	48.44	1782
0	31.078	-4.68	8.91	34.27	7.89	33.5	70.82	78.6	89.66	81.84	78.12	2562
0	24.47	40.2	32.21	0.7	31.6	0.0	57.84	88.77	88.52	67.04	71.88	2306
0	44.53	-45.09	3.91	66.08	22.64	77.09	52.93	65.6	83.01	81.14	70.31	2574
64	50.24	-29.22	13.41	75.67	32.09	59.87	70.16	78.98	84.41	68.07	57.81	1335
0	38.156	-58.89	15.52	68.42	23.07	78.56	5.21	58.54	81.54	83.16	73.44	1072
0	20.314	33.86	47.2	0.0	11.99	0.0	42.38	88.31	88.28	58.87	37.5	2057
64	43.042	-19.97	14.11	38.48	26.9	71.57	64.15	82.79	85.85	74.34	56.25	2576
0	28.494	24.12	48.33	10.06	32.52	17.98	33.58	86.66	84.3	67.24	59.38	1827
64	25.754	42.92	50.76	0.0	18.04	0.0	59.97	88.52	88.61	57.33	46.88	1255
0	40.414	-38.12	22.63	67.25	25.45	59.32	27.42	71.81	85.96	82.04	68.75	2019
64	22.53	37.55	36.11	0.0	55.43	0.0	21.11	88.38	88.72	59.15	40.62	2088
64	24.848	41.41	33.09	0.0	44.3	0.0	46.85	89.25	88.62	59.07	62.5	1532
64	31.118	18.45	33.72	2.81	23.12	37.29	58.65	86.36	87.15	68.07	67.19	1055
64	49.506	-55.95	27.95	81.05	35.76	85.1	17.67	74.98	86.03	79.91	73.44	2288
0	39.492	-7.04	73.5	58.01	33.01	29.42	3.52	85.95	76.8	70.84	50.0	1064
64	48.34	-40.2	33.33	69.12	50.84	75.8	12.61	79.56	83.54	73.2	57.81	2557
64	22.02	36.7	52.02	0.0	17.02	0.0	41.06	88.72	88.62	58.53	71.88	1759
64	20.21	33.68	70.15	0.0	18.8	0.0	12.1	88.62	89.07	58.84	42.19	1276
0	35.054	-11.41	42.7	37.19	20.48	46.6	28.3	84.86	86.62	81.42	70.31	1575
0	34.89	-11.05	6.16	83.04	82.17	0.0	3.08	74.29	73.07	69.22	46.88	2553
64	24.696	41.16	33.83	0.0	42.95	0.0	46.7	89.05	89.37	55.46	40.62	1540
64	20.222	31.75	98.77	2.34	0.0	0.0	0.0	79.97	80.8	57.19	34.38	1277
0	21.736	36.23	71.07	0.0	6.16	0.0	31.45	89.17	88.31	59.37	53.12	2055
64	21.254	35.42	72.4	0.0	21.99	0.0	11.88	89.37	89.04	58.31	59.38	2292
0	20.58	34.3	96.13	0.0	2.22	0.0	4.55	88.57	88.61	58.03	46.88	1512
0	44.262	-46.2	25.41	70.41	37.49	73.56	14.44	62.07	71.48	71.4	67.19	2004
0	32.68	17.14	16.19	44.8	23.01	0.0	79.4	87.9	88.61	71.96	67.19	1328
0	47.786	-48.97	9.93	81.29	11.4	73.04	63.27	70.48	79.57	75.27	73.44	2054
64	22.882	38.13	27.67	0.0	28.53	0.0	58.21	88.33	88.61	57.97	56.25	1574
0	27.176	27.98	51.74	7.02	23.55	13.76	39.81	87.33	85.44	66.79	62.5	1791
0	20.602	34.34	89.3	0.0	1.03	0.0	12.68	88.51	88.79	56.77	57.81	2500
0	24.878	41.46	52.41	0.0	8.27	0.0	63.71	88.54	88.41	58.2	59.38	1252
0	46.366	-48.0	24.43	78.36	37.28	71.97	19.79	76.21	65.51	81.7	68.75	2320
0	26.324	37.21	29.04	1.64	31.82	6.36	62.76	87.75	90.37	71.57	68.75	1509
0	22.946	38.25	56.21	0.0	1.78	0.0	56.74	35.22	34.49	0.11	26.56	2579
0	26.882	29.34	26.54	14.74	29.93	3.82	59.38	88.57	85.29	77.67	70.31	1325
64	28.696	20.6	25.94	13.8	68.67	18.87	16.2	87.12	88.29	70.17	68.75	1516
0	25.29	42.15	37.49	0.0	45.92	0.0	43.04	89.07	88.14	58.34	50.0	1303
0	24.408	40.68	6.2	0.0	41.06	0.0	74.78	88.57	88.62	59.18	46.88	1294
0	22.658	37.66	35.23	0.12	21.56	0.0	56.38	88.62	87.73	66.82	51.56	1529
64	36.24	2.94	35.9	9.12	20.04	59.84	56.3	84.99	85.49	69.53	54.69	1757
0	33.944	5.04	32.88	29.36	48.46	32.48	26.54	82.88	84.08	70.76	57.81	2577
0	21.282	35.47	61.42	0.0	16.1	0.0	28.89	89.17	88.29	68.69	56.25	1315
64	24.266	40.44	67.93	0.0	6.92	0.0	46.48	88.39	88.49	58.48	43.75	2566
64	46.478	-22.38	41.53	45.85	24.64	73.96	46.41	78.42	78.3	66.76	62.5	1065
0	24.28	40.47	35.8	0.0	40.73	0.0	44.87	88.59	88.11	59.63	59.38	1312
64	27.986	25.88	29.88	9.36	51.7	15.56	33.43	87.22	87.2	68.77	67.19	2274
64	23.682	39.47	32.63	0.0	48.46	0.0	37.32	88.39	88.01	58.31	50.0	1068
64	25.032	41.72	29.92	0.0	22.15	0.0	73.09	88.23	88.9	57.19	54.69	1545
64	42.932	-32.45	1.09	58.6	58.56	66.2	30.21	77.16	85.07	72.3	73.44	1578
64	24.51	40.85	67.19	0.0	18.48	0.0	36.88	88.49	88.21	59.23	56.25	2042
64	27.99	30.47	73.85	7.02	33.93	12.39	12.76	88.11	91.41	75.63	76.56	2568
0	21.298	35.5	54.52	0.0	9.08	0.0	42.89	88.62	88.75	57.67	59.38	1062
64	23.952	39.21	32.45	0.82	26.26	0.04	60.19	88.61	88.77	67.54	60.94	2273
0	46.978	-42.38	13.41	65.85	51.16	78.96	25.51	64.98	69.37	68.8	54.69	2083
0	21.05	35.08	69.59	0.0	5.67	0.0	29.99	88.44	88.71	58.65	51.56	1536
64	42.402	-34.05	17.39	45.26	63.53	80.4	5.43	79.89	86.89	81.03	76.56	1581
0	24.188	22.69	39.88	5.26	28.53	15.89	31.38	84.76	89.28	77.59	65.62	2035
0	23.566	39.28	15.45	0.0	51.65	0.0	50.73	89.04	89.4	58.25	56.25	1501
0	38.88	2.52	34.32	28.07	31.6	46.67	53.74	85.49	86.33	74.65	78.12	2296
64	39.164	8.02	46.15	20.82	75.9	47.89	5.06	87.0	89.88	81.65	67.19	2307
64	44.81	-16.81	43.37	59.18	30.2	50.61	40.69	85.12	89.99	80.67	65.62	0000
64	21.15	35.25	49.67	0.0	13.56	0.0	42.52	88.54	88.69	56.91	59.38	2587
64	32.898	8.25	24.22	23.86	62.83	32.03	21.55	84.26	84.78	68.66	65.62	2047
0	41.912	-34.61	10.21	59.88	21.29	65.47	52.71	70.24	86.13	82.51	71.88	2328
0	23.32	37.7	19.04	1.4	22.04	0.0	74.12	76.88	76.93	57.64	45.31	1786
64	24.5	40.84	64.48	0.0	18.58	0.0	39.44	88.24	88.61	57.13	53.12	1751
0	23.322	38.87	39.63	0.0	26.69	0.0	50.29	88.28	88.72	57.61	39.06	1814
64	37.68	-3.43	49.1	30.64	22.8	48.84	37.02	85.07	83.09	68.38	48.44	2329
0	22.622	37.31	82.26	0.47	20.26	0.0	10.12	81.47	81.39	59.09	42.19	1034
64	20.156	32.72	87.36	1.05	0.05	0.0	12.32	82.02	82.05	57.47	35.94	2318
64	32.622	15.34	39.35	8.19	27.07	38.65	49.85	85.22	85.37	66.31	62.5	1779
64	48.366	-37.64	22.88	62.57	35.55	79.33	41.5	78.47	85.39	74.01	73.44	2282
0	48.522	-37.61	18.9	77.08	32.04	65.1	49.49	75.63	74.64	69.42	57.81	2008
64	53.58	-46.87	21.82	89.01	7.67	74.4	75.0	70.53	75.33	64.97	43.75	2276
0	43.57	-17.35	38.82	45.15	27.66	62.82	43.4	81.89	81.21	68.33	57.81	1825
0	47.414	-33.82	36.96	62.22	26.8	73.19	37.9	75.99	75.76	68.07	51.56	2582
0	33.144	7.11	18.44	7.37	49.27	50.39	40.25	78.9	82.38	71.6	67.19	2551
64	21.568	35.95	92.33	0.0	1.73	0.0	13.78	88.72	88.33	58.0	54.69	1052
0	20.986	34.98	8.94	0.0	82.5	0.0	13.49	89.65	87.45	71.8	59.38	2068
64	23.404	39.01	11.37	0.0	67.75	0.0	37.9	88.66	88.89	57.22	43.75	2257
64	26.856	19.26	14.68	11.11	2.05	19.49	86.95	85.12	89.04	76.75	81.25	2327
64	20.982	34.97	96.48	0.0	2.27	0.0	6.16	88.99	88.89	58.87	60.94	1316
64	22.852	38.08	32.84	0.0	17.56	0.0	63.86	88.84	88.95	58.23	42.19	1569
0	22.344	37.24	76.1	0.0	17.07	0.0	18.55	88.56	88.71	57.72	62.5	2259
64	20.602	34.34	95.56	0.0	1.73	0.0	5.72	88.9	89.12	59.09	51.56	1813
0	43.856	-13.85	23.02	51.23	34.74	53.11	57.18	79.08	78.24	67.52	57.81	1269
