K	ADVFM_AVG	ADVFM_in	ADVFM_on	ADVFM_near	ADVFM_behind	ADVFM_under	FM	PT	ID
 0	71.6147	51.5633	37.24	90.1033	88.54	90.6267	87.9133	83.23	0658
 0	71.666	58.5933	57.2933	80.4667	80.9867	80.99	81.04	82.5033	0870
 0	71.822	66.1433	60.1567	76.5633	77.3433	78.9033	80.73	78.2267	0405
 0	71.98	58.3333	55.47	78.3867	84.6367	83.0733	82.9167	81.46	0328
 0	72.0833	66.6667	72.3933	67.45	75.7833	78.1233	80.2067	80.1033	0420
 0	72.0834	49.4767	46.0967	86.7167	90.8867	87.24	85.8333	81.9767	0885
 0	72.2407	48.7	46.0967	85.16	89.32	91.9267	83.6433	80.5233	0808
 0	72.3453	52.6067	55.73	83.8567	82.03	87.5033	87.1867	81.4567	0402
 0	72.552	45.8333	57.0333	83.0733	86.1967	90.6233	85.8333	83.54	0068
 0	73.0213	62.5	61.46	76.04	80.47	84.6367	80.9367	81.0433	0759
 0	73.1773	61.1933	49.74	82.5533	86.2	86.2	86.25	82.1867	0874
 0	73.6993	69.5333	41.4067	88.0233	84.1167	85.4167	84.69	81.77	0124
 0	73.802	66.6667	58.0733	79.9467	82.2933	82.03	81.8733	80	0342
 64	34.6867	89.06	84.3733	0	0	0	16.77	79.5833	0761
 64	34.9487	86.46	88.2833	0	0	0	8.22667	81.3533	0403
 64	35.3653	90.8867	85.94	0	0	0	11.6667	82.19	0129
 64	35.416	87.76	89.32	0	0	0	11.56	81.6667	0612
 64	35.52	88.8	88.8	0	0	0	11.5633	79.0633	0382
 64	35.5727	88.5433	89.32	0	0	0	9.06	81.25	0939
 64	35.6767	89.8433	88.54	0	0	0	10.4167	80.7267	0584
 64	35.7287	89.5833	89.06	0	0	0	11.46	80.6233	0542
 64	35.7293	91.4067	86.46	0.78	0	0	16.6667	78.9533	0074
 64	35.8327	89.5833	89.58	0	0	0	8.96	79.48	0177
 64	36.0933	92.7067	85.94	1.82	0	0	18.1267	80.6267	0165
 64	36.1973	90.1033	90.8833	0	0	0	8.85667	79.8967	0184
 64	37.812	93.49	85.4167	8.33333	0.78	1.04	27.5	79.4767	0112
 64	39.166	88.28	81.25	16.4067	5.98667	3.90667	32.29	79.48	0089
 64	40.9893	27.3433	1.82333	45.31	75.52	54.95	65.94	59.1667	0379
 64	42.4467	86.4567	69.27	30.2067	16.1467	10.1533	43.54	77.81	0076
 64	43.4893	85.6767	68.49	31.25	20.05	11.98	45.4167	78.5433	0329
 64	50.4173	8.85333	3.38667	84.3767	86.46	69.01	71.3567	56.1433	0819
 64	50.8847	78.9067	58.33	48.6967	48.1767	20.3133	59.8967	78.0233	0387
 64	51.1473	71.8767	51.8233	56.51	48.18	27.3467	66.3533	77.8133	0565
 64	51.7194	86.72	73.1767	41.1467	41.4067	16.1467	54.8967	78.44	0038
 64	51.9267	76.5633	56.51	51.3	46.8767	28.3833	64.8967	81.0433	0679
 64	55.208	68.49	55.73	54.9467	60.9367	35.9367	69.7933	80.8333	0668
 64	56.0933	78.1233	58.8533	51.5633	54.4267	37.5	65.6267	83.6433	0780
 64	56.1467	76.8233	58.3367	54.95	52.6033	38.02	65.5233	77.29	0108
 64	57.3447	0.52	0	96.3567	98.96	90.8867	83.9567	58.2267	0656
 64	57.8633	71.8733	52.34	65.6233	52.3433	47.1367	71.25	79.27	0566
 64	57.9153	74.4767	54.69	59.6333	61.9767	38.8	71.25	79.27	0399
 64	58.592	62.24	37.4967	67.4467	76.56	49.2167	74.6867	80.9367	0277
 64	58.5927	75	71.0933	45.57	52.0833	49.2167	66.2467	80.9367	0309
 64	58.646	0	0	96.8767	99.74	96.6133	86.77	58.1233	0438
 64	58.6467	42.97	17.1867	87.7633	85.94	59.3733	82.6067	76.4567	0773
 64	58.7487	38.28	11.46	86.4567	89.06	68.4867	84.5867	76.98	0624
 64	59.166	74.4767	64.5833	54.6867	57.03	45.0533	66.1467	80.6233	0057
 64	59.3747	84.3733	48.6967	46.6133	62.2433	54.9467	61.3533	78.2267	0579
 64	59.3753	0	0	99.22	100	97.6567	86.2533	58.3333	0134
 64	59.6347	36.7167	12.5	86.1967	90.1033	72.6567	84.17	79.3733	0126
 64	59.636	0	0	99.74	100	98.44	87.1867	57.3967	0114
 64	59.688	0	0	98.96	100	99.48	86.6667	59.48	0272
 64	59.844	0	0	100	100	99.22	88.8533	55.94	0531
 64	59.8447	81.5133	63.8033	50.5233	61.1967	42.1867	69.6867	80.1033	0778
 64	59.896	0	0	100	100	99.48	87.9167	58.0233	0346
 64	59.896	2.86	0.26	98.44	99.48	98.44	90.73	81.04	0024
 64	59.948	0	0	100	100	99.74	87.9167	58.54	0025
 64	59.948	0	0	100	100	99.74	90.5233	57.3967	0167
 64	59.948	0	0	99.74	100	100	87.5033	59.1667	0058
 64	59.9993	3.90333	1.04	99.48	96.3533	99.22	90.52	78.8533	0308
 64	60	0	0	100	100	100	86.6667	57.8133	0016
 64	60	0	0	100	100	100	87.2933	58.6467	0128
 64	60	0	0	100	100	100	87.3933	59.1667	0762
 64	60	0	0	100	100	100	87.7067	56.88	0154
 64	60	0	0	100	100	100	87.9133	57.3933	0551
 64	60	0	0	100	100	100	88.02	56.2467	0763
 64	60	0	0	100	100	100	88.02	56.77	0323
 64	60	0	0	100	100	100	88.1267	54.48	0932
 64	60	0	0	100	100	100	88.44	55.7267	0004
 64	60	0	0	100	100	100	88.6433	60.6267	0598
 64	60	0	0	100	100	100	88.75	56.98	0597
 64	60	0	0	100	100	100	89.1633	55.1033	0804
 64	60	0	0	100	100	100	89.48	56.46	0370
 64	60	0	0	100	100	100	89.69	63.1233	0562
 64	60.0513	13.54	3.12333	95.3133	97.3967	90.8833	88.6467	77.08	0807
 64	60.2593	75.52	60.4133	57.81	58.3333	49.22	72.1867	78.1267	0092
 64	60.2607	46.3567	21.8733	89.0633	84.3733	59.6367	79.9967	81.25	0638
 64	60.26	73.4367	50.52	55.2067	59.8967	62.24	74.1667	79.9967	0506
 64	60.3127	2.86333	0.78	99.22	99.22	99.48	89.8967	80.2067	0899
 64	60.3127	9.37667	2.08	97.1367	97.6567	95.3133	90.21	79.5867	0160
 64	60.3133	4.68667	1.56	98.44	98.18	98.7	89.5833	79.3767	0436
 64	60.5747	6.77333	0.26	98.44	98.96	98.44	89.3767	81.8733	0251
 64	60.7307	7.03333	0.78	98.44	98.18	99.22	91.04	79.3767	0374
 64	60.7813	8.33667	1.56	97.1333	99.22	97.6567	88.02	79.48	0316
 64	60.782	18.23	4.17	95.5733	95.31	90.6267	86.8767	77.81	0869
 64	60.78	2.34	2.34	99.48	100	99.74	89.6867	78.8533	0774
 64	60.78	76.04	52.34	65.1033	68.23	42.1867	71.25	79.8967	0751
 64	60.834	5.99	0.78	98.44	99.48	99.48	91.56	80.73	0027
 64	60.938	7.29333	2.34333	99.22	97.3967	98.4367	90.52	80.9367	0660
 64	61.042	7.55333	1.04	99.22	97.9167	99.48	90.6267	83.44	0632
 64	61.0947	4.94667	3.90667	98.7	98.44	99.48	91.6667	78.6467	0085
 64	61.1973	1.82	8.33333	98.1767	99.74	97.9167	90.83	80.1067	0384
 64	61.198	12.24	2.60333	98.18	96.0933	96.8733	90	78.4367	0032
 64	61.1987	10.4167	3.90333	97.92	97.1367	96.6167	87.9167	79.79	0901
 64	61.1987	4.42667	5.99	97.1367	99.48	98.96	91.25	83.0233	0428
 64	61.2487	73.4367	69.27	50.26	61.7167	51.56	74.79	81.3533	0847
 64	61.25	28.1267	4.68667	93.23	94.01	86.1967	86.46	77.3933	0071
 64	61.302	9.11667	2.6	98.18	96.6133	100	89.1667	82.8167	0146
 64	61.3553	16.93	0.78	96.3533	97.4	95.3133	89.7933	81.46	0818
 64	61.356	11.72	1.3	97.92	97.92	97.92	90.21	79.9	0145
 64	61.4053	70.83	68.4933	56.2467	55.73	55.7267	71.4567	79.27	0062
 64	61.406	35.94	15.8833	89.8433	88.02	77.3433	82.6067	79.8967	0119
 64	61.4573	25.52	5.72667	92.1867	94.0133	89.84	88.6467	80.9367	0397
 64	61.458	70.0533	69.0133	62.7567	60.1533	45.3133	71.8733	81.3533	0175
 64	61.4593	19.01	6.25	96.0933	98.44	87.5033	89.1667	76.77	0524
 64	61.5127	16.93	4.43	97.4	95.8333	92.97	89.6867	77.6033	0908
 64	61.6153	17.1867	2.86333	95.8367	96.0933	96.0967	88.54	78.54	0915
 64	61.6673	12.24	6.50667	97.66	94.7933	97.1367	87.8133	79.1633	0006
 64	61.6673	6.25	5.98667	98.7	98.18	99.22	90.73	82.19	0037
 64	61.7187	12.76	1.56	98.96	96.3533	98.96	90.52	82.3933	0677
 64	61.72	13.5433	1.3	97.66	97.3967	98.7	89.4767	79.0633	0904
 64	61.77	27.6	11.72	93.75	94.79	80.99	88.4367	78.4367	0321
 64	61.772	8.59333	11.72	98.18	95.8333	94.5333	88.8567	81.1467	0594
 64	61.8247	9.63667	5.73	98.18	97.1367	98.44	90.21	80.4167	0127
 64	61.8753	5.20667	7.81	98.44	98.96	98.96	89.2667	82.0833	0039
 64	61.9267	16.6667	2.34333	96.09	98.7	95.8333	89.8933	81.3533	0919
 64	61.9273	14.58	2.34	97.66	98.44	96.6167	88.3333	79.06	0555
 64	61.928	74.22	76.5633	53.3867	47.4	58.07	71.4567	80.2067	0336
 64	61.9793	10.4167	8.85333	95.8333	95.8333	98.96	90.8333	82.1867	0322
 64	61.9794	14.06	4.16667	96.8767	97.3967	97.3967	89.5867	80.52	0050
 64	61.98	11.72	2.08	98.7	98.96	98.44	92.3933	80.8333	0097
 64	61.98	12.76	3.90667	96.8767	98.1767	98.18	89.6867	81.56	0789
 64	62.2907	66.1433	60.6767	58.5933	63.28	62.76	72.6033	80.73	0618
 64	62.2913	72.3933	76.04	57.0333	52.8667	53.1233	68.1233	79.1667	0011
 64	62.344	16.1467	4.16333	97.1367	96.8767	97.3967	89.8967	80.8333	0093
 64	62.3447	14.32	4.16667	97.3967	97.66	98.18	89.5833	81.5633	0906
 64	62.396	39.0633	9.89667	88.28	91.1467	83.5933	85.2067	78.96	0394
 64	62.3967	19.0133	4.42667	96.3567	95.8333	96.3533	87.2933	78.6467	0183
 64	62.448	56.51	33.5933	78.9067	81.2467	61.9833	77.0833	77.0833	0806
 64	62.4993	31.2467	7.81333	94.79	92.9667	85.68	88.02	81.1467	0609
 64	62.5007	17.1867	4.42667	96.8767	95.5733	98.44	89.3767	80.73	0649
 64	62.5527	8.85333	5.99	99.22	99.22	99.48	91.56	79.5833	0315
 64	62.5533	11.72	7.03333	97.6567	97.9167	98.44	88.1267	79.5833	0311
 64	62.656	20.3133	2.34	96.8767	99.48	94.27	89.1667	78.4367	0273
 64	62.7607	75	78.9033	53.3867	55.21	51.3033	70.94	79.3733	0607
 64	62.7613	22.3967	5.47	95.31	96.6167	94.0133	89.2733	78.5433	0381
 64	62.8133	13.28	8.07333	96.8733	97.92	97.92	89.79	80.3133	0772
 64	62.8647	30.99	8.07333	92.1867	94.7933	88.28	87.9167	78.6433	0118
 64	62.9167	26.04	9.37667	94.53	96.0967	88.54	88.75	79.8967	0104
 64	62.9173	23.4367	3.64667	96.3567	95.0533	96.0933	88.1267	82.0833	0525
 64	62.9693	14.8433	8.85667	97.6567	96.3533	97.1367	90.21	79.1667	0840
 64	62.9694	22.3967	3.90667	96.6167	95.05	96.8767	87.9167	80.9367	0543
 64	63.0213	14.32	13.8	95.5767	95.3167	96.0933	88.3333	80.6267	0091
 64	63.0733	25.52	14.0633	90.6267	94.7933	90.3633	85.73	78.7533	0628
 64	63.1767	15.1033	17.7067	93.49	97.1367	92.4467	88.9567	79.4767	0871
 64	63.1787	16.4067	6.77	97.92	96.8767	97.92	88.6467	80.8333	0816
 64	63.2287	43.7467	21.8733	85.6767	86.98	77.8667	83.3333	81.7667	0776
 64	63.23	36.72	57.29	71.6167	74.22	76.3033	78.9567	79.8967	0137
 64	63.2807	27.34	14.0633	92.7067	91.1467	91.1467	88.8567	80.3133	0415
 64	63.2807	7.55	13.02	98.1767	98.4367	99.22	90.83	80.31	0033
 64	63.282	11.7167	13.0233	98.18	95.31	98.18	88.96	80.83	0848
 64	63.282	22.6567	2.60333	98.18	95.8333	97.1367	89.6867	82.3967	0319
 64	63.3333	9.63333	12.2367	98.18	97.6567	98.96	91.04	82.0833	0833
 64	63.384	23.4367	4.68333	97.9167	94.27	96.6133	88.1233	80.1067	0180
 64	63.3847	35.6733	16.1467	89.8433	93.75	81.51	86.6667	77.7067	0390
 64	63.3853	20.8333	4.94667	97.1367	96.09	97.92	89.6867	81.9767	0647
 64	63.386	15.8867	14.8433	94.5333	95.5733	96.0933	89.5867	80.7267	0556
 64	63.386	18.49	2.08	98.96	98.44	98.96	88.75	81.15	0666
 64	63.4893	49.7367	23.96	88.28	85.1567	70.3133	85	75.8333	0132
 64	63.49	7.81	16.1467	97.9167	97.3967	98.18	91.3533	82.19	0250
 64	63.5427	19.53	7.29333	96.0933	96.0967	98.7	90.21	82.5	0034
 64	63.5933	32.8133	12.5	94.53	91.9267	86.1967	87.0833	79.0633	0589
 64	63.5947	17.9667	4.42667	98.7	97.92	98.96	90	82.8133	0859
 64	63.6453	24.74	5.46667	95.31	95.0533	97.6567	86.77	80.6267	0834
 64	63.6987	14.3233	12.5	98.18	95.8333	97.6567	89.69	80.9367	0105
 64	63.6993	5.47	21.0933	97.92	95.8333	98.18	89.6867	80	0645
 64	63.7507	20.8333	8.85333	98.44	94.27	96.3567	90.6267	81.25	0430
 64	63.7507	23.96	15.1067	93.75	93.23	92.7067	89.6867	78.4367	0775
 64	63.8033	17.19	8.07333	98.44	96.3533	98.96	90.21	80.21	0857
 64	63.856	15.3667	8.33333	98.7	97.66	99.22	90.52	82.9167	0064
 64	63.9587	6.25	22.3967	96.3533	95.8333	98.96	89.3733	80.73	0642
 64	63.96	26.3033	7.81333	96.0933	93.7533	95.8367	88.7533	82.0833	0922
 64	64.062	34.8967	10.1533	91.1433	90.6233	93.4933	89.0633	79.4767	0875
 64	64.0627	67.97	77.8667	57.55	55.7267	61.2	74.27	79.7933	0792
 64	64.0634	67.1867	58.3367	66.4067	62.5	65.8867	73.23	80.0033	0259
 64	64.114	27.6033	26.3	91.9267	89.3233	85.4167	86.46	78.2333	0260
 64	64.1147	26.3033	9.37667	95.3133	94.53	95.05	86.4567	81.8733	0826
 64	64.166	64.0633	67.4467	60.4167	63.54	65.3633	74.2733	80.73	0095
 64	64.2187	13.8033	20.8333	96.8767	94.53	95.05	86.98	81.3533	0313
 64	64.2693	56.25	34.8933	82.29	78.6433	69.27	81.46	77.0867	0174
 64	64.2694	28.6467	18.4867	92.9667	93.23	88.0167	87.0833	79.69	0532
 64	64.2713	32.5533	11.2	90.6233	92.9667	94.0133	88.54	79.79	0012
 64	64.2714	12.4967	16.9267	97.1367	97.1367	97.66	89.48	81.8767	0802
 64	64.27	29.1633	13.02	92.7067	95.8367	90.6233	87.2933	80.8333	0831
 64	64.27	69.27	74.74	60.9367	59.3733	57.03	72.3933	80.21	0784
 64	64.3233	77.0833	50.7833	61.98	71.0933	60.6767	72.7067	82.5	0106
 64	64.3753	35.68	11.98	92.9667	91.1467	90.1033	87.6067	77.81	0827
 64	64.428	23.1767	9.89667	94.7933	95.5733	98.7	89.6867	78.54	0599
 64	64.478	33.59	16.9267	90.1067	91.1433	90.6233	85.6233	81.46	0310
 64	64.4787	36.98	16.4033	93.75	91.9267	83.3333	86.4567	80.2067	0063
 64	64.5313	29.6867	16.6667	90.8833	94.0133	91.4067	88.0233	81.8733	0009
 64	64.5313	63.2833	39.0633	76.8233	75.78	67.7067	78.75	80.1033	0022
 64	64.688	19.53	15.8867	95.3133	95.3133	97.3967	89.48	81.25	0757
 64	64.688	6.24667	23.1767	98.7	97.1367	98.18	88.75	78.3367	0433
 64	64.6893	22.1367	11.2	98.18	94.53	97.4	89.48	79.8933	0325
 64	64.7393	23.4367	14.5833	94.79	94.5333	96.3533	89.2733	81.7733	0923
 64	64.7407	22.6567	11.46	96.8767	94.53	98.18	88.8567	80.6267	0169
 64	64.74	29.1633	9.63667	96.6167	93.49	94.7933	90.1033	79.06	0391
 64	64.74	54.6867	22.3967	86.72	83.5933	76.3033	81.5633	79.6867	0851
 64	64.7927	19.27	17.1867	94.0133	95.8333	97.66	88.7467	80.2067	0373
 64	64.7927	19.79	12.5033	98.44	95.05	98.18	89.48	78.9567	0898
 64	64.8433	28.3833	11.1967	94.79	92.97	96.8767	88.8533	81.56	0256
 64	64.844	30.4667	2.86333	97.1367	97.1367	96.6167	88.4367	80.1067	0501
 64	64.8973	73.7	77.6067	54.1667	58.5933	60.42	76.1467	81.25	0627
 64	64.9493	28.3833	8.85667	95.3133	95.3133	96.88	88.6433	82.1867	0413
 64	64.9993	50.78	29.6867	82.8133	83.5933	78.1233	82.9133	81.3567	0593
 64	65.0513	19.53	17.7067	94.79	97.1367	96.0933	88.23	82.2933	0318
 64	65.0513	22.1333	14.0633	96.6133	95.57	96.8767	90.21	79.3733	0147
 64	65.0527	24.48	17.45	95.8333	94.7933	92.7067	89.79	78.96	0535
 64	65.0533	19.79	14.5833	97.66	96.0967	97.1367	89.6867	78.2267	0444
 64	65.104	43.75	23.6967	86.46	89.8433	81.77	87.71	79.06	0530
 64	65.1553	68.7467	61.4567	64.0633	68.23	63.28	79.6833	81.8733	0890
 64	65.156	36.7167	12.24	93.49	92.7067	90.6267	88.12	77.9167	0100
 64	65.1567	28.9033	13.8033	95.5767	94.5333	92.9667	88.5467	81.8767	0287
 64	65.1573	29.1667	12.5	96.3567	94.2733	93.49	88.5433	83.6467	0513
 64	65.3126	75.7833	65.6233	62.24	65.3633	57.5533	71.6633	81.4567	0440
 64	65.3133	34.1167	9.37333	95.3133	92.45	95.3133	87.6067	80.83	0367
 64	65.3633	31.7667	14.0633	92.4467	92.7067	95.8333	88.54	80	0427
 64	65.3647	72.1333	72.6567	56.25	67.19	58.5933	74.27	82.81	0522
 64	65.52	39.3233	18.2267	89.5833	92.4467	88.02	86.3533	79.3767	0408
 64	65.5727	41.6633	29.17	84.8967	83.5933	88.54	85.8333	80.8333	0047
 64	65.5747	22.1367	11.46	97.9167	97.66	98.7	90.52	81.77	0809
 64	65.6233	13.8	24.2167	98.1767	96.8733	95.05	87.5033	79.48	0054
 64	65.6247	26.04	18.23	93.4867	93.75	96.6167	87.1867	79.6867	0754
 64	65.6253	33.5933	14.8433	95.3133	92.1867	92.19	86.5633	81.3533	0880
 64	65.6767	24.22	27.3433	93.49	90.8833	92.4467	86.25	81.25	0040
 64	65.7293	17.71	21.8733	94.7933	96.8733	97.3967	88.4367	82.9167	0788
 64	65.73	41.93	22.1367	87.24	90.8833	86.46	85.73	78.02	0258
 64	65.73	69.01	47.92	66.1467	77.6033	67.97	75.3133	79.5833	0886
 64	65.7827	24.74	13.02	97.1367	96.6167	97.4	88.4367	82.8133	0343
 64	65.834	58.8533	53.6467	64.5833	78.9067	73.18	78.6467	81.6667	0363
 64	65.8853	30.7267	15.6267	95.5733	93.49	94.01	87.6033	81.04	0051
 64	65.886	16.1467	32.5533	94.27	93.2333	93.2267	86.6667	81.1467	0812
 64	65.9366	20.31	21.0933	95.5733	96.3533	96.3533	89.48	80.52	0887
 64	65.9387	27.0867	12.5	96.8767	96.8767	96.3533	87.1867	81.1467	0553
 64	65.9893	43.75	18.23	90.3633	90.6233	86.98	88.02	80.1067	0358
 64	66.0414	36.1967	7.29	97.1367	91.9267	97.6567	90.2067	80.73	0314
 64	66.042	36.72	23.1767	86.98	90.3633	92.97	87.1867	81.8767	0600
 64	66.094	37.76	8.07333	94.01	93.75	96.8767	89.06	79.5833	0578
 64	66.0947	72.9167	71.6167	59.8967	70.5733	55.47	75.3133	80.6233	0561
 64	66.0947	75.7833	79.1667	58.8567	57.0333	59.6333	72.29	79.06	0015
 64	66.1453	45.3133	24.48	86.7167	88.02	86.1967	86.8767	81.77	0521
 64	66.1454	74.22	74.4767	60.4167	66.6667	54.9467	72.3933	81.0467	0798
 64	66.146	15.1067	30.9867	94.01	96.3567	94.27	88.6433	81.98	0293
 64	66.1973	36.4567	25	90.1033	90.1067	89.32	85.6233	79.2733	0121
 64	66.2494	2.34	40.6267	97.3967	97.6567	93.2267	87.92	77.9167	0410
 64	66.2507	28.9067	9.89667	96.3533	97.3967	98.7	89.69	80.8333	0928
 64	66.25	84.3767	70.3133	55.7267	66.4067	54.4267	74.69	82.81	0672
 64	66.3007	43.2267	28.1233	89.0633	89.06	82.03	86.04	79.27	0934
 64	66.354	31.25	15.8833	94.01	94.01	96.6167	88.54	80.52	0443
 64	66.3547	36.2	17.1867	91.4067	90.1033	96.8767	87.29	79.6867	0911
 64	66.3547	77.6067	75.26	59.1133	61.2	58.5933	72.5	78.9567	0281
 64	66.354	78.3833	66.9267	55.21	62.5	68.75	72.1867	80.5233	0173
 64	66.4587	35.1567	15.1033	95.8367	91.4067	94.79	88.96	79.38	0331
 64	66.4593	60.1567	50.2633	76.8233	74.74	70.3133	79.48	81.3567	0771
 64	66.5613	38.54	14.8433	91.1433	95.05	93.23	85.9367	77.19	0935
 64	66.614	52.34	38.54	76.5633	84.1167	81.51	81.98	80.9367	0279
 64	66.6153	17.4467	25.7833	96.6167	95.8333	97.3967	89.27	81.8767	0262
 64	66.7193	31.25	19.79	95.8333	94.2733	92.45	89.2733	80.1	0416
 64	66.8213	21.0933	26.3	93.7467	97.3967	95.57	89.48	81.25	0866
 64	66.8233	63.5433	50.52	72.9167	73.44	73.6967	82.1867	80.21	0822
 64	66.8234	35.6767	14.3267	95.05	92.1867	96.8767	89.3767	79.7933	0326
 64	66.8747	22.1333	30.99	93.23	94.27	93.75	87.2933	80.9367	0395
 64	66.9787	66.9267	61.46	63.8	72.3967	70.31	78.4367	78.3333	0168
 64	67.0307	31.77	16.9267	94.27	94.27	97.9167	89.69	78.96	0288
 64	67.084	46.0967	10.4167	92.19	94.01	92.7067	86.8733	82.6067	0369
 64	67.1347	59.6367	65.6233	61.1967	76.8233	72.3933	76.8733	79.8967	0340
 64	67.1867	31.25	25.52	92.4467	90.8833	95.8333	87.6033	81.25	0437
 64	67.188	73.7	71.0933	60.6767	66.4067	64.0633	77.5	82.0867	0664
 64	67.2393	46.8733	26.5633	88.8033	88.02	85.9367	87.2933	78.7467	0426
 64	67.24	76.3033	55.73	67.7067	72.3967	64.0633	77.4967	80.1033	0377
 64	67.2933	46.3533	33.8567	85.94	84.3767	85.94	84.5833	78.23	0504
 64	67.3427	45.05	14.06	92.97	89.8433	94.79	88.75	80.2067	0674
 64	67.3947	35.9333	16.9267	93.75	94.79	95.5733	87.5	82.29	0029
 64	67.3967	27.8667	36.98	87.5	93.4933	91.1433	85.2067	78.8533	0791
 64	67.4473	39.84	16.9267	95.0567	91.9233	93.49	88.33	79.0633	0115
 64	67.4487	32.0333	38.54	83.0733	89.3267	94.27	83.0233	80.9367	0611
 64	67.5007	78.1267	76.3033	58.5933	58.5933	65.8867	75.7267	80.73	0567
 64	67.5513	59.6333	60.1567	68.49	77.08	72.3967	79.1633	80.9367	0267
 64	67.5	60.6767	41.6667	79.4267	79.69	76.04	84.48	80.8333	0768
 64	67.6027	44.7933	48.9567	77.08	82.29	84.8933	80.9367	81.8767	0636
 64	67.6033	21.3533	34.3733	94.01	94.01	94.27	88.3333	81.8767	0633
 64	67.656	41.6667	32.8133	84.1133	87.4967	92.19	87.9167	81.1433	0269
 64	67.7593	66.9267	40.6233	79.4267	77.8633	73.9567	82.4967	83.7533	0312
 64	67.7607	75.26	64.5833	65.6267	65.8833	67.45	77.71	78.8567	0861
 64	67.812	38.02	28.1233	94.01	89.3233	89.5833	87.9167	82.2933	0592
 64	67.8653	54.43	56.77	77.8667	74.48	75.78	80.3167	78.44	0783
 64	67.9693	50	34.3767	84.6367	83.3333	87.5	83.7467	80.3133	0811
 64	68.0733	69.53	74.74	67.9667	67.45	60.68	74.4767	84.58	0841
 64	68.2813	43.75	57.2933	85.9367	60.9367	93.49	86.8767	78.8533	0036
 64	68.2813	82.5533	67.97	49.48	80.2067	61.1967	74.0633	82.8133	0669
 64	68.282	39.5867	30.73	89.0633	92.7067	89.3233	87.2933	80.8333	0061
 64	68.3327	11.7167	46.8733	94.5333	93.75	94.79	89.7933	83.1267	0362
 64	68.4373	61.98	60.6767	68.75	75.52	75.26	77.3967	80.2067	0914
 64	68.4893	44.7933	29.6867	86.4567	94.01	87.5	84.79	80.7267	0810
 64	68.594	37.24	38.28	92.1867	87.7633	87.5	85.73	79.27	0349
 64	68.594	49.2167	55.2067	78.9067	77.3467	82.2933	84.3767	82.2933	0301
 64	68.5947	74.48	75.26	49.2167	68.4933	75.5233	76.1467	78.8533	0053
 64	68.6973	38.28	32.55	91.4067	90.1033	91.1467	87.29	81.56	0181
 64	68.8027	34.8967	31.7733	90.8833	93.23	93.23	85.83	76.5633	0385
 64	68.8533	66.1433	38.8033	76.56	80.4667	82.2933	82.5	77.92	0675
 64	68.9067	44.01	29.1667	86.98	93.23	91.1467	88.2267	81.6667	0586
 64	68.958	35.1567	27.6033	90.1033	95.8333	96.0933	87.4967	81.25	0519
 64	69.0113	43.23	32.0333	92.7067	89.0633	88.0233	85.31	78.9567	0518
 64	69.062	45.3133	36.4567	89.06	85.94	88.54	84.8967	78.9567	0896
 64	69.114	51.56	38.8	83.3333	88.02	83.8567	85.8333	78.9567	0560
 64	69.218	33.8533	33.3333	92.9667	95.5733	90.3633	88.1233	80.4167	0648
 64	69.2187	52.0833	48.1767	83.3333	86.4567	76.0433	80.83	81.8733	0577
 64	69.3233	24.48	72.3967	83.5933	86.98	79.1667	84.0633	82.0833	0330
 64	69.3733	67.7067	50.2567	72.6567	77.8633	78.3833	81.1433	81.35	0912
 64	69.4274	62.5	66.4067	65.8867	74.9967	77.3467	75.7333	81.98	0143
 64	69.4274	69.53	59.3767	73.4367	73.1767	71.6167	78.6467	78.75	0073
 64	69.4793	50.52	38.54	84.6367	86.98	86.72	85.9367	82.0867	0540
 64	69.5827	60.6767	33.0733	84.3733	84.3733	85.4167	84.0633	78.8533	0049
 64	69.6354	38.28	34.1167	92.7067	92.9667	90.1067	86.56	81.1467	0043
 64	69.636	64.3233	46.3567	77.0833	80.47	79.9467	83.65	80.4167	0086
 64	69.7393	23.96	40.6267	95.83	94.01	94.27	86.25	80	0139
 64	69.8967	29.6867	43.4933	89.8433	91.4067	95.0533	85.2067	83.1233	0621
 64	70.1033	61.46	43.7467	85.1567	78.9033	81.25	81.15	81.8733	0842
 64	70.104	57.2933	57.03	76.0433	82.8133	77.34	80.5233	81.7733	0176
 64	70.1546	41.1433	33.5933	94.79	90.3633	90.8833	86.6667	82.2933	0549
 64	70.208	35.94	39.06	89.8433	91.9267	94.27	87.3967	79.1667	0334
 64	70.3127	49.2167	54.9467	83.0767	80.7267	83.5967	83.8533	80.3133	0419
 64	70.4167	52.8667	41.1467	83.33	89.8433	84.8967	83.6467	81.7733	0646
 64	70.4173	40.6267	42.4467	92.19	88.0233	88.8	84.06	80.4133	0407
 64	70.4687	69.27	64.3233	69.27	73.1767	76.3033	79.6867	82.1867	0606
 64	70.4693	47.9167	35.9367	88.02	91.41	89.0633	86.04	78.2267	0644
 64	70.5207	69.0067	69.53	69.5333	76.5633	67.97	78.0233	82.29	0545
 64	70.5727	22.6533	44.79	93.49	94.01	97.92	87.8133	84.1633	0637
 64	70.6247	72.92	64.8433	71.0933	74.2167	70.05	78.75	82.3967	0376
 64	70.7287	75.26	72.6567	67.4467	75.78	62.5	78.96	80.6267	0048
 64	70	77.6033	65.1033	68.75	77.3467	61.1967	74.9967	78.1233	0795
 64	70.7813	47.1367	35.1567	90.1033	91.1467	90.3633	86.46	80	0045
