K	ADVFM_AVG	ADVFM_in	ADVFM_on	ADVFM_near	ADVFM_behind	ADVFM_under	FM	PT	ID
 0	61.9787	49.48	20.57	84.6333	86.4567	68.7533	83.0233	79.7933	0423
 0	61.9787	69.0133	46.3533	64.06	69.79	60.6767	74.6867	80.2067	0602
 0	61.9793	41.1467	11.72	91.1433	91.1467	74.74	82.0833	76.04	0090
 0	62.0313	11.98	9.11333	95.8333	95.83	97.4	88.6467	81.04	0383
 0	62.032	35.94	11.7167	92.19	86.72	83.5933	85.4167	78.02	0865
 0	62.086	12.2433	6.51333	96.3567	97.1367	98.18	89.8933	81.25	0295
 0	62.1367	61.98	46.3567	66.1467	69.53	66.67	75.3133	81.25	0265
 0	62.1887	15.1067	4.94667	96.8767	96.0933	97.92	90.9367	80.73	0630
 0	62.2393	23.96	5.47	96.6133	93.2267	91.9267	89.6867	79.5833	0753
 0	62.24	25	5.47	92.97	93.49	94.27	90.3133	79.3733	0835
 0	62.24	69.01	54.6867	65.1067	62.7633	59.6333	73.4367	83.0233	0298
 0	62.2927	14.5833	4.16667	97.1367	97.1367	98.44	89.69	80.2067	0585
 0	62.4467	38.02	14.5833	90.1033	93.2267	76.3	83.9567	81.1467	0796
 0	62.4467	69.27	45.31	70.0533	70.31	57.29	74.7933	79.2733	0026
 0	62.448	16.4067	4.16333	97.66	95.31	98.7	88.8533	78.8567	0581
 0	62.5007	14.3233	3.64333	98.44	97.92	98.1767	89.8967	81.8733	0290
 0	62.5514	31.77	8.59667	93.2267	92.4467	86.7167	86.46	80.8333	0431
 0	62.6567	67.97	50	71.0967	71.0933	53.1233	76.8767	81.9767	0938
 0	62.6573	11.1967	13.2833	95.8367	94.53	98.44	89.2733	79.79	0020
 0	62.7073	52.3433	50	65.8833	76.56	68.75	75.42	78.5433	0665
 0	62.7093	65.6267	42.97	70.3133	71.3533	63.2833	77.5033	80.4167	0782
 0	62.76	64.3267	44.79	69.79	71.3533	63.54	78.8533	81.77	0801
 0	62.812	16.6667	3.64333	97.3967	96.6133	99.74	89.7933	80.1033	0936
 0	62.8133	21.6167	5.47	95.3133	94.27	97.3967	87.7067	83.8533	0539
 0	62.8646	48.96	45.8333	72.1333	77.0833	70.3133	76.56	81.04	0350
 0	62.864	69.01	48.4367	64.5833	66.6633	65.6267	74.0633	78.8567	0347
 0	62.8647	51.56	31.51	78.6467	79.95	72.6567	82.1867	80.1033	0441
 0	62.9167	20.57	7.81	93.75	97.4	95.0533	89.4767	80.31	0268
 0	62.9167	24.22	3.64333	95.8333	96.3567	94.53	88.0233	77.8133	0253
 0	62.97	6.51	17.1867	97.3967	96.0967	97.66	89.3733	81.6667	0856
 0	63.0207	12.2367	18.75	96.0967	93.49	94.53	87.6067	80.8367	0179
 0	63.0213	19.01	9.89667	96.0967	94.7933	95.31	87.0833	80.94	0777
 0	63.022	17.4467	3.90667	98.18	97.66	97.9167	87.0833	75.2067	0392
 0	63.074	73.96	78.3867	53.9067	57.5533	51.5633	69.1667	81.98	0793
 0	63.126	71.8767	65.3667	60.94	62.76	54.6867	71.8767	78.44	0785
 0	63.178	73.1767	73.44	57.0333	60.9367	51.3033	67.92	80.3133	0622
 0	63.228	23.6967	12.24	92.4467	93.2267	94.53	88.7467	78.8533	0094
 0	63.282	68.75	72.3967	53.9067	60.4167	60.94	71.77	82.5	0587
 0	63.28	40.3633	16.9267	86.7167	88.28	84.1133	85.52	79.27	0304
 0	63.3867	22.6533	3.64667	98.44	95.0533	97.14	89.5867	78.9567	0035
 0	63.3873	16.4067	8.59667	98.44	95.0533	98.44	87.3967	78.9567	0670
 0	63.436	28.3833	7.03	94.0067	92.45	95.31	88.8533	81.6667	0557
 0	63.4893	50.2633	30.7267	75	83.8567	77.6	83.8567	80.3133	0502
 0	63.49	18.23	10.4167	96.3533	95.05	97.4	89.1667	79.1667	0084
 0	63.49	25.7833	4.68667	96.3567	95.31	95.3133	88.54	80.1067	0546
 0	63.644	78.6433	80.7267	47.6533	49.48	61.7167	71.25	82.0833	0111
 0	63.6473	69.27	55.73	61.98	72.14	59.1167	74.6867	80.6267	0003
 0	63.7507	22.9167	1.56	97.9167	97.4	98.96	89.0633	79.6867	0337
 0	63.8007	69.53	76.5633	50.26	61.7167	60.9333	69.69	79.17	0520
 0	63.802	18.23	16.6633	95.8333	94.0133	94.27	87.8133	82.2867	0825
 0	63.8027	26.8233	8.07	95.0533	93.49	95.5767	88.33	79.5833	0348
 0	63.9587	18.49	14.0633	95.8333	94.53	96.8767	87.5	78.33	0872
 0	64.0627	25.26	11.46	95.05	94.5333	94.01	88.4367	79.8967	0877
 0	64.1133	63.8033	72.9133	50.52	67.9667	65.3633	72.9167	80.94	0821
 0	64.1147	28.1233	4.94667	96.6167	94.0133	96.8733	90	79.69	0275
 0	64.1154	28.1267	9.89667	93.2267	93.49	95.8367	87.92	79.5867	0067
 0	64.116	13.0233	21.6133	94.7933	94.7933	96.3567	88.02	80.94	0867
 0	64.166	15.1	15.1067	97.1367	95.83	97.6567	91.77	80.4167	0141
 0	64.1667	36.2	9.89667	94.53	93.2267	86.98	87.2933	78.2267	0178
 0	64.1673	32.0333	9.63667	89.8433	94.5333	94.79	89.1667	81.9767	0306
 0	64.2187	29.1667	9.37333	93.49	93.75	95.3133	89.8967	78.8533	0926
 0	64.2193	39.0633	4.16667	94.2733	90.1033	93.49	88.5433	78.96	0790
 0	64.3227	54.9467	26.56	81.5133	84.3733	74.22	82.1867	81.9767	0883
 0	64.3746	20.5733	14.5833	95.3133	94.53	96.8733	88.5433	82.2933	0815
 0	64.376	31.7733	6.51333	94.53	93.75	95.3133	89.7933	80.4167	0289
 0	64.4273	24.2167	9.9	96.3533	94.7933	96.8733	88.0233	81.6633	0014
 0	64.4273	69.7933	77.6033	53.9067	58.5933	62.24	72.8133	81.1467	0401
 0	64.4787	55.73	46.8733	72.3933	71.6167	75.78	80.7267	84.06	0338
 0	64.4793	51.5633	44.27	73.7	78.6467	74.2167	81.1467	81.5633	0368
 0	64.532	20.31	13.2833	98.96	94.01	96.0967	88.96	81.46	0836
 0	64.53	47.3967	33.33	79.1667	84.6333	78.1233	82.3967	78.9567	0371
 0	64.5827	37.24	14.8433	88.8	91.1467	90.8833	88.8567	79.5867	0432
 0	64.5833	32.8133	12.24	92.4467	90.1033	95.3133	88.3333	78.6433	0667
 0	64.584	37.5033	22.9167	89.0633	87.5	85.9367	85.2067	80.1033	0421
 0	64.584	72.1367	67.71	62.24	60.1567	60.6767	73.1233	82.0833	0891
 0	64.6353	45.5733	30.4667	84.1167	86.72	76.3	82.2933	80.7267	0001
 0	64.6867	54.6867	30.4667	77.8633	82.5533	77.8633	85.1067	80.73	0832
 0	64.688	28.9067	10.9367	96.8767	90.8867	95.8333	88.9567	81.56	0282
 0	64.7387	54.4267	44.2667	75.78	78.3867	70.8333	80.6233	77.2933	0442
 0	64.7393	37.76	30.4667	84.6333	87.2433	83.5933	85.73	80.3133	0902
 0	64.74	30.99	13.02	93.75	93.23	92.71	86.6667	78.6433	0909
 0	64.844	21.3533	11.2	98.1767	94.79	98.7	89.2733	80.6233	0088
 0	64.9993	73.7	74.4767	57.81	64.32	54.69	74.1667	79.3767	0641
 0	65.104	10.1567	38.2833	92.7067	90.8867	93.4867	86.25	82.08	0884
 0	65.104	69.79	58.3333	62.5	65.1033	69.7933	76.5633	81.1467	0270
 0	65.1047	26.04	11.46	97.66	94.01	96.3533	89.8967	82.08	0544
 0	65.1047	40.8867	25.26	86.46	87.24	85.6767	86.0433	79.7933	0907
 0	65.1047	46.8733	35.68	79.9467	83.8567	79.1667	83.3333	80.8333	0516
 0	65.156	29.95	10.4133	96.0933	95.5733	93.75	90.2067	80.5233	0320
 0	65.2093	26.0433	11.9767	97.92	92.71	97.3967	89.3733	81.5667	0596
 0	65.2607	40.6267	22.1367	87.76	88.8	86.98	85.31	80.6233	0548
 0	65.2613	57.0333	24.74	82.2933	84.3767	77.8633	83.3333	77.3933	0538
 0	65.26	59.3767	49.4767	75.78	67.1867	74.48	73.8533	78.4367	0161
 0	65.416	36.9767	9.89667	93.49	92.7067	94.01	87.9167	82.2933	0639
 0	65.4167	71.0933	71.6167	60.1533	65.6267	58.5933	72.8133	82.29	0162
 0	65.418	67.19	61.9767	67.97	63.5433	66.41	74.1667	79.7933	0096
 0	65.468	52.6033	33.8567	79.9467	83.5933	77.34	82.7067	78.75	0576
 0	65.4686	62.24	63.5433	66.1433	70.3133	65.1033	76.7733	80.6233	0101
 0	65.4687	27.3433	19.0133	94.27	91.9267	94.79	88.8567	82.1867	0018
 0	65.5727	32.03	8.59	96.8767	93.75	96.6167	87.3933	81.0433	0148
 0	65.624	15.6233	29.6867	97.1367	91.1433	94.53	85.6233	80.2067	0781
 0	65.6767	53.3833	16.6667	88.02	88.2833	82.03	83.9567	79.8933	0278
 0	65.7287	11.1967	33.3333	92.1867	96.3533	95.5733	87.71	82.71	0863
 0	65.7807	42.4467	30.73	83.5933	85.4167	86.7167	87.0833	80.1033	0341
 0	65.7813	22.1367	35.9367	93.23	89.0633	88.54	84.79	78.23	0575
 0	65.782	70.3133	65.1067	66.4067	61.98	65.1033	74.1667	78.96	0031
 0	65.8847	29.69	61.1967	74.48	80.2067	83.85	81.5633	79.6867	0396
 0	65.886	35.94	22.3967	89.8433	89.5833	91.6667	87.19	79.2733	0424
 0	65.9373	27.6067	28.3867	94.53	89.3233	89.84	85.8333	78.8533	0352
 0	65.938	27.34	8.33333	98.18	97.66	98.1767	90.94	76.3533	0824
 0	65.99	33.0733	20.8333	94.5333	92.1867	89.3233	88.1233	79.8967	0537
 0	65.99	46.8767	56.51	69.53	81.5133	75.52	80.1033	80.5233	0136
 0	66.042	46.3533	15.8867	89.0633	87.24	91.6667	86.77	80.8333	0852
 0	66.094	29.17	18.75	95.5733	91.4067	95.57	87.5	80.21	0554
 0	66.094	48.6967	29.6867	84.6367	83.3333	84.1167	86.4567	78.8567	0123
 0	66.146	52.8667	42.1867	80.21	75.78	79.6867	76.77	76.04	0255
 0	66.146	70.0533	54.4267	68.49	66.9267	70.8333	78.1233	80.21	0878
 0	66.1467	64.3233	46.0967	74.48	75	70.8333	75.94	79.79	0750
 0	66.1473	30.99	7.03	98.18	97.3967	97.14	87.5	79.0633	0864
 0	66.1473	42.97	29.69	85.9367	84.8967	87.2433	86.3533	81.9767	0820
 0	66.1973	30.73	14.3233	96.3533	96.3533	93.2267	86.9767	76.77	0159
 0	66.2493	46.3533	39.32	82.03	84.8967	78.6467	80.83	81.98	0149
 0	66.2493	70.57	68.75	62.76	63.54	65.6267	75	79.79	0779
 0	66.3027	31.51	19.7933	92.19	92.1867	95.8333	87.19	78.4367	0156
 0	66.4067	61.2	35.6767	81.51	79.4267	74.22	77.6	78.2267	0028
 0	66.4587	72.3933	68.23	60.94	64.3233	66.4067	73.0233	79.8967	0678
 0	66.4593	69.01	59.3733	67.45	72.3967	64.0667	77.1867	82.2933	0171
 0	66.562	69.27	43.2267	71.8733	70.8367	77.6033	75.2067	78.8533	0152
 0	66.6147	44.5333	20.0533	88.28	88.54	91.6667	86.5633	80.3133	0292
 0	66.6147	61.72	69.01	67.4467	73.1767	61.72	76.4567	80.3133	0913
 0	66.6153	40.1067	20.05	92.45	90.3633	90.1067	86.25	81.0433	0876
 0	66.7707	28.3833	41.4067	84.1167	90.1033	89.8433	83.8533	83.02	0536
 0	66.8747	55.2067	30.73	84.1133	81.25	83.0733	82.0833	78.1267	0125
 0	66.8767	64.5867	55.73	67.97	76.3033	69.7933	77.7067	80.4167	0892
 0	66.9273	34.1133	21.0933	92.7067	90.3667	96.3567	87.7067	84.48	0266
 0	66.9793	32.81	21.8767	94.2733	93.49	92.4467	85.7267	81.67	0157
 0	67.0314	59.8967	40.8867	74.2167	81.51	78.6467	78.8533	79.8967	0813
 0	67.2393	39.8433	25.26	92.7067	91.6667	86.72	85.1067	79.0633	0849
 0	67.2913	61.7167	42.4467	74.22	82.8133	75.26	81.2533	80	0378
 0	67.2933	42.71	19.01	88.0233	91.1467	95.5767	87.7067	81.25	0786
 0	67.3433	40.6233	30.99	88.5433	86.4567	90.1033	86.25	79.8967	0921
 0	67.3434	35.4167	42.4467	85.4167	85.6767	87.76	85.52	80.52	0588
 0	67.3453	33.0767	20.31	94.0133	94.0133	95.3133	87.2933	83.23	0023
 0	67.3947	41.9267	18.49	92.71	90.36	93.4867	88.6467	81.25	0317
 0	67.3953	63.8	48.9567	79.69	72.6567	71.8733	78.3333	80.8333	0868
 0	67.3973	64.0633	50.0033	77.0833	76.8233	69.0133	79.1667	80.9367	0359
 0	67.4487	53.3867	12.5033	87.5	90.6267	93.2267	84.6867	77.7067	0573
 0	67.5527	40.8833	15.8867	92.71	94.79	93.4933	89.8933	82.29	0616
 0	67.5527	53.6467	35.94	80.99	85.4167	81.77	85.6267	80.5233	0172
 0	67.6033	44.7933	24.2167	91.4033	89.0633	88.54	88.6467	81.8767	0800
 0	67.656	48.1767	30.99	83.0733	87.24	88.8	86.9767	78.6433	0002
 0	67.7607	40.3667	19.7933	94.79	91.1467	92.7067	88.44	80.3133	0150
 0	67.8147	66.15	36.9833	71.8767	79.95	84.1133	81.46	78.6467	0570
 0	67.916	44.53	72.6567	71.6133	76.3	74.48	79.3733	77.8133	0077
 0	67.916	45.05	32.03	89.5833	86.7167	86.2	85.0033	79.48	0261
 0	67.9167	50	31.77	84.6333	84.6367	88.5433	87.29	81.25	0335
 0	67.918	64.5833	57.5533	72.3967	79.95	65.1067	82.7067	78.96	0164
 0	67.9687	46.0967	23.4367	89.5833	88.54	92.1867	87.8133	83.4367	0794
 0	67.9693	56.77	55.21	74.7433	78.9067	74.2167	78.02	81.5633	0087
 0	68.02	60.9367	69.27	68.4867	71.8767	69.53	78.1233	79.27	0333
 0	68.02	62.76	61.9767	74.74	64.3233	76.3	74.27	79.8933	0843
 0	68.1267	49.74	53.9067	76.5667	80.73	79.69	78.44	81.56	0838
 0	68.1773	20.5733	29.1667	97.6567	96.0933	97.3967	88.2267	79.5833	0056
 0	68.2287	74.74	60.6767	69.01	69.79	66.9267	78.3333	80.73	0764
 0	68.2293	36.4567	24.2167	92.19	93.7533	94.53	88.23	83.23	0414
 0	68.332	43.49	25.5167	92.1867	86.9767	93.49	86.9767	81.46	0398
 0	68.334	54.4267	35.6767	83.0733	84.9	83.5933	85.9367	79.2733	0617
 0	68.3347	60.94	47.4	79.4267	80.47	73.4367	83.02	80.3133	0830
 0	68.3847	45.05	25	89.8433	88.02	94.01	85.9367	80.31	0650
 0	68.3853	38.0233	20.0533	94.79	93.49	95.57	87.6033	82.9167	0102
 0	68.386	80.99	70.5733	60.4167	69.7933	60.1567	76.04	81.0433	0163
 0	68.4373	24.22	40.3667	91.4033	93.2267	92.97	87.1867	81.8733	0571
 0	68.4893	40.3667	30.73	90.3633	89.32	91.6667	86.46	81.0433	0615
 0	68.5407	33.8533	31.25	92.4467	90.8833	94.27	87.3933	81.7733	0158
 0	68.5413	49.22	40.6267	83.3333	85.1533	84.3733	83.23	80.83	0404
 0	68.5947	61.1967	39.0633	84.1167	79.43	79.1667	85.1033	78.6433	0078
 0	68.6453	64.0633	54.6867	73.1733	76.0433	75.26	80.3133	83.8567	0117
 0	68.646	57.55	53.3867	76.56	78.91	76.8233	80.21	82.6033	0417
 0	68.696	45.83	28.3833	90.8833	91.9267	86.4567	86.6667	80	0625
 0	68.7507	55.21	45.3133	77.6067	83.8533	81.77	82.71	81.1433	0655
 0	68.75	79.6867	79.69	58.8533	59.1133	66.4067	74.2733	81.5633	0661
 0	68.8547	58.3333	56.77	71.6167	78.9067	78.6467	81.04	80.2067	0046
 0	68.8553	46.3533	33.3367	87.24	87.76	89.5867	84.8967	80.3133	0643
 0	68.9067	74.48	58.3333	70.3133	72.9167	68.49	75.94	82.3967	0631
 0	69.0107	57.0333	57.03	78.9067	78.3867	73.6967	77.8133	80.4167	0829
 0	69.062	76.5633	78.1233	62.24	64.5833	63.8	73.23	81.0433	0652
 0	69.1127	67.4433	72.1367	60.6767	73.4333	71.8733	73.23	81.7733	0060
 0	69.1147	64.0633	49.74	77.8633	79.4267	74.48	79.5833	79.58	0626
 0	69.2706	51.8233	47.1333	82.5533	84.3733	80.47	83.8533	80.7267	0505
 0	69.2707	43.23	35.4167	88.28	88.8033	90.6233	84.1667	80.8333	0846
 0	69.27	59.1133	48.4367	78.3833	81.77	78.6467	82.6033	80.5233	0769
 0	69.374	40.8833	28.9067	91.1433	92.4467	93.49	88.02	78.2267	0882
 0	69.3747	69.27	53.6467	72.6567	75.78	75.52	79.5833	77.7067	0357
 0	69.6347	72.6567	65.3633	71.3533	71.6133	67.1867	79.3767	81.46	0635
 0	69.7393	61.7167	65.8867	70.8333	75.26	75	76.98	79.6867	0854
 0	69.7907	46.3533	30.7267	89.84	87.24	94.7933	87.19	80	0605
 0	69.7907	54.9467	44.27	83.59	84.6367	81.51	82.29	81.46	0354
 0	69.79	54.9467	36.7167	85.4167	79.9433	91.9267	84.7933	80.3133	0133
 0	69.8433	55.73	44.27	84.1133	84.1133	80.99	81.25	81.6667	0361
 0	69.948	55.73	72.3967	70.05	78.1267	73.4367	79.3733	82.1867	0662
 0	69.9993	49.48	59.3733	78.3833	80.47	82.29	80.1033	80.7333	0098
 0	69.9993	58.8533	33.5933	85.6767	83.3333	88.54	84.6867	81.6633	0503
 0	70.0007	41.4067	38.5433	93.7533	89.06	87.24	84.8967	79.27	0620
 0	70.0007	50	39.0633	83.8567	89.3233	87.76	86.0433	80.8333	0263
 0	70.0507	55.7267	40.1033	83.07	86.98	84.3733	84.1633	81.1467	0324
 0	70.0527	57.5533	41.4067	85.4167	85.68	80.2067	83.5433	80.4167	0604
 0	70.3133	56.51	68.75	65.3667	80.9933	79.9467	80	79.48	0569
 0	70.3647	74.2167	72.1367	63.02	73.1767	69.2733	76.3533	82.19	0360
 0	70.5213	55.21	30.9933	91.1467	87.24	88.0167	86.8733	79.6867	0000
 0	70.5727	51.5633	37.24	92.4467	85.6767	85.9367	86.46	82.6033	0264
 0	70.5733	44.53	30.47	93.23	89.8467	94.79	89.5867	81.46	0418
 0	70.574	52.0833	35.6767	86.98	88.0233	90.1067	86.8767	77.3967	0858
 0	70.6247	59.3767	55.47	78.3833	79.9467	79.9467	82.71	80.94	0080
 0	70.7814	54.4267	48.9567	78.1267	87.5	84.8967	84.27	80.94	0894
 0	70.8327	53.1233	53.9067	82.0333	81.77	83.33	78.9567	81.98	0845
 0	71.0413	62.7567	67.1867	73.96	71.6133	79.69	78.4367	80.5167	0271
 0	71.354	61.4567	71.6133	74.22	78.9067	70.5733	73.3333	81.0433	0552
 0	71.4067	59.1133	61.46	76.3	80.73	79.43	82.3933	81.98	0138
 0	71.4587	41.6667	65.6233	80.99	85.94	83.0733	84.2733	80.4167	0580
 0	71.5107	75.78	74.2167	68.49	68.7533	70.3133	80	82.29	0008
