K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	FM	FMS	PT	SYNTH	ID
64	72.8225	-10.09	62.63	78.47	72.92	77.27	78.13	82.6	80.65	71.88	1018
64	61.4175	63.74	94.68	14.87	91.89	44.23	89.51	92.35	79.7	79.69	0611
0	50.0	100.0	100.0	0.0	100.0	0.0	89.87	89.53	56.86	51.56	0538
64	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.27	57.12	51.56	1133
0	51.235	-61.67	12.92	83.13	27.88	81.01	50.81	86.7	85.25	76.56	1604
64	1.8725	0.42	0.36	3.33	3.8	0.0	1.44	1.48	0.56	0.0	1125
64	81.945	-11.17	82.25	88.24	70.47	86.82	80.3	92.18	83.37	81.25	1014
64	26.1625	-31.09	0.82	0.0	20.42	83.41	9.11	8.75	31.36	21.88	1025
64	50.0	100.0	100.0	0.0	100.0	0.0	89.45	89.65	56.94	53.12	0067
64	81.19	11.53	85.57	78.02	88.34	72.83	83.72	89.71	81.83	68.75	0603
0	50.0	100.0	100.0	0.0	100.0	0.0	89.47	89.63	58.63	56.25	0550
64	50.0	100.0	100.0	0.0	100.0	0.0	89.13	89.51	57.1	50.0	1582
64	75.4025	21.35	84.82	67.7	87.34	61.75	85.6	93.24	84.17	84.38	1500
64	78.5725	-17.49	79.8	82.91	59.86	91.72	75.6	84.93	84.6	62.5	1570
0	49.45	98.9	100.0	0.0	97.8	0.0	86.47	85.8	58.25	50.0	0522
64	50.0	100.0	100.0	0.0	100.0	0.0	89.57	89.47	57.33	43.75	1146
0	65.0425	-4.83	63.84	61.82	61.41	73.1	69.77	87.57	82.14	81.25	0641
64	50.0	100.0	100.0	0.0	100.0	0.0	89.41	89.49	57.48	48.44	1013
64	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.69	59.56	51.56	1606
64	50.0	100.0	100.0	0.0	100.0	0.0	89.33	90.04	57.25	64.06	1523
64	50.0	100.0	100.0	0.0	100.0	0.0	90.22	90.0	57.89	45.31	0566
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.94	56.76	53.12	1120
0	50.0	100.0	100.0	0.0	100.0	0.0	89.96	89.71	58.02	35.94	0634
0	50.0	100.0	100.0	0.0	100.0	0.0	89.08	89.19	58.63	46.88	0083
64	74.0325	13.81	75.69	65.26	86.19	68.99	82.24	89.61	80.96	75.0	1546
0	52.6125	83.56	98.3	12.65	90.49	9.01	85.16	90.66	79.16	73.44	1144
0	49.855	-59.84	18.8	82.91	21.07	76.64	51.01	84.99	81.6	67.19	1547
0	56.2625	68.83	95.27	8.88	86.09	34.81	81.67	91.9	81.24	85.94	1105
64	64.635	-40.16	54.73	90.12	34.38	79.31	67.38	81.85	82.86	76.56	0078
64	50.0	100.0	100.0	0.0	100.0	0.0	89.33	88.96	57.17	54.69	1565
0	53.89	-10.78	41.94	48.5	55.06	70.06	67.4	89.19	85.78	70.31	1026
0	50.0	100.0	100.0	0.0	100.0	0.0	89.41	89.83	57.87	50.0	0598
64	77.7025	-7.24	76.8	79.13	71.37	83.51	78.19	89.73	81.99	73.44	0560
0	62.985	11.58	65.83	53.94	71.72	60.45	73.11	92.3	83.4	75.0	1607
64	75.3525	7.87	75.39	71.48	83.18	71.36	83.05	89.85	84.86	71.88	1121
64	70.2825	30.46	87.89	55.27	83.13	54.84	85.2	90.5	80.78	68.75	0510
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.63	58.43	51.56	0519
0	50.0	100.0	100.0	0.0	100.0	0.0	88.66	88.86	58.51	40.62	0590
64	61.5825	66.51	93.57	17.54	96.1	39.12	88.05	91.74	82.04	87.5	0578
64	76.4075	-17.32	78.69	89.12	56.81	81.01	78.98	85.4	85.86	81.25	0134
64	50.0	100.0	100.0	0.0	100.0	0.0	89.55	89.43	57.45	51.56	1080
64	37.555	-18.09	4.77	92.9	52.25	0.3	18.57	18.63	23.92	23.44	0639
64	50.0	100.0	100.0	0.0	100.0	0.0	89.98	89.63	56.63	46.88	1112
64	78.58	-8.96	75.33	82.24	72.87	83.88	80.15	87.51	83.17	78.12	0572
0	63.23	35.14	84.82	39.62	76.78	51.7	80.66	92.51	83.91	75.0	0097
64	74.65	-19.69	68.6	83.24	61.01	85.75	76.71	87.67	83.94	75.0	0035
64	81.0375	0.26	80.35	77.47	81.98	84.35	84.16	89.87	84.35	67.19	0649
0	65.395	6.28	69.35	63.26	67.72	61.25	71.63	85.2	81.24	71.88	0628
64	76.035	-0.52	76.83	68.81	74.72	83.78	80.94	90.08	82.06	79.69	1032
0	61.18	-18.57	50.59	65.93	53.2	75.0	64.99	87.36	80.45	76.56	0571
0	28.7375	-27.54	29.93	85.02	0.0	0.0	46.35	46.23	56.51	37.5	0577
0	50.0	100.0	100.0	0.0	100.0	0.0	90.3	89.77	57.66	60.94	0563
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	89.81	58.17	50.0	1127
0	49.8375	99.67	100.0	0.0	99.35	0.0	88.94	88.94	57.3	50.0	0531
64	50.0	100.0	100.0	0.0	100.0	0.0	89.75	89.73	57.87	56.25	0043
0	50.0	100.0	100.0	0.0	100.0	0.0	89.71	89.89	57.92	51.56	1627
64	50.0	100.0	100.0	0.0	100.0	0.0	89.71	89.47	57.63	40.62	1610
64	73.555	5.18	81.82	64.26	70.47	77.67	80.7	91.21	81.6	76.56	1092
0	50.0	100.0	100.0	0.0	100.0	0.0	89.55	89.89	57.79	62.5	1562
0	50.0	100.0	100.0	0.0	100.0	0.0	89.37	90.26	56.58	59.38	0019
64	50.0	100.0	100.0	0.0	100.0	0.0	89.23	90.14	58.35	62.5	1005
64	50.0	100.0	100.0	0.0	100.0	0.0	89.57	89.75	58.12	51.56	1595
0	50.0	100.0	100.0	0.0	100.0	0.0	89.19	89.33	57.56	43.75	1016
64	78.66	-13.9	82.51	82.8	60.91	88.42	78.7	87.38	83.63	73.44	1557
0	50.0	100.0	100.0	0.0	100.0	0.0	89.27	89.45	57.02	62.5	0500
64	0.1275	0.14	0.0	0.11	0.4	0.0	0.14	0.16	0.03	1.56	0085
0	50.0	100.0	100.0	0.0	100.0	0.0	89.47	89.69	56.51	48.44	1145
64	77.835	17.31	87.04	66.26	85.94	72.1	84.77	92.87	84.01	89.06	1130
0	50.0	100.0	100.0	0.0	100.0	0.0	89.71	90.24	57.97	60.94	0144
64	78.2325	-0.67	80.32	74.69	75.48	82.44	79.99	87.57	81.09	70.31	1504
64	75.0475	15.21	85.48	75.8	79.83	59.08	85.7	90.48	84.55	84.38	1009
64	50.4075	94.65	98.47	5.66	97.0	0.5	84.06	84.0	58.33	29.69	0506
64	68.2125	19.06	75.75	52.28	79.73	65.09	79.95	87.77	80.57	78.12	0014
0	59.7025	45.58	88.61	42.51	76.38	31.31	79.49	84.71	78.57	57.81	1002
64	49.9975	99.89	99.93	0.11	99.95	0.0	87.75	88.34	57.48	48.44	0655
0	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.13	57.99	48.44	0133
0	52.77	-59.33	24.54	75.92	21.67	88.95	52.02	79.73	81.93	71.88	0608
64	50.0	100.0	100.0	0.0	100.0	0.0	89.23	90.04	58.02	50.0	0564
0	55.0275	82.46	96.31	8.77	96.2	18.83	88.84	92.37	82.58	78.12	0609
64	76.115	-19.8	76.37	85.68	56.06	86.35	73.13	84.81	80.63	64.06	1085
64	50.0	100.0	100.0	0.0	100.0	0.0	88.88	89.83	58.04	60.94	1030
64	50.0	100.0	100.0	0.0	100.0	0.0	89.47	89.55	57.69	53.12	0552
64	72.4175	11.63	82.6	60.04	73.87	73.16	82.85	92.77	83.68	92.19	0540
64	73.2225	14.92	76.53	61.04	84.83	70.49	81.61	88.64	81.7	75.0	1503
0	2.0325	4.06	1.57	0.0	6.56	0.0	2.33	2.45	0.0	1.56	1619
64	50.0	100.0	100.0	0.0	100.0	0.0	90.2	90.06	58.33	42.19	1116
64	62.495	57.81	92.75	25.53	90.04	41.66	84.33	87.57	80.4	59.38	0521
64	50.0	100.0	100.0	0.0	100.0	0.0	89.73	89.51	57.97	48.44	1579
0	50.0	100.0	100.0	0.0	100.0	0.0	89.13	90.06	57.66	57.81	0587
64	25.0125	-49.97	0.0	100.0	0.05	0.0	19.62	19.38	27.2	31.25	0605
64	76.19	-10.49	74.12	87.24	67.77	75.63	77.36	87.55	83.17	76.56	0125
64	50.0	100.0	100.0	0.0	100.0	0.0	89.23	89.37	57.22	45.31	1149
0	50.0	100.0	100.0	0.0	100.0	0.0	89.33	89.17	57.76	45.31	0018
0	50.0	100.0	100.0	0.0	100.0	0.0	90.18	90.0	59.05	45.31	0027
64	64.3275	56.49	91.35	21.2	93.79	50.97	87.71	92.04	82.91	82.81	1103
0	50.0	100.0	100.0	0.0	100.0	0.0	89.45	89.81	57.56	51.56	0065
0	49.9875	99.97	100.0	0.0	99.95	0.0	89.39	89.55	58.07	62.5	0517
64	76.5375	28.03	86.62	54.05	94.49	70.99	86.7	91.25	81.78	78.12	1151
64	33.9825	-29.77	1.11	96.56	37.09	1.17	14.78	14.76	30.56	32.81	1003
64	50.0	100.0	100.0	0.0	100.0	0.0	90.6	89.87	57.99	54.69	1075
0	54.88	85.59	98.2	12.32	97.15	11.85	86.82	91.58	79.57	76.56	1511
64	49.9875	99.97	100.0	0.0	99.95	0.0	89.55	89.87	58.4	54.69	0553
64	50.0	100.0	100.0	0.0	100.0	0.0	89.11	89.69	57.56	43.75	1056
0	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.85	58.66	65.62	0515
64	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.98	57.45	51.56	1530
64	49.7	99.4	100.0	0.0	98.8	0.0	87.99	87.89	57.99	42.19	0501
64	71.6025	-19.11	67.04	86.24	57.06	76.07	77.2	88.56	84.35	78.12	1087
64	50.0	100.0	100.0	0.0	100.0	0.0	89.27	88.96	57.87	59.38	0597
64	50.0	100.0	100.0	0.0	100.0	0.0	90.3	89.35	56.58	45.31	1098
64	66.79	43.48	83.42	28.75	93.64	61.35	86.33	91.84	82.91	84.38	1625
0	50.0	100.0	100.0	0.0	100.0	0.0	89.71	89.47	58.4	37.5	0138
64	50.0	100.0	100.0	0.0	100.0	0.0	89.73	89.21	57.56	60.94	1111
64	67.6725	39.72	83.98	48.06	91.09	47.56	83.54	91.49	83.94	85.94	0129
64	26.5125	-45.52	0.1	98.34	7.41	0.2	12.54	12.78	34.82	18.75	1615
0	50.0	100.0	100.0	0.0	100.0	0.0	89.04	89.19	57.22	57.81	0592
0	50.0	100.0	100.0	0.0	100.0	0.0	89.63	88.86	57.58	54.69	1591
0	55.9325	-43.09	31.69	67.37	37.09	87.58	58.69	85.54	84.32	78.12	1593
0	50.0	100.0	100.0	0.0	100.0	0.0	90.0	90.08	57.15	54.69	1551
64	74.4425	31.23	87.83	55.6	92.29	62.05	86.27	90.93	82.81	76.56	0074
0	50.0	100.0	100.0	0.0	100.0	0.0	89.65	89.37	57.76	37.5	0596
64	76.7175	14.85	86.0	71.37	82.28	67.22	84.37	91.07	84.45	71.88	1024
64	25.5575	-48.88	0.23	100.0	2.0	0.0	17.34	16.69	35.77	23.44	1086
64	75.675	-20.59	72.0	87.79	58.76	84.15	78.29	86.65	86.01	64.06	0112
64	49.9375	99.87	100.0	0.0	99.75	0.0	89.53	89.67	57.02	43.75	0505
64	72.185	22.41	82.7	52.5	84.08	69.46	83.21	88.62	83.14	78.12	1515
0	50.0	100.0	100.0	0.0	100.0	0.0	89.31	88.82	59.33	43.75	0045
0	66.5	-27.08	50.82	80.8	55.11	79.27	72.15	79.28	83.94	67.19	0503
0	50.0	100.0	100.0	0.0	100.0	0.0	89.77	89.45	57.51	51.56	1617
0	50.0	100.0	100.0	0.0	100.0	0.0	89.91	90.1	57.3	32.81	0139
64	77.5925	-18.27	80.71	90.01	56.21	83.44	73.86	89.33	84.83	71.88	0548
0	61.22	50.67	87.08	30.74	86.04	41.02	78.59	89.53	80.11	82.81	1089
0	50.0	100.0	100.0	0.0	100.0	0.0	89.29	89.37	57.22	54.69	0003
0	54.8675	84.54	95.82	16.32	98.45	8.88	87.3	82.38	79.21	45.31	1118
0	64.5975	25.89	79.41	50.5	75.68	52.8	73.43	87.26	80.37	75.0	1045
64	71.64	-32.9	63.48	88.46	46.9	87.72	69.02	84.06	82.6	65.62	0152
64	70.735	35.74	88.12	53.16	89.09	52.57	84.87	91.35	79.63	76.56	1584
64	76.5625	-2.49	76.86	73.14	73.77	82.48	82.16	91.17	86.37	84.38	0534
0	50.0	100.0	100.0	0.0	100.0	0.0	89.61	89.61	57.2	42.19	1066
64	50.0	100.0	100.0	0.0	100.0	0.0	89.61	89.89	58.46	43.75	0142
64	76.1925	23.05	90.14	63.82	85.29	65.52	85.46	88.54	81.65	75.0	0051
64	52.28	94.37	99.58	0.11	99.35	10.08	89.41	91.96	80.63	81.25	1022
0	24.67	-48.93	0.36	92.23	0.05	6.04	21.89	22.8	55.58	32.81	0131
0	62.1275	-14.72	56.98	63.71	52.55	75.27	67.27	84.55	82.78	75.0	1618
64	83.5125	-3.07	84.82	83.35	79.13	86.75	83.33	91.29	84.58	73.44	0077
64	50.0	100.0	100.0	0.0	100.0	0.0	89.51	89.43	57.51	46.88	1549
0	56.08	-23.03	41.78	65.26	47.35	69.93	64.48	88.32	86.01	81.25	0593
0	50.0	100.0	100.0	0.0	100.0	0.0	90.2	90.1	57.66	51.56	1555
0	50.0	100.0	100.0	0.0	100.0	0.0	89.98	90.0	57.92	54.69	0117
64	58.09	-49.25	38.05	86.79	28.88	78.64	62.54	76.18	81.01	70.31	1522
0	69.835	8.71	79.11	51.39	69.27	79.57	80.34	85.74	84.24	78.12	1614
64	72.745	-31.64	67.2	87.01	46.65	90.12	72.44	82.89	86.17	79.69	1007
64	68.7825	-18.01	64.0	75.36	55.56	80.21	73.27	84.08	82.01	71.88	0526
0	49.555	99.11	99.12	0.0	99.1	0.0	86.37	86.45	58.74	46.88	1592
0	50.0	100.0	100.0	0.0	100.0	0.0	89.63	89.59	58.92	56.25	0029
64	50.0	100.0	100.0	0.0	100.0	0.0	89.53	89.65	58.76	50.0	1502
64	50.0	100.0	100.0	0.0	100.0	0.0	89.37	89.45	57.45	64.06	0586
64	59.535	58.64	86.62	16.2	91.09	44.23	85.88	90.97	82.81	75.0	0104
64	49.725	99.45	100.0	0.0	98.9	0.0	89.35	89.47	56.63	40.62	0627
0	50.0	100.0	100.0	0.0	100.0	0.0	89.51	89.77	56.76	57.81	0581
0	50.0	100.0	100.0	0.0	100.0	0.0	89.71	89.83	56.94	54.69	1079
0	52.2075	82.55	92.53	7.21	94.44	14.65	86.61	91.96	81.73	78.12	0053
64	59.3325	-41.63	46.15	79.36	30.88	80.94	64.58	71.1	81.11	67.19	1154
0	50.0	100.0	100.0	0.0	100.0	0.0	89.91	89.91	57.99	57.81	0042
0	50.0	100.0	100.0	0.0	100.0	0.0	88.84	89.33	56.74	43.75	1147
64	50.78	91.35	99.02	9.88	93.89	0.33	81.11	81.04	57.87	34.38	1071
0	57.1075	67.23	93.7	21.42	87.74	25.57	83.64	91.25	81.04	82.81	1622
64	27.37	-40.25	0.33	93.12	14.16	1.87	16.89	15.86	36.39	20.31	0068
64	78.18	6.22	80.55	76.58	82.03	73.56	83.25	90.22	81.29	84.38	0106
0	65.5825	-1.91	67.04	68.26	62.21	64.82	67.48	83.27	79.8	60.94	0555
0	50.0	100.0	100.0	0.0	100.0	0.0	89.77	89.85	58.3	43.75	0621
0	47.75	93.36	99.87	2.11	88.99	0.03	81.71	82.0	58.02	46.88	0102
0	50.0	100.0	100.0	0.0	100.0	0.0	89.92	90.26	57.17	54.69	1093
64	50.0	100.0	100.0	0.0	100.0	0.0	90.34	89.87	57.56	64.06	1072
0	59.035	43.31	83.55	24.86	77.83	49.9	75.98	90.83	83.01	82.81	0504
0	58.23	53.53	87.86	24.31	82.13	38.62	83.94	92.95	82.88	82.81	0150
64	72.13	24.81	84.79	58.27	84.28	61.18	83.37	84.43	80.63	73.44	1096
0	49.9325	99.87	99.93	0.0	99.8	0.0	88.52	88.27	57.43	56.25	1110
64	64.7625	54.59	91.42	30.41	92.69	44.53	86.53	90.93	81.11	75.0	0001
64	47.3	88.83	99.15	5.77	84.28	0.0	83.39	83.41	57.58	45.31	0543
0	50.0	100.0	100.0	0.0	100.0	0.0	89.21	89.25	57.43	45.31	1532
64	49.9375	99.87	100.0	0.0	99.75	0.0	89.89	89.61	57.69	43.75	1055
64	50.0	100.0	100.0	0.0	100.0	0.0	89.85	89.13	57.02	50.0	1064
0	62.07	14.11	73.14	45.17	65.12	64.85	76.14	90.73	82.65	73.44	0024
0	27.7775	-7.22	4.8	36.4	43.54	26.37	12.68	12.64	24.07	21.88	0015
0	49.9625	99.92	100.0	0.0	99.85	0.0	89.02	88.84	58.1	34.38	0575
64	50.0	100.0	100.0	0.0	100.0	0.0	89.33	89.61	55.86	48.44	0612
64	22.98	-40.85	0.1	84.91	5.01	1.9	14.38	13.43	38.57	26.56	0070
64	50.0	100.0	100.0	0.0	100.0	0.0	89.43	90.16	58.3	50.0	1589
64	75.105	-7.32	74.58	79.02	68.32	78.5	80.13	89.61	82.99	73.44	0573
64	50.0	100.0	100.0	0.0	100.0	0.0	89.92	89.92	56.38	48.44	1575
64	75.8625	-5.33	78.98	81.02	67.42	76.03	81.0	89.49	83.68	82.81	1540
64	50.0	100.0	100.0	0.0	100.0	0.0	89.49	89.61	57.45	51.56	0513
0	50.0	100.0	100.0	0.0	100.0	0.0	89.79	89.39	58.56	43.75	1512
64	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.06	57.94	48.44	1574
64	47.68	54.36	75.55	40.73	74.17	0.27	67.25	67.68	59.02	40.62	0084
64	50.0	100.0	100.0	0.0	100.0	0.0	89.55	89.43	57.87	40.62	0026
64	50.0	100.0	100.0	0.0	100.0	0.0	89.49	89.37	57.07	43.75	0081
0	50.0	100.0	100.0	0.0	100.0	0.0	90.02	89.69	57.87	67.19	1142
0	61.405	32.63	79.86	39.51	75.58	50.67	80.11	91.43	81.88	64.06	0009
64	50.0	100.0	100.0	0.0	100.0	0.0	89.33	89.67	58.2	46.88	0011
0	61.99	41.96	81.46	34.96	84.48	47.06	78.57	89.17	80.93	81.25	1509
64	50.0	100.0	100.0	0.0	100.0	0.0	90.2	89.71	56.99	46.88	0633
64	49.9625	99.92	100.0	0.0	99.85	0.0	89.35	89.27	57.22	42.19	1156
64	67.2275	51.96	93.37	34.3	93.04	48.2	87.85	91.68	82.35	81.25	1516
64	50.0	100.0	100.0	0.0	100.0	0.0	89.04	88.86	57.79	43.75	1529
64	50.0	100.0	100.0	0.0	100.0	0.0	89.27	89.91	57.71	53.12	0128
0	50.0	100.0	100.0	0.0	100.0	0.0	89.77	89.87	57.71	54.69	0119
64	74.6075	36.14	92.56	43.29	92.79	69.79	87.26	88.94	79.63	68.75	0532
64	68.1475	40.47	88.28	36.51	88.49	59.31	86.39	92.73	84.58	82.81	1597
64	50.0	100.0	100.0	0.0	100.0	0.0	88.96	89.08	57.74	45.31	0100
0	49.4075	-62.68	17.82	78.91	18.32	82.58	44.25	79.61	81.04	75.0	0079
64	73.4575	28.1	89.33	50.72	85.69	68.09	86.11	90.81	80.68	65.62	0002
64	50.0	100.0	100.0	0.0	100.0	0.0	90.18	89.81	57.97	40.62	1065
0	58.84	47.24	84.14	27.52	80.78	42.92	79.47	91.76	81.73	92.19	1603
64	50.0	100.0	100.0	0.0	100.0	0.0	89.15	89.53	58.38	59.38	1068
64	0.6525	1.19	0.2	0.11	2.3	0.0	0.83	0.83	0.03	0.0	1545
0	50.0	100.0	100.0	0.0	100.0	0.0	89.15	89.81	57.33	67.19	1578
64	71.4675	-13.69	65.18	79.36	64.06	77.27	78.19	83.09	81.42	82.81	0118
64	8.595	7.69	2.61	4.33	22.27	5.17	6.95	6.64	4.29	10.94	0640
0	50.0	100.0	100.0	0.0	100.0	0.0	89.15	89.65	59.23	60.94	0595
64	58.4775	71.78	95.4	22.64	93.34	22.53	87.67	90.64	81.76	82.81	0063
64	21.985	-43.82	0.0	85.35	0.15	2.44	5.97	6.8	46.63	21.88	0507
0	55.0675	-30.68	33.91	58.93	45.55	81.88	63.43	89.02	86.27	71.88	1062
64	63.52	49.19	87.14	32.52	89.09	45.33	84.02	89.89	81.34	68.75	0636
64	50.0	100.0	100.0	0.0	100.0	0.0	90.14	89.73	57.63	43.75	0031
64	10.6875	7.0	3.2	13.54	25.18	0.83	8.22	8.08	3.72	3.12	0096
64	50.0	100.0	100.0	0.0	100.0	0.0	88.6	89.65	57.94	43.75	1601
64	62.9625	61.63	94.06	26.75	93.49	37.55	86.9	89.75	81.63	79.69	1536
64	50.0	100.0	100.0	0.0	100.0	0.0	89.43	89.45	57.15	50.0	1581
64	72.8325	27.6	87.53	53.94	85.74	64.12	84.87	91.09	81.63	64.06	1501
64	50.0	100.0	100.0	0.0	100.0	0.0	89.39	89.25	57.1	59.38	1608
0	53.475	13.39	58.58	44.06	61.76	49.5	71.41	91.82	84.4	81.25	0000
0	62.5025	43.32	83.65	42.06	84.68	39.62	76.97	91.43	82.19	76.56	0657
0	64.2275	52.29	90.76	28.63	89.99	47.53	82.56	90.48	81.01	75.0	0115
0	50.0	100.0	100.0	0.0	100.0	0.0	89.57	89.53	58.22	50.0	0080
0	65.0825	-2.12	62.17	67.37	65.87	64.92	77.89	88.84	84.71	71.88	1108
64	50.0	100.0	100.0	0.0	100.0	0.0	90.02	89.61	57.33	39.06	1088
64	50.0	100.0	100.0	0.0	100.0	0.0	89.43	89.15	57.84	57.81	0629
64	60.6675	64.01	91.81	24.08	93.54	33.24	85.58	90.83	81.52	73.44	1034
0	62.015	57.97	92.36	27.41	89.64	38.65	82.79	90.1	81.42	78.12	0588
64	24.1425	-23.96	2.9	72.25	21.42	0.0	12.21	12.15	9.67	15.62	0016
64	50.0	100.0	100.0	0.0	100.0	0.0	89.71	89.49	56.56	62.5	0036
0	60.8825	37.93	78.56	25.86	81.13	57.98	78.43	92.39	82.04	78.12	1095
64	69.19	2.28	73.79	66.37	66.87	69.73	78.11	89.45	81.06	78.12	1596
0	67.0775	-27.07	54.08	79.25	53.0	81.98	69.0	80.74	83.01	65.62	0087
64	50.0	100.0	100.0	0.0	100.0	0.0	89.19	89.25	57.17	50.0	1159
0	49.9875	99.97	100.0	0.0	99.95	0.0	89.43	90.2	58.66	65.62	0136
0	62.5	47.31	84.82	26.86	87.49	50.83	78.84	90.5	81.42	70.31	0642
64	50.0	100.0	100.0	0.0	100.0	0.0	89.47	89.87	57.51	45.31	1114
64	50.0	100.0	100.0	0.0	100.0	0.0	89.17	89.57	56.92	51.56	1091
64	50.0	100.0	100.0	0.0	100.0	0.0	90.2	89.83	58.25	48.44	0071
64	25.265	-26.41	0.95	76.91	23.17	0.03	12.17	12.01	15.88	17.19	1587
64	50.0	100.0	100.0	0.0	100.0	0.0	90.02	89.21	57.17	48.44	1052
0	66.36	30.31	81.3	47.84	81.73	54.57	79.69	91.82	81.86	68.75	0537
0	50.0	100.0	100.0	0.0	100.0	0.0	89.45	89.45	57.27	48.44	0147
64	72.4775	-12.52	71.18	76.8	61.26	80.67	76.21	88.03	82.78	84.38	1000
64	67.645	46.28	92.98	25.19	88.59	63.82	87.38	91.68	81.81	76.56	0557
0	50.0	100.0	100.0	0.0	100.0	0.0	89.27	89.47	57.38	43.75	0527
64	50.0	100.0	100.0	0.0	100.0	0.0	89.73	89.35	57.89	51.56	0116
64	50.0	100.0	100.0	0.0	100.0	0.0	89.57	89.35	57.81	57.81	0645
64	70.14	-21.82	58.65	82.13	59.81	79.97	75.19	84.27	83.04	85.94	1569
64	25.4825	-45.33	0.03	1.0	5.61	95.29	8.04	8.53	43.65	18.75	1148
0	48.1675	70.88	89.49	25.08	77.73	0.37	70.76	70.78	57.25	40.62	0008
64	50.0	100.0	100.0	0.0	100.0	0.0	89.91	89.65	58.71	65.62	1140
64	77.76	0.11	83.26	77.47	72.37	77.94	83.54	87.73	85.09	84.38	0076
0	50.0	100.0	100.0	0.0	100.0	0.0	90.87	89.0	81.22	70.31	1036
0	49.6425	99.28	99.97	0.0	98.6	0.0	87.24	87.08	57.74	32.81	1006
64	50.0	100.0	100.0	0.0	100.0	0.0	89.79	90.0	57.69	54.69	1020
64	12.77	11.02	3.98	7.21	32.58	7.31	10.09	10.57	7.42	9.38	1598
0	50.0	100.0	100.0	0.0	100.0	0.0	89.89	90.08	56.58	54.69	0034
0	50.0	100.0	100.0	0.0	100.0	0.0	89.37	89.35	56.68	42.19	0583
0	50.0	100.0	100.0	0.0	100.0	0.0	88.94	89.57	57.27	67.19	1544
64	57.7925	77.69	96.18	5.88	97.1	32.01	87.26	92.12	81.04	67.19	1017
64	50.0	100.0	100.0	0.0	100.0	0.0	90.04	89.92	58.71	34.38	0618
0	57.575	74.07	95.27	16.32	93.94	24.77	83.58	90.34	79.88	75.0	1531
64	50.0	100.0	100.0	0.0	100.0	0.0	89.15	89.06	59.07	53.12	1031
0	50.3825	99.1	99.97	1.66	99.9	0.0	88.66	88.6	57.51	46.88	0638
64	50.0	100.0	100.0	0.0	100.0	0.0	89.96	89.85	57.38	62.5	1594
64	72.37	0.07	74.64	71.81	70.17	72.86	79.2	87.46	81.88	73.44	0137
64	75.9225	9.16	79.37	67.26	81.63	75.43	84.1	91.56	84.19	75.0	1090
64	63.075	55.44	86.95	32.63	94.64	38.08	83.54	91.39	81.04	82.81	1097
64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1101
64	68.745	-23.15	73.5	78.8	40.84	81.84	75.11	83.47	84.14	73.44	1157
0	63.9575	22.47	75.91	29.52	74.47	75.93	80.21	88.96	82.63	79.69	1554
0	50.0	100.0	100.0	0.0	100.0	0.0	89.75	90.48	58.3	48.44	0123
0	50.0	100.0	100.0	0.0	100.0	0.0	89.75	90.1	57.27	51.56	0127
0	50.0	100.0	100.0	0.0	100.0	0.0	90.14	89.47	57.33	48.44	0551
0	59.845	-13.73	50.65	62.49	55.31	70.93	68.96	91.01	84.91	82.81	1520
64	50.0	100.0	100.0	0.0	100.0	0.0	89.69	89.85	57.74	64.06	1525
0	50.0	100.0	100.0	0.0	100.0	0.0	89.53	89.33	57.51	60.94	0556
64	50.0	100.0	100.0	0.0	100.0	0.0	90.04	89.59	58.76	59.38	1076
64	68.465	-32.15	53.13	87.57	51.65	81.51	71.81	83.74	85.66	67.19	1158
64	50.0	100.0	100.0	0.0	100.0	0.0	88.64	89.29	58.51	48.44	1122
0	50.0	100.0	100.0	0.0	100.0	0.0	90.08	90.02	58.2	43.75	0098
0	54.05	83.52	97.13	6.99	94.49	17.59	85.91	93.07	82.83	71.88	1139
64	69.595	-29.23	58.06	84.57	51.9	83.85	72.68	81.07	83.47	76.56	0089
0	50.0	100.0	100.0	0.0	100.0	0.0	89.67	89.83	57.89	51.56	0132
64	50.0	100.0	100.0	0.0	100.0	0.0	89.41	89.35	58.22	48.44	1517
64	76.465	-12.79	83.68	77.8	56.46	87.92	76.21	88.4	80.6	64.06	1141
64	50.0	100.0	100.0	0.0	100.0	0.0	89.85	89.85	57.22	45.31	0140
0	50.0	100.0	100.0	0.0	100.0	0.0	89.35	89.67	57.99	46.88	0570
64	50.0	100.0	100.0	0.0	100.0	0.0	89.69	89.47	57.84	42.19	0066
64	16.66	-29.5	0.07	62.82	3.75	0.0	6.78	6.91	10.11	9.38	0113
0	50.0	100.0	100.0	0.0	100.0	0.0	89.83	89.47	57.2	45.31	0073
0	61.3925	38.95	78.66	28.19	83.08	55.64	74.04	91.21	81.78	75.0	0149
