K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
0	69.99	65.76	94.9	33.45	95.3	27.62	98.68	86.76	81.72	68.63	62.5	2046
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	88.89	58.09	60.94	2027
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.17	89.12	57.97	51.56	1056
64	81.83	20.3	89.19	67.84	88.28	71.46	92.38	84.96	87.38	73.84	76.56	2033
0	35.236	58.73	66.98	0.0	42.41	0.0	66.79	26.62	26.75	1.06	23.44	1810
64	82.238	24.31	90.53	70.06	90.71	65.24	94.65	86.15	90.42	70.65	67.19	1256
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.66	59.12	43.75	1860
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.47	88.26	57.53	50.0	1530
64	76.58	7.74	73.74	62.11	77.31	81.76	87.98	78.76	89.12	80.25	82.81	2518
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	88.56	58.84	60.94	1087
64	82.296	17.21	81.24	62.22	92.6	81.72	93.7	85.42	92.39	81.67	70.31	2505
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.51	57.27	42.19	2525
64	78.754	-3.0	81.38	72.4	68.88	88.71	82.4	80.5	84.16	80.47	76.56	1098
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.95	88.23	59.82	42.19	1625
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.69	58.28	53.12	1849
64	62.178	92.38	99.08	3.98	99.03	9.53	99.27	88.06	88.87	68.21	79.69	1111
0	74.944	30.19	86.62	53.57	81.69	60.1	92.74	82.93	79.67	76.3	65.62	1615
64	59.21	98.0	99.82	0.82	96.0	0.0	99.41	49.64	49.77	7.22	21.88	1803
64	82.314	14.52	85.92	76.96	85.04	70.25	93.4	81.82	82.86	68.77	56.25	1591
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.84	88.85	65.89	64.06	1338
0	66.384	78.96	95.64	38.01	98.49	0.0	99.78	88.36	86.56	65.75	64.06	1360
0	64.956	82.35	96.41	27.6	98.38	3.49	98.9	88.62	87.8	73.59	73.44	2081
0	68.384	72.3	96.2	30.88	96.6	19.12	99.12	85.82	86.92	68.16	65.62	1290
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.84	59.37	64.06	1593
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.44	58.76	51.56	2314
0	61.354	93.7	98.63	1.99	98.6	8.28	99.27	88.57	88.33	70.03	68.75	1551
0	60.658	97.88	99.82	3.86	99.68	0.0	99.93	89.04	89.0	69.17	70.31	2540
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.53	87.45	57.36	35.94	1024
0	62.156	89.0	98.59	5.26	97.03	12.25	97.65	86.79	89.32	73.98	67.19	2515
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.85	59.43	62.5	2581
64	70.468	63.44	95.46	11.7	95.08	53.11	96.99	86.66	86.71	70.17	73.44	1259
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	89.18	59.09	54.69	1086
64	59.882	99.8	100.0	0.0	99.41	0.0	100.0	86.01	85.62	58.65	37.5	2067
0	62.24	91.94	98.8	13.57	100.0	0.59	98.24	78.07	78.48	59.07	39.06	2359
64	67.186	75.5	94.44	43.63	97.78	0.15	99.93	89.53	91.94	74.01	71.88	1515
64	82.79	5.49	82.22	74.04	84.17	84.96	88.56	80.83	85.01	74.17	71.88	2585
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.29	89.1	58.51	57.81	1872
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.74	58.59	56.25	2532
64	76.458	2.2	73.64	80.47	74.5	69.81	83.87	78.32	87.65	76.61	73.44	2514
64	70.938	63.64	94.76	27.37	95.89	38.14	98.53	86.2	88.92	78.57	75.0	2109
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.19	58.28	48.44	2580
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	89.05	57.33	42.19	2596
64	59.904	99.52	99.82	0.35	99.46	0.04	99.85	88.77	88.85	67.88	75.0	1617
64	85.146	8.89	88.42	80.58	91.25	79.04	86.44	83.97	90.03	71.24	75.0	1291
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.08	88.33	57.81	37.5	2603
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.76	88.28	57.36	62.5	1089
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.25	89.09	58.37	65.62	1378
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.77	58.34	53.12	1377
0	60.74	97.24	99.33	4.8	99.57	0.0	100.0	88.18	88.18	65.44	59.38	2022
64	60.638	97.61	99.79	0.47	99.62	3.68	99.63	88.54	88.95	70.57	71.88	2272
0	73.128	27.06	78.99	58.25	82.39	55.54	90.47	82.69	89.96	81.73	73.44	1118
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.97	89.02	56.99	57.81	1865
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	87.96	58.56	46.88	1818
64	78.142	37.63	90.64	62.57	92.98	48.55	95.97	84.31	86.29	67.21	64.06	1045
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.39	58.11	59.38	1288
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.47	88.34	57.72	45.31	1584
0	79.958	22.07	87.5	64.21	87.14	69.22	91.72	81.69	77.01	67.1	54.69	2606
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.35	88.8	58.39	64.06	1258
0	80.942	6.62	83.17	81.52	80.28	72.42	87.32	73.91	72.67	67.04	56.25	1066
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	89.09	57.61	67.19	2598
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.72	57.81	48.44	1844
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.21	66.7	70.31	2615
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.41	58.67	59.38	2633
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	88.29	57.61	60.94	1265
64	80.702	5.01	87.4	70.88	73.91	84.52	86.8	82.23	89.88	82.54	79.69	2293
64	75.152	47.7	92.29	61.99	93.63	31.08	96.77	86.84	88.62	69.17	60.94	1761
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.64	58.93	54.69	2590
64	60.838	97.17	99.54	0.47	99.95	4.6	99.63	87.76	89.17	67.46	70.31	2522
64	84.146	7.98	87.57	75.67	82.28	83.05	92.16	82.96	88.0	73.59	60.94	1022
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.39	88.57	58.03	43.75	1618
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.23	59.18	51.56	1549
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.33	88.59	57.78	59.38	2299
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.36	58.65	50.0	1555
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.94	89.1	57.39	48.44	2520
0	61.384	-40.16	38.68	87.25	43.98	83.71	53.3	56.19	78.32	73.61	57.81	1251
64	60.432	98.52	99.79	2.46	99.73	0.18	100.0	88.59	88.36	67.82	65.62	1771
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	89.0	59.79	34.38	2024
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.22	88.44	57.78	51.56	2305
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.42	57.61	62.5	1522
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	88.94	58.65	65.62	1614
64	83.502	6.39	86.69	72.98	78.88	86.36	92.6	82.73	90.51	81.14	79.69	2612
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.87	89.13	58.11	45.31	2508
64	76.864	33.82	86.77	56.73	90.49	56.42	93.91	85.52	89.7	76.69	68.75	2531
0	71.54	10.4	73.57	60.35	66.07	70.25	87.46	77.06	87.81	81.65	82.81	1007
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	61.62	61.36	2.07	26.56	2287
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.97	56.38	54.69	1366
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	88.72	57.92	48.44	1804
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.2	88.31	58.34	39.06	1799
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.28	57.33	57.81	2512
64	80.954	25.88	90.95	56.37	90.01	74.48	92.96	83.31	83.95	68.38	67.19	1300
64	71.534	64.38	92.82	48.3	99.19	17.51	99.85	88.31	89.38	73.5	75.0	1592
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.39	88.39	56.77	45.31	1502
64	81.676	15.76	89.02	65.15	85.04	79.29	89.88	82.66	87.17	72.33	71.88	1775
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.31	57.75	43.75	1765
0	71.878	42.05	88.98	44.09	85.25	49.21	91.86	82.5	86.99	74.2	65.62	1353
64	55.748	90.57	97.4	2.81	88.06	0.0	90.47	83.45	82.93	59.12	40.62	1373
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	88.04	57.22	46.88	1873
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.75	58.39	62.5	1858
64	59.986	99.98	99.93	0.0	100.0	0.0	100.0	88.82	88.59	59.49	39.06	1079
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	89.07	58.81	46.88	2289
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.42	88.34	59.01	46.88	2128
64	82.158	11.11	85.64	70.18	82.01	80.8	92.16	81.54	88.06	71.4	71.88	2095
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.29	58.39	46.88	1323
64	81.348	17.56	86.91	65.5	85.68	76.13	92.52	82.94	82.0	67.6	64.06	2100
64	62.65	90.62	99.08	4.68	98.27	11.88	99.34	88.8	89.93	73.67	71.88	2284
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.92	88.28	58.56	64.06	1071
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.64	57.02	48.44	1622
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.77	59.18	46.88	2255
0	66.124	75.78	94.4	37.89	96.6	3.42	98.31	87.65	87.86	71.35	71.88	2127
64	59.986	99.98	99.93	0.0	100.0	0.0	100.0	89.18	89.37	59.18	37.5	2106
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.85	59.74	67.19	1778
0	58.276	83.68	92.36	16.14	85.52	0.0	97.36	80.52	80.81	58.17	35.94	1752
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.18	57.27	43.75	1782
0	74.156	0.15	71.42	73.22	67.42	74.92	83.8	73.81	87.3	81.51	78.12	2562
0	66.206	71.17	92.05	7.25	94.98	39.76	96.99	84.59	90.7	77.5	82.81	2627
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.89	58.0	40.62	2343
0	60.17	99.1	99.75	1.05	99.68	0.37	100.0	88.77	88.52	66.96	65.62	2306
0	69.284	-13.95	67.79	76.49	55.21	78.82	68.11	70.67	84.02	82.37	70.31	2574
64	83.23	11.64	85.5	73.57	83.14	78.93	95.01	82.41	88.09	66.96	60.94	1335
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	89.33	57.58	40.62	1093
0	67.216	-18.83	61.35	73.8	53.48	83.23	64.22	70.76	83.27	83.07	65.62	1072
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.19	88.34	56.1	45.31	2057
64	79.586	-6.21	81.24	81.52	71.26	85.1	78.81	76.42	85.37	71.01	67.19	2576
64	60.636	97.31	99.51	2.11	99.68	2.39	99.49	87.83	87.96	66.56	57.81	1379
0	68.278	69.18	96.13	23.86	94.87	29.68	96.85	85.9	82.61	66.82	59.38	1827
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.71	58.17	51.56	1255
0	67.656	-18.46	56.99	77.43	57.7	80.03	66.13	68.03	84.31	82.12	68.75	2019
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.97	57.75	48.44	1096
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.31	57.58	59.38	1110
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	89.27	59.46	43.75	2088
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.79	89.2	58.06	56.25	1532
64	67.606	75.45	98.2	2.34	96.92	42.33	98.24	87.47	87.91	68.44	71.88	1055
64	74.536	-23.13	66.74	91.46	53.75	85.36	75.37	72.94	87.09	81.93	78.12	2288
64	81.946	-4.88	79.76	84.68	77.74	85.07	82.48	79.72	85.04	77.34	71.88	2602
0	72.698	58.89	94.19	73.92	96.7	0.81	97.87	87.65	79.47	68.83	51.56	1064
64	62.668	-32.05	57.41	90.53	42.36	73.26	49.78	69.96	76.07	73.48	56.25	2557
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.33	88.94	57.75	57.81	2371
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	89.18	58.67	57.81	2132
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.88	88.9	57.97	56.25	2610
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.27	89.22	57.47	54.69	1759
0	76.116	36.76	91.09	40.23	86.87	67.89	94.5	83.44	80.38	67.4	59.38	1589
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	89.25	58.17	35.94	1276
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.18	88.38	58.23	39.06	2600
0	78.072	27.29	87.43	81.99	86.71	41.41	92.82	84.73	83.98	81.09	70.31	1575
0	70.754	45.24	86.34	83.51	87.03	3.71	93.18	82.0	75.21	66.79	50.0	2553
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.67	57.53	40.62	1540
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	86.43	85.78	58.9	40.62	1277
64	74.908	8.37	73.39	63.27	75.53	76.5	85.85	71.38	74.87	67.46	57.81	2331
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.31	88.47	58.23	54.69	1348
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.66	89.17	69.31	60.94	2055
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.33	88.87	57.61	60.94	2292
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.71	89.13	58.84	59.38	1512
0	73.016	-11.75	66.39	81.87	69.21	78.26	69.35	68.66	75.69	70.76	59.38	2004
0	62.388	92.09	98.63	14.27	99.19	0.0	99.85	89.09	88.11	74.12	59.38	1328
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	89.04	58.31	57.81	1351
0	63.79	-29.72	54.73	85.5	46.57	77.75	54.4	56.44	72.85	70.96	62.5	2054
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.47	57.53	62.5	1574
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.51	58.37	53.12	2375
0	71.32	58.65	94.51	38.13	93.35	34.13	96.48	87.47	87.71	70.31	62.5	2092
0	66.46	80.0	97.61	32.87	98.87	4.05	98.9	88.09	78.05	68.19	53.12	2592
0	69.45	68.47	95.99	32.28	96.65	24.46	97.87	87.04	86.15	67.54	67.19	1791
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.33	88.79	69.11	62.5	1851
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.85	88.47	57.92	60.94	2500
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.69	57.58	59.38	1252
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	89.2	57.97	57.81	1868
0	76.13	-0.79	79.3	78.95	65.59	74.26	82.55	77.76	85.78	82.82	78.12	2320
0	60.838	93.88	98.28	5.96	98.0	3.05	98.9	88.74	90.01	72.33	79.69	1509
0	55.806	84.43	89.16	10.29	82.66	0.0	96.92	36.33	36.26	5.79	37.5	2579
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.9	58.14	53.12	1325
64	69.146	67.24	96.52	6.55	93.52	51.05	98.09	87.24	87.65	68.83	60.94	1516
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	88.84	57.75	35.94	1303
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.94	58.42	53.12	1294
64	78.364	14.53	80.75	78.13	81.31	61.16	90.47	82.48	85.22	70.12	62.5	1847
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.77	56.46	42.19	1529
0	69.466	55.6	90.04	35.32	91.9	36.89	93.18	84.91	89.83	79.21	78.12	2096
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.18	58.25	50.0	2624
64	83.268	20.7	87.93	70.53	92.06	71.17	94.65	84.91	80.45	70.45	60.94	1757
0	75.972	11.58	74.38	67.25	79.31	70.8	88.12	76.73	79.61	70.59	56.25	2354
0	71.654	46.33	89.58	36.37	90.44	51.34	90.54	83.14	82.3	69.92	71.88	2577
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.85	58.23	54.69	1315
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.07	88.41	57.55	40.62	1597
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	87.96	59.04	51.56	2566
64	74.546	6.07	77.09	58.83	69.53	82.97	84.31	72.77	69.27	68.19	53.12	1065
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.47	88.71	56.55	50.0	2090
64	73.178	-19.41	66.49	88.19	57.1	81.46	72.65	74.01	82.51	72.19	57.81	1603
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.47	57.72	59.38	1312
64	69.628	65.64	97.29	1.05	94.11	59.43	96.26	86.34	86.84	68.61	75.0	2274
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	88.61	57.58	46.88	1068
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	89.28	56.58	60.94	1545
64	83.952	14.08	87.29	83.04	87.84	67.97	93.62	85.06	88.19	73.53	68.75	1578
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	88.85	56.94	45.31	2616
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.54	57.41	46.88	2042
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.43	87.62	58.42	43.75	2366
64	59.782	99.64	99.61	0.0	99.3	0.0	100.0	45.44	46.88	3.75	18.75	2130
0	74.704	10.21	77.68	70.29	71.15	66.86	87.54	73.51	87.48	77.34	68.75	2368
64	67.688	74.57	96.87	8.89	97.95	37.0	97.73	88.69	90.72	71.21	71.88	2568
0	22.324	37.21	35.94	0.0	33.01	0.0	42.67	19.7	19.3	0.0	12.5	1062
64	60.454	98.29	99.47	2.92	99.84	0.04	100.0	88.79	88.69	66.26	67.19	2273
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.59	88.92	57.81	32.81	1365
0	79.508	10.08	83.88	77.19	84.12	69.73	82.62	78.55	74.67	67.15	60.94	2083
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.0	88.69	57.97	37.5	1601
0	59.932	99.89	100.0	0.0	99.73	0.0	99.93	84.79	84.23	57.02	46.88	1536
64	77.846	-11.26	76.56	87.37	58.35	81.83	85.12	77.91	85.78	79.97	57.81	1581
0	71.0	33.89	86.1	41.75	78.93	59.58	88.64	77.1	87.4	78.37	70.31	2035
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	89.22	57.72	68.75	1501
0	75.826	35.13	90.81	45.73	84.98	63.77	93.84	84.46	85.01	73.48	71.88	2296
64	82.438	-9.09	83.56	89.36	69.85	86.43	82.99	79.76	88.85	81.06	68.75	2307
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.42	88.79	57.5	45.31	1608
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.21	88.54	59.09	43.75	0000
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.19	58.37	67.19	2587
64	75.286	49.71	93.07	57.78	94.49	33.14	97.95	86.92	86.39	70.03	57.81	2047
0	60.07	99.82	100.0	0.35	100.0	0.0	100.0	89.43	90.21	72.58	67.19	2129
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.09	88.62	59.15	60.94	2625
0	67.676	11.67	71.77	50.18	67.69	71.17	77.57	73.7	87.96	81.87	75.0	2328
0	67.224	6.98	66.31	42.11	64.78	83.96	78.96	67.64	79.11	74.2	53.12	1108
0	59.9	99.83	99.79	0.0	99.78	0.0	99.93	49.17	49.04	3.92	29.69	1088
0	46.76	77.93	99.68	0.0	83.31	0.0	50.81	61.51	61.56	57.78	32.81	1786
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.27	88.82	58.84	45.31	1751
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	89.04	57.69	43.75	1814
64	78.236	35.26	92.5	50.64	90.17	63.52	94.35	83.87	84.26	68.02	51.56	2329
0	51.882	67.66	94.47	22.57	59.16	0.0	83.21	76.35	76.17	59.49	37.5	1034
64	53.744	30.57	38.51	50.76	65.64	20.04	93.77	55.61	55.48	57.86	37.5	2318
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.18	88.67	58.9	59.38	1363
0	59.96	99.93	100.0	0.0	99.95	0.0	99.85	88.33	88.14	57.53	39.06	1368
64	65.95	79.22	97.36	19.77	97.24	17.07	98.31	87.17	86.86	66.73	59.38	1779
0	58.154	93.03	98.66	4.68	90.22	0.0	97.21	83.34	83.22	57.41	43.75	1095
64	79.062	-0.04	76.59	71.81	78.07	86.36	82.48	74.57	84.11	70.4	68.75	2282
0	76.884	29.6	90.25	58.01	88.38	60.24	87.54	82.58	78.05	68.58	54.69	2008
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.66	57.27	39.06	1596
64	83.878	-8.83	85.43	87.25	69.69	91.1	85.92	78.72	88.61	73.84	62.5	2276
0	71.88	58.05	95.18	31.81	93.79	42.29	96.33	86.72	87.27	69.67	60.94	1825
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	88.56	58.03	56.25	1354
0	80.356	25.23	88.24	73.1	88.82	57.34	94.28	84.66	80.76	68.19	60.94	2582
0	77.706	20.46	82.86	64.91	85.74	65.94	89.08	78.98	80.86	72.24	60.94	2551
64	74.0	50.27	94.97	33.1	91.9	54.58	95.45	85.58	82.55	66.06	54.69	1114
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.54	56.63	48.44	1091
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.52	58.7	54.69	1344
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.07	88.59	56.83	39.06	1587
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.29	57.41	37.5	1052
0	61.83	95.16	99.79	9.47	99.89	0.0	100.0	89.63	87.37	66.65	43.75	2068
64	59.998	98.15	99.12	2.22	99.24	0.0	99.41	86.01	85.55	58.03	40.62	2346
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.85	88.97	58.09	43.75	2257
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.95	87.9	56.97	40.62	2629
64	74.714	47.18	91.27	50.29	93.08	42.52	96.41	86.49	89.37	76.69	78.12	2327
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.21	88.54	59.09	43.75	1000
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.34	89.05	58.42	50.0	1316
0	61.686	92.97	97.92	5.96	98.92	5.85	99.78	88.21	88.92	70.48	65.62	1380
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.97	88.87	58.7	51.56	1866
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.34	58.37	56.25	1569
64	76.184	37.89	92.54	45.85	88.22	61.05	93.26	83.93	83.37	68.02	45.31	1836
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.85	88.72	58.67	64.06	2259
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.13	88.67	58.28	42.19	1813
0	78.134	29.93	90.39	63.27	88.65	57.08	91.28	81.56	78.8	67.24	50.0	1269
64	81.36	19.83	90.95	63.16	83.09	75.76	93.84	85.47	90.9	79.91	82.81	2034
0	60.222	98.62	99.61	0.7	99.62	1.4	99.78	88.21	87.48	67.99	62.5	2266
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.94	88.64	58.17	39.06	1313
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.68	88.74	57.02	42.19	2545
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.19	87.75	59.43	40.62	2001
0	60.052	99.79	99.96	0.35	99.95	0.0	100.0	89.09	88.24	66.96	65.62	1306
64	74.944	40.54	89.02	29.82	89.3	71.42	95.16	84.21	90.26	79.74	81.25	1036
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	89.23	56.72	68.75	1006
64	80.212	15.07	86.03	66.32	80.39	76.02	92.3	78.98	84.08	70.34	59.38	1282
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.61	56.72	46.88	2597
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.2	88.57	58.79	54.69	1848
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.79	89.02	58.03	51.56	2350
0	67.462	67.5	94.44	18.25	93.35	35.67	95.6	84.48	80.94	68.41	65.62	1020
64	45.8	72.73	97.57	4.33	48.73	0.0	78.37	76.77	76.34	57.61	37.5	1598
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.87	58.73	51.56	2077
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.38	57.3	53.12	1544
0	29.8	49.67	53.82	0.0	42.03	0.0	53.15	24.79	24.88	0.08	20.31	1017
0	60.002	99.91	99.89	0.12	100.0	0.0	100.0	88.94	88.46	66.93	50.0	1340
64	60.862	96.32	99.33	3.86	99.35	2.28	99.49	88.49	87.67	67.04	67.19	2535
0	60.094	99.77	100.0	0.47	100.0	0.0	100.0	88.77	88.99	66.2	60.94	1531
64	59.73	98.77	97.71	0.94	100.0	0.0	100.0	87.05	86.91	58.09	48.44	2113
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.72	56.02	43.75	1031
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.85	88.61	57.97	37.5	2251
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	89.02	58.2	56.25	1594
0	80.424	22.05	89.62	64.33	87.57	70.06	90.54	80.78	81.47	69.17	60.94	1299
0	60.296	98.47	99.44	1.29	99.68	1.14	99.93	89.17	89.23	70.48	67.19	1812
64	20.0	-50.0	0.0	100.0	0.0	0.0	0.0	25.21	24.31	57.11	42.19	2561
0	60.002	99.91	100.0	0.12	99.89	0.0	100.0	88.52	89.13	66.56	59.38	1090
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.34	88.28	58.73	51.56	2345
64	73.51	46.26	93.21	43.51	90.01	48.0	92.82	83.47	82.36	66.9	56.25	1097
