K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
0	74.496	16.14	79.97	69.24	75.42	60.39	87.46	77.79	87.58	79.91	67.19	2297
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.31	57.83	60.94	1829
0	74.258	39.37	89.9	46.43	89.14	54.84	90.98	80.66	76.82	66.62	51.56	1794
0	60.202	99.18	99.89	1.17	99.73	0.22	100.0	89.15	89.05	70.57	70.31	2018
0	65.87	14.13	66.98	57.08	69.21	57.71	78.37	66.6	85.5	75.1	65.62	2056
0	77.512	2.81	72.65	79.42	79.9	72.23	83.36	69.91	72.61	69.78	57.81	1871
64	81.878	-0.25	80.61	80.23	74.77	83.82	89.96	79.28	89.09	73.28	76.56	1113
0	60.418	98.46	99.89	2.69	99.51	0.0	100.0	89.23	89.25	69.75	54.69	1811
64	60.65	95.14	99.68	7.13	97.03	0.0	99.41	83.52	84.38	57.55	34.38	1773
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.36	57.53	59.38	1519
0	72.624	17.3	82.96	58.36	70.77	66.13	84.9	74.97	85.5	78.4	68.75	1763
64	60.926	96.72	99.65	0.35	99.78	5.44	99.41	88.33	89.28	67.32	73.44	2051
0	73.144	9.94	78.39	67.72	71.37	66.64	81.6	74.54	86.61	78.57	71.88	2513
64	76.924	23.12	85.78	65.5	83.14	60.61	89.59	78.47	75.64	66.79	54.69	1361
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.52	58.09	50.0	1129
64	78.494	-8.5	72.44	79.88	67.8	87.31	85.04	78.58	86.23	81.09	71.88	1755
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.89	57.36	57.81	2302
0	61.288	95.97	99.37	7.37	99.73	0.04	99.93	88.46	88.54	68.21	57.81	2550
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	87.83	57.69	48.44	2084
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.84	88.94	57.72	62.5	1099
64	73.228	52.47	94.4	47.02	93.08	36.48	95.16	84.87	83.8	67.43	62.5	1038
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.64	57.69	39.06	1100
64	58.292	94.1	97.11	3.16	91.19	0.51	99.49	80.93	80.42	58.98	46.88	2542
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	89.1	58.03	67.19	1552
64	80.498	32.24	93.07	56.73	92.76	65.58	94.35	85.35	84.15	68.44	67.19	2311
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.93	88.84	59.46	51.56	1345
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.35	89.2	58.67	42.19	1331
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	88.62	58.95	65.62	1329
0	74.674	18.32	75.22	58.48	82.66	68.89	88.12	78.96	87.78	81.31	79.69	2584
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.26	88.57	57.27	65.62	1081
0	66.256	73.09	94.79	29.36	95.35	15.45	96.33	87.76	86.94	70.71	51.56	2549
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.33	88.36	57.97	54.69	1518
64	82.304	24.56	92.57	58.83	89.9	76.31	93.91	84.48	85.44	69.56	60.94	1082
0	43.664	72.77	67.12	0.0	73.85	0.0	77.35	32.96	32.55	0.0	15.62	1521
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.75	59.26	48.44	1833
0	72.994	50.9	91.9	47.84	91.9	37.07	96.26	85.37	85.24	67.8	60.94	2341
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.38	88.09	57.86	40.62	1822
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.12	88.87	59.12	51.56	1035
64	69.902	52.53	94.23	2.22	88.11	74.55	90.4	82.89	87.85	70.01	53.12	1023
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	89.46	57.97	59.38	2013
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.04	57.55	50.0	1856
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.59	57.83	59.38	1322
0	68.216	42.74	83.53	40.82	79.15	44.32	93.26	81.14	89.27	81.76	65.62	1273
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	89.42	57.64	43.75	1346
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	88.44	57.47	60.94	2636
64	52.98	88.3	87.89	0.0	89.47	0.0	87.54	40.36	38.06	0.03	40.62	1550
64	83.384	13.83	88.1	79.42	86.12	70.76	92.52	84.59	88.62	73.67	57.81	2611
0	59.972	99.95	99.86	0.0	100.0	0.0	100.0	88.18	88.06	58.79	43.75	1044
0	4.824	8.04	5.84	0.0	3.84	0.0	14.44	4.62	4.64	0.0	0.0	1535
64	80.032	19.75	86.17	55.67	87.09	80.69	90.54	82.55	83.82	71.12	60.94	1094
64	76.734	47.98	92.01	39.77	96.65	56.12	99.12	88.52	91.13	77.78	81.25	2280
64	83.842	2.74	80.43	77.19	83.85	87.2	90.54	81.03	88.54	78.62	76.56	1831
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.29	58.79	60.94	2115
0	60.83	95.23	99.4	3.04	98.76	4.34	98.61	88.01	88.16	69.42	65.62	1534
0	68.746	74.42	97.01	48.19	98.97	0.0	99.56	87.02	86.51	66.45	43.75	1850
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.09	56.72	67.19	1513
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	88.67	58.59	60.94	1287
0	69.636	64.58	95.39	10.76	94.98	51.01	96.04	86.26	83.22	66.12	57.81	2360
0	59.942	99.81	99.89	0.0	99.78	0.11	99.93	89.07	89.8	69.64	64.06	1573
64	66.952	75.56	96.76	3.51	98.0	39.72	96.77	88.01	89.6	73.7	65.62	1070
0	74.14	28.7	84.9	54.85	83.47	58.99	88.49	79.81	86.53	76.36	70.31	1053
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	88.99	57.36	60.94	2312
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.13	89.15	57.08	43.75	2114
0	69.492	65.41	96.06	31.7	95.08	28.8	95.82	85.16	80.5	66.96	54.69	1039
64	78.958	35.13	93.1	50.88	90.33	64.88	95.6	84.92	84.78	67.54	57.81	1790
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.41	57.67	65.62	1869
64	59.964	99.84	99.93	0.12	99.84	0.0	99.93	89.33	89.07	67.07	68.75	2573
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.38	88.64	57.3	60.94	2519
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	89.07	57.16	46.88	2094
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	88.61	58.23	59.38	2298
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.28	88.16	56.24	60.94	1780
64	62.386	-34.31	57.41	81.75	45.76	84.19	42.82	57.17	73.15	70.87	56.25	2136
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.46	89.09	59.35	59.38	1317
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.49	57.58	50.0	2501
64	78.428	37.47	91.62	52.16	92.81	59.73	95.82	85.35	87.1	70.01	62.5	1527
0	59.968	99.95	100.0	0.0	99.84	0.0	100.0	88.9	89.75	68.05	76.56	1612
64	80.212	27.34	90.74	61.05	88.71	66.57	93.99	83.54	85.83	70.26	67.19	1807
64	78.298	27.54	84.62	61.17	88.38	62.38	94.94	83.93	87.05	72.66	68.75	1602
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.14	87.85	59.49	45.31	1766
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.51	89.18	57.72	65.62	1358
64	73.496	55.33	94.72	19.06	95.03	61.53	97.14	87.88	91.33	76.75	67.19	1109
64	59.912	99.85	99.96	0.0	99.89	0.0	99.71	82.0	81.94	58.14	28.12	1832
0	59.444	99.08	99.86	0.0	97.51	0.0	99.85	41.55	41.5	1.79	35.94	1126
0	60.07	98.57	99.33	0.23	99.68	1.62	99.49	88.71	89.2	69.92	68.75	2041
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.28	88.23	57.22	51.56	1131
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.57	58.84	51.56	1605
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.87	59.01	56.25	1564
64	80.324	25.45	88.67	60.12	88.49	69.99	94.35	83.97	84.25	69.81	51.56	2588
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.42	88.26	57.83	46.88	2010
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	88.82	58.06	65.62	2554
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.9	58.87	45.31	1566
0	57.65	96.09	99.82	0.0	88.65	0.0	99.78	84.56	84.79	58.51	53.12	2303
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.2	88.84	60.24	54.69	1853
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.07	89.13	58.81	54.69	2339
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.22	88.9	57.83	54.69	1123
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.23	88.51	59.46	43.75	2070
64	78.414	33.79	90.99	49.82	89.57	66.46	95.23	82.93	81.34	67.96	65.62	2370
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.17	89.42	59.35	59.38	1084
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.24	88.57	57.69	40.62	2108
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.66	57.22	65.62	2347
64	66.674	74.98	97.47	9.94	95.68	33.43	96.85	87.17	87.0	68.27	73.44	2020
64	76.138	38.76	90.53	40.7	87.41	65.06	96.99	83.24	90.21	77.53	82.81	2101
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.84	58.09	37.5	2319
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.97	59.01	57.81	1857
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.84	88.74	57.75	65.62	1585
0	68.38	62.98	93.0	35.91	90.87	25.27	96.85	87.95	92.09	81.53	78.12	1049
0	59.954	-35.89	45.05	77.54	37.12	85.44	54.62	60.54	79.21	81.73	75.0	1359
0	57.68	96.04	99.96	0.0	99.84	0.11	88.49	79.89	79.52	58.45	48.44	2038
0	69.16	71.89	96.2	52.05	97.84	0.0	99.71	88.38	88.85	66.42	64.06	1253
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.48	89.48	59.18	64.06	1820
0	68.098	70.79	96.87	33.45	95.89	17.8	96.48	87.98	87.48	80.67	57.81	1356
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	88.99	58.76	64.06	1059
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	88.75	58.53	60.94	1018
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.8	89.35	58.59	40.62	2618
0	68.546	59.77	92.47	48.3	89.95	17.07	94.94	82.43	86.26	76.83	64.06	1840
0	22.95	-1.12	52.27	47.25	3.94	0.0	11.29	64.38	63.99	57.3	31.25	1876
64	76.448	29.92	89.93	45.5	85.79	71.5	89.52	81.14	82.51	67.94	57.81	2353
64	64.362	-30.04	49.56	83.86	43.11	80.91	64.37	62.63	80.93	72.78	64.06	1604
64	77.95	-11.69	76.35	88.54	66.56	81.39	76.91	74.85	78.78	76.47	75.0	2309
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.12	88.19	56.35	54.69	1808
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.46	57.02	46.88	2044
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.67	57.53	42.19	2335
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.07	88.54	58.84	60.94	1125
64	77.05	16.43	83.25	56.37	72.61	78.01	95.01	83.11	90.92	82.51	81.25	1764
64	81.65	18.67	81.7	72.75	91.52	68.15	94.13	83.95	86.31	70.2	75.0	1014
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.93	88.11	59.23	40.62	2334
0	60.39	98.18	99.65	2.92	99.41	0.04	99.93	88.42	88.56	65.78	62.5	2524
64	83.034	-4.23	87.01	84.09	75.42	87.05	81.6	81.52	90.52	80.16	59.38	2263
64	64.206	85.61	97.11	6.08	98.97	19.6	99.27	88.09	90.22	74.06	76.56	2365
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.1	88.03	57.25	56.25	2089
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.9	57.75	46.88	1304
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.67	57.64	53.12	1025
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	89.13	58.79	50.0	2076
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.28	88.74	57.92	43.75	2295
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.91	87.68	58.45	42.19	1582
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.92	58.25	56.25	2558
64	61.73	94.38	99.4	0.35	99.19	9.86	99.85	88.51	88.39	68.63	67.19	1500
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.09	88.09	58.14	59.38	2340
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.94	88.51	56.55	51.56	1362
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.79	88.64	58.34	48.44	1570
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.13	59.26	51.56	1339
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	88.24	59.18	43.75	2362
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.39	57.11	71.88	2504
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.8	57.72	40.62	1289
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.95	58.06	56.25	2017
64	79.202	32.69	90.36	73.68	93.3	45.49	93.18	86.41	91.96	76.33	78.12	1295
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.89	57.55	59.38	2599
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.11	58.17	34.38	1770
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.92	88.29	58.51	50.0	1013
0	74.464	46.93	93.03	61.17	89.09	31.45	97.58	86.79	84.54	77.22	70.31	1350
64	60.636	97.62	99.65	4.09	99.62	0.04	99.78	88.59	88.47	67.99	75.0	2134
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.67	56.41	59.38	1606
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.79	89.05	56.63	68.75	1523
0	76.804	16.58	76.94	66.08	85.9	67.64	87.46	75.2	74.62	67.88	64.06	2078
64	82.382	3.51	83.7	84.09	81.74	76.46	85.92	81.37	86.92	73.56	59.38	2536
0	59.99	99.98	100.0	0.0	99.95	0.0	100.0	87.67	87.95	58.81	42.19	2040
0	73.214	55.56	92.05	79.65	95.95	0.11	98.31	86.74	80.15	70.15	48.44	1120
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	48.55	47.79	6.55	39.06	2313
64	83.834	0.53	83.42	82.81	76.93	84.22	91.79	82.4	91.12	79.74	73.44	1776
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.33	59.93	54.69	1370
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.38	88.94	56.58	37.5	2253
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.24	88.72	57.39	45.31	2026
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.14	58.79	40.62	1546
0	67.644	-20.4	63.67	88.42	45.43	71.35	69.35	70.16	83.01	78.82	64.06	2317
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.03	88.14	58.7	48.44	1324
0	71.138	61.84	94.86	20.0	95.03	48.07	97.73	85.62	87.4	72.02	64.06	2097
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.39	88.95	58.09	51.56	1547
64	79.758	5.21	82.89	73.68	75.9	79.59	86.73	77.38	80.91	69.7	59.38	1105
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	89.12	57.33	59.38	1828
0	66.198	75.47	94.65	23.51	95.68	18.32	98.83	87.37	91.02	77.92	75.0	1565
0	71.688	6.18	74.48	66.67	69.26	69.29	78.74	71.47	82.4	72.16	43.75	1308
64	65.228	83.4	99.33	0.0	98.7	30.38	97.73	88.38	89.73	69.5	75.0	2135
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.08	57.95	51.56	2074
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.1	89.48	58.06	39.06	1364
64	75.91	45.72	91.94	37.08	94.33	59.87	96.33	86.96	88.11	70.84	65.62	2613
64	60.052	99.5	99.61	0.7	99.95	0.0	100.0	88.49	89.15	68.19	65.62	1838
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.89	88.44	57.89	53.12	2634
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.97	89.15	57.75	60.94	2572
64	83.458	4.81	87.72	82.92	78.98	78.23	89.44	83.62	89.12	81.03	67.19	2559
0	61.232	-39.87	18.9	78.36	58.89	91.95	58.06	43.41	40.72	66.54	51.56	1026
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.04	88.51	57.47	43.75	1874
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.31	57.81	45.31	2281
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.82	59.15	31.25	1607
0	79.106	15.85	86.06	70.64	85.09	68.55	85.19	77.92	74.16	68.49	57.81	1121
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.5	87.43	58.9	34.38	2258
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.95	89.02	58.28	43.75	2517
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.18	88.71	58.73	60.94	2260
0	62.118	92.58	98.73	12.63	98.87	0.51	99.85	87.95	86.05	67.52	56.25	2372
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.41	88.13	57.86	57.81	1859
0	60.836	95.76	98.84	5.61	99.03	1.14	99.56	90.29	90.8	78.26	70.31	1080
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.92	89.15	57.39	45.31	2503
0	62.812	91.11	99.05	16.14	98.87	0.15	99.85	88.84	88.74	76.55	64.06	1112
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.34	88.44	57.69	43.75	2506
0	66.39	68.78	95.71	20.94	90.98	29.31	95.01	83.34	81.37	67.18	59.38	1777
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.51	88.09	56.86	67.19	2548
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.38	88.29	58.73	65.62	1839
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.49	88.24	57.69	46.88	2279
64	80.91	9.08	83.91	86.2	82.39	64.73	87.32	82.56	76.63	68.77	53.12	1369
0	72.48	8.62	69.27	62.46	74.93	72.16	83.58	69.67	82.51	75.04	67.19	2294
0	59.896	98.46	99.23	1.64	98.76	0.0	99.85	42.04	42.32	8.45	32.81	2511
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.87	56.8	53.12	1032
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	88.85	57.53	54.69	1309
64	77.6	23.94	83.07	54.27	88.06	72.2	90.4	78.05	79.19	68.02	50.0	2123
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	88.14	57.75	67.19	2023
64	60.514	98.03	99.4	3.39	99.78	0.0	100.0	87.33	87.3	58.09	39.06	2065
0	64.186	77.97	94.76	24.91	94.6	9.89	96.77	86.82	88.95	78.82	79.69	1854
0	60.786	96.79	99.58	1.75	99.51	3.68	99.41	88.18	88.18	68.41	71.88	1127
0	70.334	-8.86	61.14	79.18	63.86	72.12	75.37	73.55	87.25	82.23	73.44	1352
64	82.952	16.31	87.12	72.63	87.03	73.7	94.28	82.18	85.88	68.89	59.38	1278
0	59.204	98.67	99.61	0.0	97.73	0.0	98.68	84.91	85.29	57.55	39.06	2015
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.94	88.97	58.0	45.31	1337
64	79.294	-4.22	78.6	73.8	71.96	89.85	82.26	78.95	84.07	81.93	79.69	1774
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.89	58.59	56.25	1754
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.64	56.99	35.94	2609
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.23	58.25	29.69	2286
0	60.152	99.18	99.47	1.29	100.0	0.0	100.0	85.96	85.8	58.31	29.69	2563
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.95	58.17	45.31	1852
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	87.76	58.39	59.38	1264
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.85	89.0	57.83	53.12	2539
0	76.276	44.51	91.09	58.95	93.19	40.2	97.95	86.72	84.84	76.3	67.19	2091
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.8	57.5	56.25	2530
64	78.498	34.7	92.78	46.55	88.38	68.81	95.97	84.26	84.28	68.38	62.5	2358
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.16	56.52	59.38	1610
0	62.098	92.68	98.73	5.15	99.51	7.83	99.27	87.47	87.38	67.43	67.19	2275
0	62.794	-32.4	41.75	85.73	47.49	78.74	60.26	63.03	85.5	77.17	75.0	1092
64	69.998	67.5	93.59	54.62	97.84	4.38	99.56	87.6	89.99	74.62	73.44	2589
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.04	87.93	57.08	54.69	2261
0	71.662	-13.29	65.26	79.06	58.78	80.21	75.0	75.03	80.83	82.43	51.56	2000
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	89.18	58.42	39.06	1792
64	62.594	91.64	99.58	0.0	98.97	15.23	99.19	88.13	88.97	66.7	75.0	2544
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	84.16	84.13	59.09	43.75	1562
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	88.54	56.24	70.31	1262
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.84	57.55	54.69	2005
0	59.962	99.75	99.96	0.23	99.62	0.0	100.0	89.27	89.71	68.55	68.75	1005
64	63.408	88.89	98.91	0.47	98.27	19.68	99.71	88.03	89.32	68.75	62.5	1595
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.69	58.45	62.5	2348
64	69.106	-32.1	58.39	89.82	41.71	86.91	68.7	69.47	82.65	83.04	78.12	1016
64	82.872	7.1	85.43	80.94	82.12	76.28	89.59	83.88	87.76	81.37	68.75	1557
0	62.382	-30.19	42.77	76.14	42.09	84.85	66.06	58.55	66.69	72.66	60.94	2029
0	64.578	85.31	97.32	26.78	99.08	0.0	99.71	88.67	88.56	66.96	65.62	2326
64	73.278	12.78	78.49	49.24	76.55	81.98	80.13	78.07	85.96	75.55	76.56	2376
64	71.894	-19.6	78.07	84.56	49.65	82.75	64.44	73.13	84.26	78.34	65.62	2300
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	89.51	56.69	59.38	1130
0	71.226	6.65	75.29	61.87	63.75	72.6	82.62	71.88	86.87	80.33	71.88	2575
0	80.158	10.65	83.88	75.56	82.5	71.97	86.88	78.04	73.25	67.46	59.38	1504
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.36	88.04	57.72	45.31	1009
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.4	88.72	57.41	51.56	1263
0	78.674	23.74	87.29	58.83	85.58	70.03	91.64	78.5	84.86	74.31	62.5	2631
0	68.424	70.85	94.23	51.35	96.87	0.48	99.19	83.49	80.94	65.89	45.31	1002
64	62.908	87.33	99.12	4.91	96.38	16.11	98.02	87.81	88.03	66.4	59.38	2571
64	59.77	99.62	100.0	0.0	99.73	0.0	99.12	82.74	82.4	59.65	43.75	2119
0	60.8	97.68	99.89	4.09	99.73	0.29	100.0	90.87	90.13	80.19	68.75	2126
0	69.05	67.27	94.83	27.84	96.06	29.53	96.99	87.75	90.36	75.94	76.56	2607
64	78.85	38.53	92.5	58.83	93.52	52.63	96.77	86.58	87.48	68.07	60.94	1302
64	32.532	54.22	65.86	0.0	37.93	0.0	58.87	30.32	30.63	0.03	25.0	1333
64	60.424	97.31	99.68	0.0	99.46	4.08	98.9	88.0	88.85	66.9	51.56	1085
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.04	89.0	58.45	56.25	1030
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.8	89.04	57.92	53.12	1374
64	79.602	33.89	90.67	60.47	92.76	58.07	96.04	87.29	90.57	80.61	78.12	1796
64	82.562	8.41	85.6	77.54	82.66	77.49	89.52	82.93	88.0	79.32	75.0	2344
0	79.12	25.14	88.91	63.16	84.49	64.91	94.13	83.75	82.13	72.36	68.75	2373
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.27	89.04	59.49	48.44	1297
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.8	58.67	46.88	1503
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.57	88.26	58.53	60.94	1286
64	83.812	7.6	84.55	82.22	84.66	76.28	91.35	82.81	88.13	72.22	73.44	2122
64	71.962	-21.3	65.96	82.57	51.86	86.91	72.51	74.87	84.46	84.3	79.69	2105
0	66.698	71.08	95.18	10.99	92.92	37.11	97.29	85.62	86.67	68.19	57.81	2621
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	88.84	56.44	59.38	2342
0	56.23	-43.39	43.93	79.53	39.49	84.99	33.21	58.24	78.62	82.32	65.62	1863
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.69	89.02	56.6	51.56	1619
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.19	58.42	43.75	1116
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.84	58.39	59.38	1579
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.61	57.67	43.75	2269
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.18	88.72	59.29	57.81	2009
0	59.604	99.34	99.75	0.0	99.3	0.0	98.97	49.8	49.69	0.87	21.88	1301
64	81.608	8.88	84.37	70.99	82.77	81.57	88.34	81.04	81.16	68.33	53.12	2039
64	60.06	99.81	100.0	0.35	99.95	0.0	100.0	87.12	86.69	58.14	39.06	1103
0	62.446	90.79	98.24	12.05	98.7	3.9	99.34	87.62	87.02	67.38	57.81	2012
0	63.276	-24.54	53.71	75.2	51.32	80.8	55.35	60.07	74.54	73.45	65.62	1003
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.2	88.69	57.19	62.5	1075
0	60.144	99.4	99.93	0.94	99.78	0.07	100.0	88.47	88.24	67.1	70.31	1511
0	60.024	99.94	100.0	0.12	100.0	0.0	100.0	88.39	89.02	67.21	67.19	1805
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.18	87.81	58.42	42.19	1250
