K	SYNTH	ADVFM_AVG	ADVFM_in	ADVFM_on	ADVFM_near	ADVFM_behind	ADVFM_under	FM	PT	ID
 64	60.4167	79.374	78.3833	80.9867	72.3967	77.3433	87.76	77.2933	67.71	0030
 64	60.42	60	0	0	100	100	100	89.27	56.6667	0052
 64	60.42	76.822	68.7467	52.3433	87.24	86.7167	89.0633	82.2933	65.94	0577
 64	60.9367	59.948	1.82	0.52	98.44	99.22	99.74	90.5233	68.1267	0534
 64	60.9367	60	0	0	100	100	100	87.3967	55.9367	0789
 64	60.9367	60	0	0	100	100	100	89.3733	56.56	0164
 64	60.9367	60.2093	3.38667	0.52	98.44	99.48	99.22	88.3333	63.7533	0818
 64	60.9367	61.6673	9.63333	2.60333	98.44	98.44	99.22	88.23	66.0433	0576
 64	60.9367	63.542	22.1333	1.04	96.6167	98.18	99.74	87.4	64.6867	0878
 64	60.9367	64.064	20.0533	3.90667	98.44	98.44	99.48	88.6467	66.3533	0916
 64	60.9367	65.106	23.96	6.77333	98.44	97.3967	98.96	88.6467	66.98	0530
 64	60.9367	65.21	15.3667	14.3233	98.44	99.48	98.44	86.8767	66.25	0075
 64	60.9367	65.886	30.21	4.68667	97.1367	98.4367	98.96	86.25	66.0433	0138
 64	60.9367	74.0107	42.4467	37.24	95.8333	96.3533	98.18	86.77	66.2467	0833
 64	60.9367	78.2287	54.1667	64.5833	88.28	90.3667	93.7467	83.5433	65.9367	0079
 64	60.9367	79.27	58.07	62.76	88.0233	94.01	93.4867	82.9167	64.5833	0806
 64	60.9367	82.8647	69.5333	77.8633	84.3767	89.3233	93.2267	85	66.98	0108
 64	60.94	72.0827	46.8733	40.3633	88.02	92.97	92.1867	80.8333	68.1267	0329
 64	61.4567	60.5727	3.90333	0.52	98.96	99.48	100	87.8133	66.8733	0826
 64	61.4567	63.334	21.3533	0	96.6167	99.22	99.48	85.4133	65.8333	0873
 64	61.4567	65.992	24.48	12.2433	96.8767	98.18	98.18	84.27	64.27	0372
 64	61.4567	71.6673	38.28	33.3333	92.71	95.3133	98.7	83.7467	68.8533	0917
 64	61.46	61.6147	10.1533	0.78	98.44	98.7	100	89.48	67.71	0636
 64	61.46	64.3227	24.4767	1.3	98.4367	98.18	99.22	88.5433	64.48	0851
 64	61.46	72.032	52.0867	32.03	89.8433	92.71	93.49	81.2533	65.2067	0250
 64	61.46	78.8547	53.9067	75.7833	87.5	87.5	89.5833	82.3967	68.96	0316
 64	61.9767	60.0527	2.60333	0	98.7	99.48	99.48	86.5633	70.21	0155
 64	61.9767	60.6787	7.81333	0	97.4	99.48	98.7	86.1467	63.2267	0091
 64	61.9767	67.7614	41.4067	4.68667	96.8767	96.8767	98.96	86.6667	68.4367	0784
 64	61.9767	74.53	65.3633	22.1333	95.05	92.4467	97.6567	86.1467	66.6667	0319
 64	61.9767	80.8333	72.1367	76.3	83.8567	83.8533	88.02	80.4167	63.9567	0599
 64	61.98	61.2507	11.4567	0	96.8767	99.48	98.44	85.8333	66.4567	0683
 64	61.98	61.7193	9.89667	0.26	99.22	99.74	99.48	86.25	65.1033	0549
 64	61.98	62.136	4.16667	10.9367	96.8767	99.22	99.48	85.9367	69.7933	0049
 64	61.98	62.5533	16.4067	0	98.44	98.44	99.48	87.0833	66.04	0326
 64	61.98	62.6047	24.4767	0.52	95.0533	97.66	95.3133	86.98	67.08	0011
 64	61.98	63.386	20.0533	1.04	98.1767	97.92	99.74	87.19	66.77	0142
 64	61.98	63.5427	21.6167	0.78	97.6567	97.66	100	88.54	64.7933	0654
 64	61.98	66.7193	41.1467	1.82	95.8333	97.1367	97.66	86.98	65.52	0619
 64	61.98	68.6454	47.3967	5.20667	95.31	97.1367	98.1767	88.1233	65.4167	0532
 64	62.5033	59.4793	5.46667	0	96.0967	99.74	96.0933	87.1867	62.7067	0772
 64	62.5	60.99	6.25	0	99.74	99.22	99.74	89.8967	69.2733	0865
 64	62.5	61.094	7.55	0.26	98.96	98.96	99.74	88.1267	64.3733	0063
 64	62.5	61.8227	11.9767	1.04	98.1767	98.44	99.48	87.9167	65.9367	0776
 64	62.5	62.1353	14.5833	0.52	96.3533	99.74	99.48	87.9167	66.25	0267
 64	62.5	62.136	17.45	0	96.8733	98.18	98.1767	87.3967	65.3133	0180
 64	62.5	63.1773	22.6533	0.26	96.3567	97.6567	98.96	85.2067	68.6467	0101
 64	62.5	68.022	33.8567	17.97	94.53	96.8767	96.8767	85.3133	67.9167	0373
 64	62.5	79.0627	59.8967	57.0333	90.6233	91.6667	96.0933	84.17	64.9967	0071
 64	63.0233	60	0.78	0	99.48	99.74	100	88.6467	65.4167	0809
 64	63.0233	60.5727	3.38333	1.82	98.44	99.74	99.48	88.54	65	0321
 64	63.0233	62.3967	11.9833	1.3	99.22	99.48	100	88.3333	66.77	0620
 64	63.0233	63.8547	23.18	0.26	98.1767	97.6567	100	87.2933	66.7733	0086
 64	63.02	60.156	1.04	0	100	99.74	100	87.3967	69.8967	0799
 64	63.02	60.5207	2.86333	0.26	100	99.48	100	87.9167	68.6467	0253
 64	63.02	62.6573	14.8433	3.12333	97.66	98.44	99.22	87.5	66.1467	0048
 64	63.02	62.8133	17.71	0.26	98.44	97.6567	100	86.9833	69.0633	0632
 64	63.02	64.4287	13.0233	16.9267	97.1333	97.66	97.4	88.54	67.8133	0786
 64	63.02	67.5027	30.47	15.6267	96.3567	97.4	97.66	86.4567	65.6233	0910
 64	63.02	68.126	41.93	7.81	96.0933	96.0967	98.7	87.29	65.2067	0765
 64	63.5433	60.678	9.89667	0	96.8733	99.22	97.4	86.25	66.1467	0519
 64	63.5433	60.8867	9.11333	0.26	97.92	99.22	97.92	88.5433	67.0833	0585
 64	63.5433	61.8233	15.3633	0	95.5733	98.96	99.22	88.3333	65.6233	0902
 64	63.54	61.4067	8.59333	0.52	98.7	99.22	100	87.7067	65.8333	0855
 64	63.54	62.0847	8.59667	4.68667	98.18	99.74	99.22	86.8733	65.4167	0441
 64	63.54	63.022	15.1033	3.64667	98.7	98.96	98.7	87.6033	65.8333	0146
 64	63.54	73.906	41.4067	48.7	91.1433	95.05	93.23	85.5233	70.7267	0113
 64	64.0633	60.2607	3.38333	0	98.96	99.48	99.48	88.02	65.8333	0161
 64	64.0633	61.7193	11.4567	0	98.7	98.7	99.74	87.5	68.3333	0044
 64	64.0633	62.8647	15.3633	1.56	99.48	98.44	99.48	85	67.0833	0807
 64	64.0633	73.5413	26.56	56.77	90.3633	96.6167	97.3967	86.1467	67.5	0356
 64	64.06	59.532	9.37667	0.52	95.5733	98.7	93.49	84.48	66.3533	0297
 64	64.06	60.4693	3.38667	0	99.22	99.74	100	89.6867	66.67	0605
 64	64.06	66.5627	38.8033	5.20667	94.27	97.1367	97.3967	87.0833	65.42	0302
 64	64.06	70.156	41.6633	17.4467	96.6167	96.0933	98.96	89.3733	67.0833	0350
 64	64.5833	59.948	1.04	0	98.7	100	100	88.1233	65.3133	0288
 64	64.5833	60.104	1.3	0.26	99.74	99.22	100	88.4367	64.48	0760
 64	64.5833	60.3653	3.12667	0	99.48	99.48	99.74	87.19	67.0867	0939
 64	64.5833	60.4167	2.86333	0.52	98.7	100	100	86.9767	65.3133	0257
 64	64.5833	60.4173	3.64667	0	99.48	99.22	99.74	88.5433	68.8533	0750
 64	64.5833	61.094	6.25	1.82	98.96	98.96	99.48	87.7067	67.81	0500
 64	64.5833	61.406	7.29	0.52	99.74	100	99.48	87.8133	67.29	0047
 64	64.5833	61.5633	12.24	0	96.8767	98.96	99.74	88.23	63.8533	0775
 64	64.5833	62.1367	2.08333	12.76	98.18	99.22	98.44	86.8733	66.77	0828
 64	64.5833	63.438	19.53	3.12333	97.92	97.1367	99.48	86.5633	62.3933	0327
 64	64.5833	66.2513	34.1167	2.34333	97.3967	98.18	99.22	87.8133	64.6867	0046
 64	64.58	64.584	25.52	2.86333	97.1367	97.92	99.48	87.5	65.4167	0937
 64	64.5867	64.0627	21.8733	0.26	98.96	99.48	99.74	88.8533	66.8767	0590
 64	65.1033	60	0	0	100	100	100	89.0633	56.25	0580
 64	65.1033	60.4173	3.90667	0	99.22	99.22	99.74	89.27	66.56	0667
 64	65.1033	63.0213	16.6667	0.26	99.48	99.22	99.48	87.7067	66.4567	0351
 64	65.1033	77.292	83.0733	83.8533	65.6233	77.8667	76.0433	76.25	69.06	0542
 64	65.1033	79.322	53.1233	66.1433	90.3633	92.1867	94.7933	85.21	70.3133	0555
 64	65.1067	61.8747	8.85333	1.56	99.48	99.74	99.74	88.44	64.17	0364
 64	65.1067	66.0427	34.6333	2.08333	97.4	97.1367	98.96	86.77	65.1	0596
 64	65.1	65.104	28.6433	0.26	98.1767	99.22	99.22	86.8767	67.2933	0105
 64	65.6233	61.564	12.7633	0.26	97.92	99.48	97.3967	85.2067	65.0033	0763
 64	65.6233	64.636	27.6033	1.56	98.7	96.0967	99.22	85.73	65.6267	0144
 64	65.6267	60.104	1.3	0	99.22	100	100	88.6467	63.75	0417
 64	65.6267	60.3647	3.64333	0	98.7	99.48	100	88.3367	66.3533	0598
 64	65.6267	65.5727	30.7267	3.38333	99.22	96.0967	98.4367	87.7067	66.1433	0279
 64	66.1433	61.2513	9.37667	0	98.96	98.44	99.48	86.1467	65.83	0563
 64	66.1467	60	0	0	100	100	100	88.1233	58.96	0070
 64	66.1467	60.2087	2.60333	0	98.96	99.48	100	88.6467	65.73	0544
 64	66.1467	60.3647	1.82333	0	100	100	100	88.9567	66.98	0664
 64	66.1467	60.626	4.17	0.78	99.74	98.7	99.74	88.9567	67.3967	0255
 64	66.1467	60.7293	5.46667	1.82	97.92	98.96	99.48	87.7067	65.8333	0198
 64	66.1467	60.886	5.73	0	99.48	99.48	99.74	89.3767	66.98	0547
 64	66.1467	60.99	6.77	0	99.48	98.96	99.74	87.5	65	0303
 64	66.1467	64.064	18.23	7.55333	98.44	97.1367	98.96	88.0233	63.1267	0102
 64	66.1467	74.2713	15.6267	67.7067	94.79	97.14	96.0933	86.2467	67.2933	0793
 64	66.6633	73.7487	39.06	48.4367	92.1867	93.75	95.31	83.75	66.04	0874
 64	66.6667	60.834	5.21	0	98.96	100	100	87.3933	65.6267	0616
 64	66.6667	61.146	7.03	0.26	99.22	99.22	100	88.3367	66.9767	0300
 64	66.6667	61.1993	9.63667	0.26	97.92	98.7	99.48	85.73	65.52	0524
 64	66.67	60.678	4.95	0.26	98.7	99.48	100	88.1267	66.98	0653
 64	67.1867	60.052	0.52	0	100	99.74	100	89.79	65.52	0507
 64	67.19	60	0	0	100	100	100	87.81	56.7733	0442
 64	67.19	60.104	1.56	0	98.96	100	100	90.31	68.6467	0270
 64	67.7067	60.3647	2.34333	0	99.74	99.74	100	89.0667	67.2933	0841
 64	67.7067	60.9387	5.99333	0	99.48	99.22	100	88.02	64.3733	0332
 64	67.7067	61.354	8.33333	0	100	98.4367	100	87.4967	68.96	0819
 64	67.71	60.2613	2.86667	0.52	98.44	99.48	100	88.6433	67.9133	0275
 64	67.71	60.8853	5.46667	0	99.22	99.74	100	86.98	67.6033	0132
 64	68.2267	60.938	5.99	0.26	99.22	99.48	99.74	87.2933	64.69	0334
 64	68.23	59.948	0	0	100	100	99.74	86.6667	69.3767	0438
 64	68.23	60.104	1.04	0	99.48	100	100	90.1033	67.5	0078
 64	68.23	60.1047	5.20667	0	96.8767	99.74	98.7	85.3133	66.6667	0607
 64	68.23	60.73	6.51	0	98.7	99.48	98.96	88.8533	66.3567	0436
 64	68.75	60.7813	4.68667	0	99.48	99.74	100	88.1233	67.1867	0621
 64	68.75	60.9373	5.72667	0	99.22	99.74	100	87.6033	65.7267	0778
 64	68.75	61.0427	7.29333	0	98.7	99.48	99.74	86.98	66.25	0536
 64	69.2733	60.26	2.34	0	99.22	99.74	100	89.27	66.6667	0057
 64	69.27	60.4687	3.12333	0.26	99.22	99.74	100	88.5433	67.6067	0322
 64	69.27	60.522	5.47	0	98.96	98.18	100	88.6467	67.5	0192
 64	69.27	61.98	11.98	0	99.48	98.96	99.48	86.9767	65.73	0512
 64	69.7933	60.1567	1.82333	0	99.48	99.48	100	89.7933	66.8767	0360
 64	70.3133	60.364	2.86	0	99.48	99.48	100	87.29	66.04	0825
 64	70.31	60.4167	3.12333	0	99.48	99.48	100	87.3967	62.6033	0194
 64	70.8333	60.4167	3.12333	0	99.48	99.48	100	89.0633	65.0033	0061
 64	70.83	63.5947	15.3667	5.98667	98.96	98.18	99.48	86.5633	63.5433	0283
 64	71.3533	60.886	5.73	0	99.22	99.48	100	88.54	68.02	0921
 64	71.3533	61.146	7.81	0	98.44	99.48	100	89.7933	69.4767	0125
 64	71.3567	60	0.52	0	99.48	100	100	90.0033	66.9767	0882
 64	72.3967	54.428	7.29333	0	98.96	99.22	66.6667	88.75	63.33	0254
 64	72.3967	61.0947	5.73	1.82333	99.48	98.7	99.74	87.3967	66.04	0834
 64	72.92	60.8853	5.20667	0	99.22	100	100	89.48	66.9767	0092
