K	SYNTH	ADVFM_AVG	ADVFM_in	ADVFM_on	ADVFM_near	ADVFM_behind	ADVFM_under	FM	PT	ID
 0	61.98	60.4167	2.60333	0	99.74	99.74	100	88.23	69.3767	0582
 0	61.98	61.3553	9.11667	0	98.96	99.74	98.96	89.1667	67.29	0767
 0	61.98	61.4067	8.59333	1.3	98.96	98.44	99.74	87.5	64.5867	0680
 0	61.98	69.898	42.19	20.0533	95.5733	95.3167	96.3567	84.5833	66.77	0849
 0	62.5	59.7913	2.86	0	97.1367	100	98.96	87.9167	65.9367	0408
 0	62.5	59.896	4.16333	0	96.8767	100	98.44	88.2267	65.6233	0162
 0	62.5	60.678	4.95	0	99.22	99.22	100	88.6467	65.31	0857
 0	62.5	60.678	5.21	0	98.44	99.74	100	88.23	66.3533	0588
 0	63.0233	60.052	1.04	0.52	99.22	99.48	100	88.23	70.2067	0803
 0	63.0233	60.104	0.78	0	100	99.74	100	88.6467	65.2067	0567
 0	63.0233	60.4693	3.12667	0	99.22	100	100	87.1833	63.9567	0615
 0	63.0233	61.9793	0.52	13.54	97.92	99.22	98.6967	85.3133	65.2067	0788
 0	63.0233	68.4887	23.9567	28.1233	96.3533	95.57	98.44	87.0833	66.3533	0407
 0	63.02	59.792	0.26	0	98.7	100	100	88.33	64.1667	0852
 0	63.02	60	0	0	100	100	100	88.02	60.3133	0029
 0	63.02	60	0	0	100	100	100	89.1667	58.6467	0307
 0	63.02	60	0	0	100	100	100	90.6267	60.2067	0566
 0	63.02	60.156	0.52	0.78	99.74	100	99.74	88.8533	66.98	0898
 0	63.02	60.312	1.56	0	100	100	100	87.5	64.3733	0868
 0	63.5433	59.948	0.26	0	99.74	99.74	100	88.02	67.2933	0611
 0	63.5433	59.948	0.78	0	99.22	99.74	100	88.4367	65.1067	0170
 0	63.5433	59.9487	2.86333	0	98.96	99.74	98.18	87.1867	66.2533	0313
 0	63.5433	60.1567	0.52	1.82333	99.22	99.74	99.48	87.5	63.8533	0513
 0	63.5433	60.4687	3.90333	0	98.7	99.74	100	86.56	68.54	0639
 0	63.5433	60.574	8.07	0	97.66	98.44	98.7	87.8133	64.7933	0870
 0	63.5433	62.0327	12.5033	5.73	96.3533	98.18	97.3967	86.77	65.52	0766
 0	63.54	60	1.04	0	99.74	99.22	100	88.96	68.4367	0836
 0	63.54	60.3647	2.08333	0	99.74	100	100	86.98	67.2933	0399
 0	63.54	60.5727	3.64333	1.04	98.96	99.22	100	88.96	66.8733	0578
 0	63.54	62.03	16.4033	1.56	96.6133	98.44	97.1333	85.7267	64.1667	0805
 0	63.54	62.0833	1.04	14.5833	97.9167	99.22	97.6567	86.5633	68.44	0382
 0	63.54	64.7927	26.3	3.38667	98.7	97.6567	97.92	88.0233	68.6467	0858
 0	64.0633	57.5513	13.28	0.78	91.4033	99.22	83.0733	82.1867	62.8133	0352
 0	64.0633	59.792	0.26	0	98.96	100	99.74	88.1267	66.2467	0896
 0	64.0633	60	2.34	0.26	98.18	99.74	99.48	87.6033	67.9167	0678
 0	64.0633	60.8853	8.59333	1.04	96.0933	99.74	98.96	85.52	62.3967	0085
 0	64.0633	61.5633	9.89667	0	99.22	98.7	100	88.4367	67.2933	0675
 0	64.0633	61.7713	9.63667	1.3	98.96	99.74	99.22	88.1267	66.77	0361
 0	64.06	60.1567	4.95	0	96.8733	100	98.96	88.6433	66.0433	0134
 0	64.06	60.2613	3.90667	0	98.96	99.74	98.7	86.5633	64.6867	0301
 0	64.5833	60.4167	3.90333	0.52	99.22	99.22	99.22	89.5867	67.81	0355
 0	64.5833	63.542	23.1767	3.12333	95.8333	97.4	98.1767	87.9167	66.77	0811
 0	64.5833	64.0633	7.29	17.71	97.1367	98.7	99.48	86.4567	63.54	0505
 0	64.58	61.7713	10.9367	0	98.7	99.22	100	89.3733	68.5433	0643
 0	64.5867	61.4587	5.73	4.16333	99.74	98.7	98.96	87.1867	67.6033	0663
 0	64.5867	62.5527	17.45	2.60333	97.3967	97.3967	97.9167	85.4167	64.6867	0796
 0	65.1033	60	0	0	100	100	100	89.0633	61.0433	0629
 0	65.1033	60.052	0.78	0	99.74	99.74	100	88.54	65.42	0867
 0	65.1033	60.26	2.08	0	100	99.22	100	88.4367	66.8733	0433
 0	65.1033	61.668	7.55333	3.12667	98.96	98.96	99.74	86.1467	66.8733	0872
 0	65.1067	59.896	0	0	99.48	100	100	86.1433	69.5833	0755
 0	65.1067	60	0	0	100	100	100	89.48	57.9167	0587
 0	65.1067	60.5207	2.86333	1.04	99.74	99.22	99.74	89.48	67.29	0842
 0	65.1067	60.678	4.95	0	98.96	99.48	100	87.9167	66.6667	0059
 0	65.6233	60.2087	1.56333	0.26	99.48	99.74	100	89.48	66.98	0816
 0	65.6233	60.5213	3.64667	0.26	99.22	99.48	100	88.4333	66.6667	0171
 0	66.1433	59.896	0	0	99.48	100	100	89.3767	65.21	0687
 0	66.1467	60.99	8.85333	0	98.18	98.1767	99.74	88.1267	66.77	0685
 0	66.1467	61.1987	6.51333	0	99.74	99.74	100	87.5	65.73	0853
 0	66.1467	62.032	13.02	0	98.44	98.96	99.74	87.6033	67.6033	0177
 0	66.6633	60	0.26	0	99.74	100	100	89.0633	65.73	0523
 0	66.6667	60	0.78	0	99.74	100	99.48	89.48	66.67	0375
 0	66.6667	60.5727	2.86333	0	100	100	100	88.1267	67.3967	0124
 0	67.1867	59.948	0	0	99.74	100	100	87.71	67.1867	0430
 0	67.1867	60	0.26	0	99.74	100	100	89.6867	65.3133	0674
 0	67.1867	60.156	1.3	0	99.74	99.74	100	89.1667	67.5	0526
 0	67.19	59.948	0.26	0	99.48	100	100	89.27	68.7467	0831
 0	67.19	59.948	0.26	0	99.48	100	100	89.6867	68.6433	0848
 0	67.7067	60	0	0	100	100	100	88.1267	66.1467	0930
 0	67.7067	60.26	1.82	0	99.74	99.74	100	88.02	67.9167	0794
 0	67.7067	60.364	2.6	0	99.74	99.48	100	89.48	63.75	0791
 0	67.71	59.9473	1.82	0	99.74	99.74	98.4367	87.0833	62.6033	0182
 0	67.71	60	0	0	100	100	100	87.5	58.0233	0938
 0	67.71	60.0013	5.73	0	97.92	100	96.3567	87.1867	65.9367	0827
 0	67.71	60.7813	4.68667	0	99.74	99.48	100	89.4767	65	0561
 0	68.2267	59.114	4.94667	0	95.0533	99.74	95.83	84.7933	65	0342
 0	68.2267	59.792	0	0	99.22	99.74	100	87.5033	66.8733	0185
 0	68.2267	59.948	0	0	99.74	100	100	89.1667	67.6033	0533
 0	68.2267	60	0.26	0	99.74	100	100	85.9367	68.44	0339
 0	68.2267	60.3647	3.12333	0	98.7	100	100	87.71	67.2933	0064
 0	68.2333	60.156	0.78	0	100	100	100	87.08	65.4167	0609
 0	68.23	59.896	0	0	99.74	100	99.74	89.1667	65.52	0115
 0	68.23	60	0	0	100	100	100	88.9567	59.79	0365
 0	68.75	59.948	0.26	0	99.48	100	100	87.29	65.3133	0274
 0	68.75	60.052	0.78	0	99.74	99.74	100	88.02	67.29	0354
 0	68.75	60.26	2.08	0	99.22	100	100	87.5	65.73	0912
 0	69.2733	60.104	0.52	0	100	100	100	87.7133	65.6267	0038
 0	69.2733	60.2087	2.08333	0	98.96	100	100	88.8533	66.1467	0172
 0	69.27	61.8227	9.89333	0	99.22	100	100	89.79	68.0233	0925
 0	70.3133	60.3127	2.08333	0	99.74	99.74	100	88.3333	67.3967	0647
 0	70.31	60.3127	0	1.56333	100	100	100	89.5833	67.7067	0866
 0	70.8333	60.4693	4.42667	0	99.22	98.7	100	89.69	66.5633	0379
 0	70.83	60	0	0	100	100	100	88.96	65.52	0504
 0	70.83	60.6253	6.77	0.52	97.3967	99.48	98.96	86.1467	68.2333	0662
 0	70.8367	59.792	0	0	98.96	100	100	86.8733	67.29	0055
 0	70.8367	61.9273	0.26	11.7167	98.7	99.22	99.74	86.77	68.3333	0830
 0	71.3533	60	0	0	100	100	100	88.54	57.3967	0136
 0	71.8733	59.896	0.26	0	99.22	100	100	89.4767	66.1467	0610
 0	72.9167	60.26	1.56	0	99.74	100	100	87.8133	66.5633	0592
 0	73.4367	60	0	0	100	100	100	89.3767	57.2933	0829
 64	39.5833	47.5533	7.29333	16.9267	65.8867	73.7	73.96	56.77	58.6433	0269
 64	40.1033	57.0313	3.90667	5.99	86.7167	95.3133	93.23	70.73	58.1233	0080
 64	40.6233	59.7393	0.26	0	98.6967	99.74	100	85.5233	57.1867	0183
 64	41.67	58.49	0.78	0	94.7933	99.74	97.1367	82.6033	60.21	0623
 64	43.2267	59.844	0	0	99.22	100	100	88.8567	60.2067	0908
 64	43.7467	60	0	0	100	100	100	88.6467	61.7733	0754
 64	44.79	59.1673	1.56333	0	94.5333	99.74	100	87.2933	55.73	0143
 64	45.3133	60	0	0	100	100	100	89.06	58.0233	0650
 64	45.31	59.896	0	0	99.74	99.74	100	87.2933	57.71	0311
 64	45.31	60	0	0	100	100	100	88.6467	56.5633	0406
 64	45.8333	53.6453	64.8433	26.3033	56.77	89.3233	30.9867	64.1667	65.8333	0005
 64	46.8767	59.896	0.26	0	99.22	100	100	89.8967	60.73	0098
 64	46.8767	68.2273	52.8633	9.37333	91.6633	95.57	91.6667	79.8967	65.2067	0006
 64	47.3933	77.0827	70.8333	56.51	80.73	87.2367	90.1033	79.3767	66.98	0821
 64	47.3967	61.4073	39.32	4.69	85.42	97.66	79.9467	76.8733	66.1433	0813
 64	47.3967	72.3953	65.6267	34.6333	87.5	84.8933	89.3233	79.27	66.8733	0545
 64	47.3967	77.6573	80.2067	77.0833	68.2333	81.51	81.2533	76.67	64.0633	0606
 64	47.3967	79.532	77.6033	76.04	77.6067	80.21	86.2	79.17	67.08	0522
 64	47.9133	78.228	76.3	72.1333	79.9467	75.2633	87.4967	74.6867	63.5433	0638
 64	47.9167	60	0	0	100	100	100	90.42	55.1067	0380
 64	47.9167	68.3333	78.3867	67.7067	69.5333	72.3933	53.6467	59.3733	68.4367	0033
 64	47.9167	75.6267	69.27	40.8867	82.5533	90.1067	95.3167	79.8967	68.5433	0586
 64	48.4367	60	0	0	100	100	100	88.1233	58.8533	0928
 64	48.9567	81.25	69.7933	73.6967	86.72	82.55	93.49	80.3133	67.7067	0401
 64	48.96	65.1547	79.1633	53.1267	60.4133	76.04	57.03	68.2267	67.9167	0832
 64	48.96	73.5947	52.6033	41.15	89.5833	92.45	92.1867	81.0433	67.1867	0670
 64	49.48	80.8846	76.04	78.3833	77.3433	83.0733	89.5833	79.8967	70.5233	0835
 64	49.9967	58.3333	73.6967	53.9067	45.05	81.25	37.7633	59.69	66.5633	0822
 64	50.0033	72.7613	59.8967	21.6167	94.5333	93.75	94.01	86.25	68.44	0119
 64	50.0033	73.854	58.0733	50	84.3733	88.5433	88.28	79.3767	64.5867	0021
 64	50.5233	76.2506	75.7833	83.0733	74.22	71.3533	76.8233	72.0833	68.6433	0320
 64	50.52	82.344	68.75	70.5733	86.98	93.23	92.1867	83.6467	63.1233	0631
 64	50	70.6247	65.3633	61.72	76.3	83.3333	66.4067	72.6033	67.3967	0893
 64	50	76.5633	48.96	78.6467	83.5933	82.8133	88.8033	79.0633	65.31	0594
 64	50	78.334	76.56	67.71	79.95	83.3333	84.1167	79.0633	63.8533	0428
 64	51.0433	35.26	89.8433	85.9367	0	0.52	0	11.98	68.4367	0905
 64	51.0433	66.2507	66.9267	34.1167	71.6167	88.02	70.5733	73.1267	68.0233	0123
 64	51.0433	66.8747	40.8833	5.20667	95.3133	95.5733	97.3967	87.6067	64.3767	0846
 64	51.0433	71.458	68.23	39.8433	77.3433	90.3633	81.51	74.58	65.5233	0627
 64	51.04	60	0	0	100	100	100	86.8767	58.4367	0395
 64	51.04	67.9167	74.22	32.5533	75.52	77.3433	79.9467	75.73	66.6667	0434
 64	51.04	70.0527	35.1567	23.6967	96.0933	96.8767	98.44	84.1667	67.6033	0529
 64	51.04	74.0627	64.8433	60.1567	79.6867	84.8967	80.73	76.8767	67.0867	0936
 64	51.5633	72.448	78.6467	72.9167	67.45	70.05	73.1767	71.8733	66.8733	0880
 64	51.5633	76.72	77.3467	78.6467	71.3533	75.7833	80.47	76.04	65.1033	0579
 64	51.56	41.6667	87.76	65.6267	6.77	46.6167	1.56	38.1267	67.6067	0440
 64	51.56	69.062	40.6233	22.6567	90.8833	96.6167	94.53	84.3733	68.4367	0510
 64	52.0833	60	0	0	100	100	100	87.3967	58.02	0802
 64	52.0833	60	0	0	100	100	100	88.6467	57.3967	0072
 64	52.0833	67.1873	52.8667	21.6133	84.8967	92.9667	83.5933	79.06	67.1867	0184
 64	52.0833	71.8233	54.9467	16.6667	95.0533	95.5733	96.8767	86.6633	70.4167	0410
 64	52.0833	72.552	75.26	57.55	70.5767	78.1233	81.25	72.9167	65.1033	0344
 64	52.0833	79.5313	79.4267	70.0533	82.03	81.25	84.8967	78.0233	69.5833	0751
 64	52.6033	59.896	0	0	99.48	100	100	88.4367	60.21	0140
 64	52.6033	66.25	72.6567	59.1167	56.77	75.52	67.1867	62.0833	66.5633	0404
 64	52.6033	69.1133	62.24	24.4767	86.1967	87.76	84.8933	78.2267	64.0633	0122
 64	53.1233	68.542	50.52	1.56	96.3567	95.8333	98.44	86.9833	65.6267	0137
 64	53.1233	69.9473	61.9767	33.0733	82.03	82.8133	89.8433	80.4133	66.7733	0188
 64	53.1233	76.7187	58.3367	59.6333	85.1567	89.8433	90.6233	80.6267	69.5833	0666
 64	53.1233	77.916	60.4167	57.81	87.2367	90.3667	93.75	83.2267	66.6633	0129
 64	53.1267	56.6673	42.7067	5.47	78.1267	94.53	62.5033	73.54	64.8967	0790
 64	53.1267	70.312	76.0433	78.9067	63.02	70.3133	63.2767	63.44	66.3533	0069
 64	53.1267	82.4467	77.6033	67.9667	86.4567	88.54	91.6667	85.4167	68.3333	0656
 64	53.6433	66.822	79.6867	75.52	51.3	60.4167	67.1867	60.4167	65.4167	0263
 64	53.6433	77.2407	70.3133	70.3133	75	83.8567	86.72	76.1467	67.5	0431
 64	53.6433	80.156	72.6567	63.28	87.24	87.24	90.3633	83.3333	67.5	0801
 64	53.6467	64.7407	27.0833	0	97.92	99.48	99.22	86.6667	66.1467	0068
 64	53.6467	68.8033	37.24	18.49	95.5733	95.8367	96.8767	86.2533	68.0233	0418
 64	53.6467	70.8867	55.47	25.26	88.2833	94.5333	90.8867	80.1067	67.19	0889
 64	53.6467	75.52	40.8867	72.9167	86.1933	87.24	90.3633	80.9367	66.46	0025
 64	53.6467	76.3013	58.07	49.74	87.5	92.9667	93.23	83.23	66.2533	0918
 64	53.6467	77.1353	62.76	62.7633	82.55	88.8033	88.8	79.79	67.3933	0158
 64	53.6467	81.666	76.8233	79.6867	85.1533	82.0333	84.6333	73.3333	67.0833	0276
 64	54.1633	78.5947	60.1533	57.5533	91.1467	89.3267	94.7933	84.6867	70.42	0277
 64	54.1633	83.9073	76.0433	83.3333	83.5967	88.0233	88.54	81.0433	65.73	0289
 64	54.1667	64.2193	76.3033	70.8367	58.8533	68.23	46.8733	58.8533	68.6433	0034
 64	54.1667	72.4473	66.9267	33.8533	89.0633	86.9767	85.4167	78.75	67.7067	0780
 64	54.1667	73.5413	69.53	54.4267	80.2067	79.95	83.5933	78.4367	69.3733	0568
 64	54.1667	81.0413	69.7933	73.9567	84.1133	85.6767	91.6667	83.8533	65.94	0887
 64	54.17	77.3433	78.9067	68.4867	76.0433	82.8133	80.4667	75.21	67.08	0377
 64	54.6867	60	0	0	100	100	100	89.9	57.8167	0388
 64	54.6867	61.4053	7.03	8.59333	94.79	99.22	97.3933	86.25	67.1867	0333
 64	54.6867	66.876	35.94	8.85333	94.53	97.66	97.3967	86.04	67.6033	0543
 64	54.6867	67.658	34.6367	12.24	96.3567	97.1367	97.92	86.46	67.9167	0658
 64	54.6867	67.916	48.4367	12.24	92.7067	94.53	91.6667	84.8967	66.8733	0659
 64	54.6867	68.6973	48.9567	18.49	88.8	94.27	92.97	82.0833	64.1633	0856
 64	54.6867	69.3767	50	10.68	92.9667	95.5767	97.66	86.1433	66.77	0426
 64	54.69	70.2607	51.5633	19.27	91.1467	95.05	94.2733	84.0633	65.3133	0386
 64	54.69	74.0627	82.5533	79.1667	68.75	69.53	70.3133	68.8567	69.06	0864
 64	55.2067	60.522	10.16	0.26	96.8767	98.96	96.3533	85.83	63.8533	0400
 64	55.2067	72.2387	58.8533	26.04	91.4067	92.4467	92.4467	83.02	65.3133	0752
 64	55.2067	77.9687	79.1633	78.9067	71.8767	78.6467	81.25	74.06	63.6467	0416
 64	55.2067	83.4367	64.3233	79.4233	86.72	92.1867	94.53	83.8533	68.54	0591
 64	55.21	66.3547	41.6667	0.78	97.1367	94.7933	97.3967	88.2267	65.4167	0149
 64	55.21	69.844	46.09	12.76	95.3133	96.6167	98.44	86.2533	67.0833	0003
 64	55.21	69.9493	36.4567	24.48	96.3567	95.0533	97.4	86.7733	66.5633	0558
 64	55.21	70.9373	53.3867	26.8233	87.76	93.75	92.9667	82.5033	63.8567	0062
 64	55.21	71.0413	21.6133	54.4267	91.4067	92.19	95.57	83.8567	67.6033	0556
 64	55.21	76.3027	62.5	51.8233	85.4167	88.0233	93.75	81.5633	65	0371
 64	55.21	79.114	65.1033	45.5733	94.27	93.75	96.8733	85.6233	66.9767	0425
 64	55.7267	69.8953	34.1133	26.3	95.5733	96.3533	97.1367	87.9133	64.3767	0622
 64	55.73	60	0	0	100	100	100	89.27	56.8733	0840
 64	55.73	62.6047	15.6233	0.26	98.96	98.96	99.22	88.4367	66.6667	0904
 64	55.73	64.7393	43.75	6.77	91.1433	96.8767	85.1567	82.5	66.04	0934
 64	55.73	65.208	72.6567	44.53	66.9267	83.3333	58.5933	70.6267	66.6633	0060
 64	55.73	67.5527	41.6667	6.77	96.3533	95.3133	97.66	88.54	66.3567	0402
 64	55.73	69.1667	45.5733	11.9767	96.0933	93.49	98.7	88.54	65.8333	0779
 64	55.73	70.364	47.9133	19.0133	93.23	95.57	96.0933	86.1467	68.3333	0941
 64	55.73	72.136	68.23	29.69	83.3333	90.1033	89.3233	81.7733	66.6633	0895
 64	55.73	81.458	77.3433	66.9267	88.28	88.02	86.72	80.73	69.48	0844
 64	56.2467	69.8454	47.1367	16.6667	91.4067	96.8767	97.14	83.4367	66.98	0413
 64	56.2467	76.6673	76.5633	66.4067	72.6567	80.47	87.24	73.75	66.56	0933
 64	56.2467	81.1973	80.2067	81.51	83.5933	73.9567	86.72	77.5	68.02	0604
 64	56.25	63.126	17.45	1.3	98.96	97.92	100	87.1867	66.46	0423
 64	56.25	68.6447	73.9567	60.4167	62.24	80.4667	66.1433	63.9567	63.1233	0424
 64	56.25	70	85.1567	54.95	69.27	68.75	71.8733	73.9567	65.1067	0911
 64	56.25	72.1873	79.1667	64.8433	62.24	82.03	72.6567	69.58	65.4167	0684
 64	56.25	73.5933	38.54	54.1667	87.76	95.5733	91.9267	84.1667	67.2933	0081
 64	56.25	76.978	56.25	59.8933	88.54	88.02	92.1867	82.71	65.6267	0422
 64	56.25	79.8447	60.4167	70.8333	89.5833	84.3767	94.0133	81.98	66.46	0929
 64	56.25	82.9167	73.96	77.34	84.6367	85.4167	93.23	80.94	63.54	0570
 64	56.7733	60	0	0	100	100	100	88.1233	58.1233	0107
 64	56.7733	60	0	0	100	100	100	89.2733	58.1233	0065
 64	56.7733	61.8247	16.1467	2.34333	96.3567	96.6167	97.66	89.6867	66.56	0116
 64	56.7733	64.688	37.7633	4.94667	90.8867	97.9167	91.9267	82.6067	65.4133	0655
 64	56.7733	80.3653	72.9167	50.26	92.71	89.5833	96.3567	83.6467	66.25	0771
 64	56.77	60	0	0	100	100	100	89.7933	55.94	0084
 64	56.77	66.0413	72.6567	57.8133	59.6333	76.5633	63.54	67.6033	67.5	0367
 64	56.77	68.23	31.7733	21.0933	96.3533	95.5733	96.3567	86.8733	63.6433	0262
 64	56.77	68.3327	37.24	22.3933	91.4067	93.75	96.8733	84.06	67.0833	0272
 64	56.77	68.3333	46.8733	5.73	96.3533	95.8333	96.8767	87.5	69.8967	0261
 64	56.77	73.8553	52.8667	33.5967	94.2733	92.7067	95.8333	85.6267	65.94	0043
 64	56.77	74.1147	78.3867	41.6667	79.4267	82.0333	89.06	78.5433	69.4767	0077
 64	56.77	76.5107	47.9167	51.8233	92.1867	95.3133	95.3133	86.3533	66.46	0147
 64	56.77	81.094	65.6267	78.6467	85.4167	86.2	89.58	82.3967	67.1867	0010
 64	57.2933	60	0	0	100	100	100	89.1667	56.8767	0552
 64	57.2933	71.25	82.8133	60.9367	71.6167	69.53	71.3533	76.1467	67.3967	0892
 64	57.2933	75.0527	48.9567	48.44	88.54	94.5333	94.7933	85.6267	64.3733	0645
 64	57.2933	75.8333	27.3433	82.8133	84.6333	90.8867	93.49	83.3333	65.31	0553
 64	57.2933	79.5314	60.94	60.4167	90.6267	92.1867	93.4867	84.3767	68.1233	0131
 64	57.29	65.7827	8.59333	26.0433	96.8767	99.48	97.92	87.6033	68.2267	0304
 64	57.8133	62.344	11.1967	2.60333	99.22	99.48	99.22	88.96	66.56	0516
 64	57.8133	63.2307	15.6267	7.55	97.4	97.4	98.1767	86.04	68.6467	0773
 64	57.8133	63.75	22.3967	1.56	97.6567	98.1767	98.96	87.6033	68.7467	0058
 64	57.8133	67.1367	32.0333	12.5	95.5733	96.8767	98.7	86.2533	65.73	0331
 64	57.8133	67.24	42.4467	4.16667	94.79	97.92	96.8767	86.1467	66.6667	0110
 64	57.8133	69.2207	41.9267	11.46	97.66	98.44	96.6167	86.8733	64.5833	0028
 64	57.8133	72.2407	48.44	26.5633	94.27	95.8333	96.0967	85.1033	68.02	0646
 64	57.8167	64.168	25.7833	0.26	98.18	97.6567	98.96	87.1867	67.71	0502
 64	57.8167	76.98	57.8133	47.1367	89.8433	92.4467	97.66	85.4167	65.1033	0511
 64	57.81	67.9173	27.6033	23.7	94.27	96.0933	97.92	89.0633	65.73	0104
 64	57.81	70.1047	57.55	34.6367	84.3767	88.8033	85.1567	75.83	66.6667	0273
 64	57.81	81.7187	71.3533	70.5733	85.9367	89.0633	91.6667	82.81	65	0540
 64	58.3333	60	0	0	100	100	100	89.27	59.6867	0087
 64	58.3333	61.5627	4.69	4.42333	98.96	100	99.74	87.3967	66.8733	0348
 64	58.3333	64.95	22.9167	6.51333	98.18	97.14	100	88.54	67.08	0860
 64	58.3333	65.9913	28.9067	6.25333	97.92	97.1367	99.74	87.0833	67.9167	0843
 64	58.3333	66.1987	34.9	4.42667	96.6133	97.1367	97.9167	85.4167	63.23	0756
 64	58.3333	67.396	38.54	3.64333	98.7	96.8767	99.22	88.8533	66.98	0391
 64	58.3333	70.2087	35.1567	33.8567	93.23	94.01	94.79	86.7733	68.44	0783
 64	58.3333	73.6973	57.81	36.98	89.0633	89.06	95.5733	83.23	67.19	0517
 64	58.3333	74.1153	12.5	67.97	94.01	97.3967	98.7	85.6267	66.0433	0630
 64	58.3333	76.4067	76.04	73.7	76.5633	71.6167	84.1133	74.1633	67.6033	0357
 64	58.3367	69.7387	50.26	14.3233	92.7067	94.79	96.6133	86.15	66.9833	0589
 64	58.33	75.1027	56.2467	72.6567	77.08	83.5933	85.9367	78.1267	66.1433	0926
 64	58.8533	61.042	4.42667	3.90333	98.96	99.22	98.7	86.5633	68.2267	0312
 64	58.8533	62.084	12.24	0.26	98.7	99.22	100	88.3333	65.21	0815
 64	58.8533	63.4387	19.5333	0	98.7	98.96	100	88.1233	67.29	0336
 64	58.8533	64.116	23.18	0.78	98.96	98.18	99.48	87.7067	64.7933	0330
 64	58.8533	66.616	31.51	8.85667	96.0933	98.44	98.18	87.8133	63.44	0012
 64	58.8533	75.0527	55.21	40.8867	90.6267	93.2267	95.3133	82.3967	65.6233	0066
 64	58.8533	76.562	55.2067	53.3833	89.8433	91.1467	93.23	83.75	68.75	0907
 64	58.8567	61.98	11.98	0.26	99.22	99.22	99.22	86.6667	64.3733	0420
 64	58.8567	63.4907	4.42667	18.49	97.3967	98.18	98.96	86.3533	66.56	0890
 64	58.8567	67.448	39.0633	14.8433	92.4467	94.27	96.6167	84.1667	67.7067	0412
 64	58.8567	76.6667	54.4267	58.8533	84.1167	93.7533	92.1833	85	66.77	0341
 64	59.3733	60	0	0	100	100	100	88.6467	59.5833	0178
 64	59.3733	60	0	0	100	100	100	88.8533	58.23	0565
 64	59.3733	60.5207	4.42333	0	98.7	99.48	100	90	68.75	0427
 64	59.3733	60.782	6.25	0	98.96	98.7	100	89.0633	66.04	0665
 64	59.3733	69.22	8.33333	49.7433	92.1867	97.3967	98.44	84.7933	68.8567	0515
 64	59.3733	72.8127	45.5733	31.77	95.0533	94.27	97.3967	85.4167	65.1033	0309
 64	59.3733	78.8013	79.4267	73.1767	84.3733	68.49	88.54	78.23	66.6667	0761
 64	59.3733	79.3227	65.1033	54.6867	91.4067	89.06	96.3567	84.4767	66.77	0584
 64	59.3767	60.052	1.04	0	99.22	100	100	87.7067	66.98	0337
 64	59.3767	61.876	13.02	1.04	98.18	99.22	97.92	88.6467	66.4567	0657
 64	59.3767	65.2087	32.0333	1.82	97.6567	96.6167	97.9167	88.1267	65.2067	0877
 64	59.3767	65.3133	30.99	3.90667	96.8733	98.44	96.3567	85.8333	67.29	0914
 64	59.3767	67.4487	43.49	11.98	90.6267	95.3133	95.8333	85.83	65.6233	0681
 64	59.3767	68.6467	53.6467	42.97	78.1267	88.8033	79.6867	73.02	66.8733	0884
 64	59.3767	70.0527	45.3133	23.4367	91.9267	95.0533	94.5333	86.0433	66.0433	0340
 64	59.3767	76.4067	56.25	49.48	90.3633	91.4067	94.5333	83.75	69.6867	0415
 64	59.3767	80.7813	75	73.44	80.4667	86.7167	88.2833	80.8333	63.4367	0850
 64	59.8933	60	0	0	100	100	100	87.9167	58.2267	0343
 64	59.8933	61.8767	14.8467	0.52	98.18	96.6167	99.22	89.4767	66.46	0100
 64	59.8933	67.2927	3.38667	40.8867	95.57	98.18	98.44	86.2533	66.56	0040
 64	59.8933	76.9273	76.3033	56.51	83.8567	79.9467	88.02	78.3333	70.6267	0189
 64	59.8933	78.8533	67.19	63.8	90.1033	86.1967	86.9767	79.79	66.67	0259
 64	59.8967	60	0	0	100	100	100	85.73	55.1033	0797
 64	59.8967	61.666	6.77	2.6	99.48	99.74	99.74	87.5	66.0433	0001
 64	59.8967	61.98	10.6767	2.34333	98.7	98.44	99.74	88.8567	64.5833	0106
 64	59.8967	64.0627	1.56	21.6133	98.44	98.7	100	89.5833	70.6233	0608
 64	59.8967	64.7913	23.1767	7.81333	96.3533	98.1767	98.4367	85.4167	66.04	0769
 64	59.8967	65.208	30.47	1.56	97.6567	96.6133	99.74	86.2533	68.02	0554
 64	59.8967	72.7087	42.4467	36.4567	93.75	95.3133	95.5767	84.6867	66.6667	0074
 64	59.8967	73.542	48.96	35.4167	93.23	93.49	96.6133	87.81	67.9167	0527
 64	59.9	60.7813	2.34333	2.86333	98.96	99.74	100	87.81	67.7067	0614
 64	59.9	60.9893	11.1967	0	96.0933	98.4367	99.22	87.3967	67.0833	0195
 64	60.4133	60	0	0	100	100	100	89.3733	55.1033	0795
 64	60.4167	65.7833	34.8967	0.26	96.88	97.4	99.48	86.5633	66.5633	0626
 64	60.4167	67.448	28.1233	17.45	97.1333	96.0933	98.44	85.5233	65.8333	0150
 64	60.4167	67.9693	42.97	8.85333	95.5733	95.57	96.88	85.2067	69.6867	0053
 64	60.4167	68.7007	34.6367	16.67	96.8767	97.66	97.66	86.25	66.2533	0378
 64	60.4167	76.146	40.1033	65.3667	86.9767	92.97	95.3133	82.9167	68.5433	0325
 64	60.4167	78.228	44.0067	64.8433	92.1867	94.01	96.0933	86.3533	64.2733	0922
